"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_R_tot","age","gender","Sample","attn_chk_1Q","attn_chk_2_Q"
"R_qVCU3COjjwUyomd",6,6,6,6,84,"sam","non-diagnostic","ND1",6,6,6,6,6,96,"robin","non-diagnostic","ND2",6,6,6,6,6,83,"francis","diagnostic","NA",6,3,2,2,2,32,"alex","diagnostic","NA",2.25,41,2,"MTurk",7,2
"R_u1HjRQSsBpuV5cZ",6,6,6,5,75,"sam","non-diagnostic","ND1",5.75,5,7,6,5,70,"robin","non-diagnostic","ND2",5.75,6,5,5,4,61,"francis","diagnostic","NA",5,6,7,7,6,83,"alex","diagnostic","NA",6.5,27,1,"MTurk",7,5
"R_247V4FomOKdTJ4e",6,5,7,6,90,"sam","non-diagnostic","ND1",6,5,6,7,5,86,"robin","diagnostic","NA",5.75,7,5,7,7,92,"francis","diagnostic","NA",6.5,7,6,7,7,81,"alex","non-diagnostic","ND2",6.75,30,1,"MTurk",7,2
"R_3O1c8IEp6LzkG80",4,4,6,5,50,"sam","non-diagnostic","ND1",4.75,3,5,1,1,50,"robin","diagnostic","NA",2.5,4,3,1,4,50,"francis","diagnostic","NA",3,2,7,7,1,50,"alex","non-diagnostic","ND2",4.25,25,1,"MTurk",7,2
"R_3paPB3dQTRhx8zX",6,6,5,7,64,"sam","non-diagnostic","ND1",6,6,6,5,6,59,"robin","diagnostic","NA",5.75,6,5,6,6,69,"francis","diagnostic","NA",5.75,6,5,6,7,42,"alex","non-diagnostic","ND2",6,48,2,"MTurk",7,1
"R_3HmZaTxiyDogPc4",7,6,7,6,71,"sam","non-diagnostic","ND1",6.5,7,6,7,6,83,"robin","non-diagnostic","ND2",6.5,6,7,6,5,80,"francis","diagnostic","NA",6,6,7,6,7,78,"alex","diagnostic","NA",6.5,26,2,"MTurk",7,2
"R_1eE42pbLTdos48w",7,7,7,7,92,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,92,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,51,1,"MTurk",7,2
"R_paPkzqwyWMWo4Bb",7,5,6,7,77,"sam","non-diagnostic","ND1",6.25,7,6,6,7,78,"robin","diagnostic","NA",6.5,7,6,5,6,76,"francis","diagnostic","NA",6,7,6,5,6,70,"alex","non-diagnostic","ND2",6,36,1,"MTurk",7,2
"R_2S2i1SSUdCjZHGj",5,6,6,6,90,"sam","non-diagnostic","ND1",5.75,6,7,7,6,93,"robin","non-diagnostic","ND2",6.5,6,6,7,7,91,"francis","diagnostic","NA",6.5,6,7,6,6,87,"alex","diagnostic","NA",6.25,26,2,"MTurk",7,2
"R_QaZaWKVsUfeq7BL",6,7,7,6,78,"sam","non-diagnostic","ND1",6.5,6,6,6,7,80,"robin","non-diagnostic","ND2",6.25,6,7,6,6,88,"francis","diagnostic","NA",6.25,6,7,7,7,79,"alex","diagnostic","NA",6.75,29,1,"MTurk",7,2
"R_30dymR3FZuxySR5",7,5,4,6,55,"sam","non-diagnostic","ND1",5.5,3,4,4,4,58,"robin","non-diagnostic","ND2",3.75,1,2,2,1,53,"francis","diagnostic","NA",1.5,5,4,2,6,50,"alex","diagnostic","NA",4.25,25,1,"MTurk",7,2
"R_3KrxaeaDawmpuwB",5,7,5,7,86,"sam","non-diagnostic","ND1",6,6,5,6,7,83,"robin","non-diagnostic","ND2",6,6,5,6,7,86,"francis","diagnostic","NA",6,7,6,5,7,89,"alex","diagnostic","NA",6.25,30,2,"MTurk",7,2
"R_vqPQe9L5ufhjYkh",6,6,5,7,95,"sam","non-diagnostic","ND1",6,5,7,6,6,82,"robin","diagnostic","NA",6,6,7,6,7,81,"francis","diagnostic","NA",6.5,6,7,6,7,90,"alex","non-diagnostic","ND2",6.5,30,2,"MTurk",7,2
"R_wMdHu7lS8shgNQ5",6,5,5,6,74,"sam","non-diagnostic","ND1",5.5,6,6,5,6,73,"robin","diagnostic","NA",5.75,6,6,7,7,85,"francis","diagnostic","NA",6.5,6,5,5,6,66,"alex","non-diagnostic","ND2",5.5,40,1,"MTurk",7,2
"R_xrsSf1aMSe2vxgB",6,7,7,6,83,"sam","non-diagnostic","ND1",6.5,5,5,5,5,66,"robin","non-diagnostic","ND2",5,6,6,5,6,75,"francis","diagnostic","NA",5.75,7,6,6,7,85,"alex","diagnostic","NA",6.5,22,2,"MTurk",7,2
"R_2q8yHW3HW856mg0",5,6,5,5,71,"sam","non-diagnostic","ND1",5.25,6,5,6,5,52,"robin","diagnostic","NA",5.5,5,6,6,6,74,"francis","diagnostic","NA",5.75,6,4,6,5,68,"alex","non-diagnostic","ND2",5.25,36,1,"MTurk",2,2
"R_33j5VVJL1oIxOx1",7,5,4,5,64,"sam","non-diagnostic","ND1",5.25,6,4,3,6,72,"robin","diagnostic","NA",4.75,6,5,4,5,71,"francis","diagnostic","NA",5,4,6,5,4,76,"alex","non-diagnostic","ND2",4.75,62,2,"MTurk",7,1
"R_1dACG9ZU4FuZeIs",7,7,7,6,88,"sam","non-diagnostic","ND1",6.75,7,7,6,7,87,"robin","non-diagnostic","ND2",6.75,6,7,7,7,100,"francis","diagnostic","NA",6.75,7,6,6,7,91,"alex","diagnostic","NA",6.5,28,1,"MTurk",7,2
"R_3fdhPIPG9t7JWrB",6,6,7,6,66,"sam","non-diagnostic","ND1",6.25,6,5,7,6,68,"robin","non-diagnostic","ND2",6,6,7,6,6,66,"francis","diagnostic","NA",6.25,6,5,7,6,68,"alex","diagnostic","NA",6,43,2,"MTurk",7,1
"R_3e9NomkCoSIeuyk",6,7,7,6,84,"sam","non-diagnostic","ND1",6.5,7,6,7,7,77,"robin","diagnostic","NA",6.75,7,6,7,7,87,"francis","diagnostic","NA",6.75,7,6,7,7,82,"alex","non-diagnostic","ND2",6.75,35,1,"MTurk",7,2
"R_27m5bLTXJALh8RB",6,6,6,6,92,"sam","non-diagnostic","ND1",6,6,6,6,6,92,"robin","diagnostic","NA",6,6,6,6,6,92,"francis","diagnostic","NA",6,6,6,6,6,91,"alex","non-diagnostic","ND2",6,29,1,"MTurk",7,2
"R_21z9lTQx0JuQ36Q",7,7,7,7,100,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","non-diagnostic","ND2",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","diagnostic","NA",7,28,2,"MTurk",7,2
"R_3qBFNcyPe2iDFFT",5,6,6,7,72,"sam","non-diagnostic","ND1",6,5,7,6,7,63,"robin","non-diagnostic","ND2",6.25,5,6,7,6,73,"francis","diagnostic","NA",6,5,6,7,7,68,"alex","diagnostic","NA",6.25,34,2,"MTurk",1,1
"R_1Q5XmpEeQwNQJG8",5,7,5,7,67,"sam","non-diagnostic","ND1",6,4,6,6,7,68,"robin","diagnostic","NA",5.75,5,7,5,6,59,"francis","diagnostic","NA",5.75,3,6,4,6,73,"alex","non-diagnostic","ND2",4.75,39,2,"MTurk",7,5
"R_3ReZX6q3KE6Nngr",7,6,6,6,89,"sam","non-diagnostic","ND1",6.25,6,6,5,6,85,"robin","non-diagnostic","ND2",5.75,6,6,5,6,92,"francis","diagnostic","NA",5.75,7,7,6,5,88,"alex","diagnostic","NA",6.25,29,1,"MTurk",7,2
"R_10TNH8falG7u8Mo",7,6,6,6,67,"sam","non-diagnostic","ND1",6.25,7,6,6,7,71,"robin","non-diagnostic","ND2",6.5,7,6,5,6,77,"francis","diagnostic","NA",6,7,6,6,6,76,"alex","diagnostic","NA",6.25,36,1,"MTurk",7,2
"R_2TtyiE1xUVqxMXJ",5,4,6,5,58,"sam","non-diagnostic","ND1",5,5,4,6,5,75,"robin","diagnostic","NA",5,4,5,6,3,63,"francis","diagnostic","NA",4.5,6,4,5,5,64,"alex","non-diagnostic","ND2",5,57,1,"MTurk",7,2
"R_24Mk4WJSj1JLzgd",4,3,3,2,89,"sam","non-diagnostic","ND1",3,6,3,3,2,88,"robin","diagnostic","NA",3.5,6,2,3,3,85,"francis","diagnostic","NA",3.5,6,3,2,3,86,"alex","non-diagnostic","ND2",3.5,30,1,"MTurk",7,3
"R_2Ev37o24fa8VJEf",5,3,6,5,68,"sam","non-diagnostic","ND1",4.75,5,4,6,5,59,"robin","non-diagnostic","ND2",5,4,6,7,5,73,"francis","diagnostic","NA",5.5,4,6,5,6,64,"alex","diagnostic","NA",5.25,32,2,"MTurk",7,2
"R_2wM6N7ENbyT3ZSG",1,3,5,4,88,"sam","non-diagnostic","ND1",3.25,4,3,4,4,78,"robin","diagnostic","NA",3.75,3,6,2,5,74,"francis","diagnostic","NA",4,3,4,4,3,78,"alex","non-diagnostic","ND2",3.5,29,1,"MTurk",7,1
"R_3fw8YVqONl48UIn",5,7,6,6,81,"sam","non-diagnostic","ND1",6,6,7,6,6,72,"robin","diagnostic","NA",6.25,5,6,4,5,85,"francis","diagnostic","NA",5,6,7,6,6,83,"alex","non-diagnostic","ND2",6.25,63,2,"MTurk",7,2
"R_2Y9ruj7EgYDW19U",5,4,5,3,77,"sam","non-diagnostic","ND1",4.25,4,3,2,3,74,"robin","non-diagnostic","ND2",3,1,2,4,5,79,"francis","diagnostic","NA",3,5,4,5,3,81,"alex","diagnostic","NA",4.25,44,1,"MTurk",7,2
"R_5hBdSkwGS81mvkZ",7,6,5,6,64,"sam","non-diagnostic","ND1",6,7,6,5,6,76,"robin","non-diagnostic","ND2",6,7,6,5,6,62,"francis","diagnostic","NA",6,7,6,5,6,89,"alex","diagnostic","NA",6,46,1,"MTurk",7,5
"R_25sW4AZ6mOFYBTv",3,5,3,4,53,"sam","non-diagnostic","ND1",3.75,4,6,4,6,59,"robin","diagnostic","NA",5,3,6,3,5,54,"francis","diagnostic","NA",4.25,6,4,6,4,56,"alex","non-diagnostic","ND2",5,34,1,"MTurk",7,2
"R_1guxcIURk1V4Fk4",6,2,3,2,79,"sam","non-diagnostic","ND1",3.25,6,3,2,3,83,"robin","non-diagnostic","ND2",3.5,4,3,4,3,88,"francis","diagnostic","NA",3.5,3,5,1,6,75,"alex","diagnostic","NA",3.75,30,1,"MTurk",7,3
"R_2VQkhTBC7wHne7x",6,7,7,6,70,"sam","non-diagnostic","ND1",6.5,6,7,5,7,61,"robin","diagnostic","NA",6.25,7,6,7,7,70,"francis","diagnostic","NA",6.75,6,7,7,6,68,"alex","non-diagnostic","ND2",6.5,32,1,"MTurk",1,1
"R_1hW3I37FG36oukY",6,7,5,7,71,"sam","non-diagnostic","ND1",6.25,5,6,7,4,65,"robin","non-diagnostic","ND2",5.5,5,6,7,5,77,"francis","diagnostic","NA",5.75,6,7,5,6,73,"alex","diagnostic","NA",6,40,2,"MTurk",7,2
"R_DTAvHzLNFK4ozCN",7,7,7,7,100,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,30,1,"MTurk",1,3
"R_TaNHWqiZ4LN9DCV",6,5,4,5,86,"sam","non-diagnostic","ND1",5,6,5,6,6,87,"robin","diagnostic","NA",5.75,6,5,6,6,94,"francis","diagnostic","NA",5.75,6,7,5,6,92,"alex","non-diagnostic","ND2",6,58,1,"MTurk",7,1
"R_2rjQqhP8vIHZSNL",6,5,7,6,75,"sam","non-diagnostic","ND1",6,6,4,6,5,77,"robin","non-diagnostic","ND2",5.25,6,5,5,6,77,"francis","diagnostic","NA",5.5,6,5,6,7,85,"alex","diagnostic","NA",6,26,1,"MTurk",7,2
"R_AFpoq20hep7yL1T",5,1,2,3,88,"sam","non-diagnostic","ND1",2.75,4,5,2,1,56,"robin","non-diagnostic","ND2",3,7,1,7,7,60,"francis","diagnostic","NA",5.5,6,3,7,5,59,"alex","diagnostic","NA",5.25,32,1,"MTurk",2,1
"R_22tyWVZ48g6sEqK",5,2,2,3,87,"sam","non-diagnostic","ND1",3,3,3,3,2,85,"robin","diagnostic","NA",2.75,4,3,3,3,84,"francis","diagnostic","NA",3.25,5,2,3,2,84,"alex","non-diagnostic","ND2",3,30,1,"MTurk",7,3
"R_296WdShDgetxhTx",2,1,2,7,50,"sam","non-diagnostic","ND1",3,7,6,6,3,50,"robin","non-diagnostic","ND2",5.5,2,5,2,1,64,"francis","diagnostic","NA",2.5,3,5,4,6,50,"alex","diagnostic","NA",4.5,24,1,"MTurk",7,2
"R_2P7G6nZVoOfEyrR",4,3,2,2,80,"sam","non-diagnostic","ND1",2.75,4,3,2,3,85,"robin","diagnostic","NA",3,4,3,2,3,84,"francis","diagnostic","NA",3,4,3,3,3,86,"alex","non-diagnostic","ND2",3.25,30,1,"MTurk",7,3
"R_U9AqBKLFMUCRxzX",1,3,1,6,50,"sam","non-diagnostic","ND1",2.75,2,1,7,4,50,"robin","non-diagnostic","ND2",3.5,4,5,6,7,50,"francis","diagnostic","NA",5.5,5,5,6,7,50,"alex","diagnostic","NA",5.75,22,1,"MTurk",7,2
"R_3dZmwp4Ptae4Z6r",5,7,7,7,49,"sam","non-diagnostic","ND1",6.5,7,6,7,7,49,"robin","diagnostic","NA",6.75,6,6,6,6,72,"francis","diagnostic","NA",6,7,7,6,6,84,"alex","non-diagnostic","ND2",6.5,35,1,"MTurk",1,3
"R_AbyOe1v3paY0srT",5,7,6,7,100,"sam","non-diagnostic","ND1",6.25,6,7,5,6,70,"robin","non-diagnostic","ND2",6,5,7,5,7,71,"francis","diagnostic","NA",6,5,6,5,6,82,"alex","diagnostic","NA",5.5,31,1,"MTurk",7,2
"R_2ykgOQkJGpv2eel",4,6,5,5,67,"sam","non-diagnostic","ND1",5,4,5,6,6,81,"robin","diagnostic","NA",5.25,4,6,5,6,71,"francis","diagnostic","NA",5.25,4,6,6,6,91,"alex","non-diagnostic","ND2",5.5,38,1,"MTurk",7,2
"R_2Xaj9t8Ettceg2n",4,6,4,6,73,"sam","non-diagnostic","ND1",5,4,6,5,6,81,"robin","diagnostic","NA",5.25,5,5,6,4,71,"francis","diagnostic","NA",5,4,6,5,6,87,"alex","non-diagnostic","ND2",5.25,53,1,"MTurk",7,5
"R_2YVUkh547lOFDsK",7,7,6,7,94,"sam","non-diagnostic","ND1",6.75,6,7,6,7,88,"robin","diagnostic","NA",6.5,5,5,6,5,80,"francis","diagnostic","NA",5.25,6,6,7,7,95,"alex","non-diagnostic","ND2",6.5,34,2,"MTurk",7,2
"R_vldRFEuTiXSrZ1n",7,7,7,7,100,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,36,2,"MTurk",2,1
"R_3MfFFDWsIDqLlPf",3,4,5,6,72,"sam","non-diagnostic","ND1",4.5,3,4,5,6,74,"robin","non-diagnostic","ND2",4.5,3,4,5,6,76,"francis","diagnostic","NA",4.5,2,3,4,5,71,"alex","diagnostic","NA",3.5,29,1,"MTurk",2,2
"R_1N3OFvw3T5L7zm7",6,7,7,6,71,"sam","non-diagnostic","ND1",6.5,6,5,5,5,97,"robin","non-diagnostic","ND2",5.25,6,7,6,7,96,"francis","diagnostic","NA",6.5,6,7,6,7,95,"alex","diagnostic","NA",6.5,36,2,"MTurk",1,1
"R_11dO77FlOhCtVW0",5,4,5,4,71,"sam","non-diagnostic","ND1",4.5,4,5,4,5,72,"robin","non-diagnostic","ND2",4.5,4,5,4,5,72,"francis","diagnostic","NA",4.5,5,4,5,4,69,"alex","diagnostic","NA",4.5,30,1,"MTurk",7,2
"R_wZWgf6Z5s663WqR",7,6,6,6,80,"sam","non-diagnostic","ND1",6.25,6,5,5,6,67,"robin","non-diagnostic","ND2",5.5,6,6,7,6,77,"francis","diagnostic","NA",6.25,6,5,6,6,69,"alex","diagnostic","NA",5.75,26,2,"MTurk",7,5
"R_ehWjNpy1uUhVSq5",7,6,6,6,52,"sam","non-diagnostic","ND1",6.25,6,6,7,6,52,"robin","non-diagnostic","ND2",6.25,7,7,7,7,52,"francis","diagnostic","NA",7,7,6,6,6,52,"alex","diagnostic","NA",6.25,33,1,"MTurk",7,5
"R_3iUWGUxpMBfAYp5",6,6,6,6,61,"sam","non-diagnostic","ND1",6,6,7,7,7,85,"robin","diagnostic","NA",6.75,7,5,6,6,68,"francis","diagnostic","NA",6,5,5,5,5,71,"alex","non-diagnostic","ND2",5,20,1,"MTurk",3,3
"R_2X6iKWaghr23TxH",7,6,5,7,99,"sam","non-diagnostic","ND1",6.25,7,6,5,7,100,"robin","diagnostic","NA",6.25,7,6,5,7,100,"francis","diagnostic","NA",6.25,7,6,5,7,83,"alex","non-diagnostic","ND2",6.25,30,2,"MTurk",1,3
"R_1BKIPrSpWsy5xip",7,7,7,7,100,"sam","non-diagnostic","ND1",7,6,7,6,6,92,"robin","diagnostic","NA",6.25,6,5,5,4,81,"francis","diagnostic","NA",5,7,7,6,7,99,"alex","non-diagnostic","ND2",6.75,33,1,"MTurk",7,2
"R_1oAxRusaQ5iJ17D",7,6,7,7,95,"sam","non-diagnostic","ND1",6.75,7,7,7,7,82,"robin","non-diagnostic","ND2",7,7,7,7,7,35,"francis","diagnostic","NA",7,7,7,7,7,96,"alex","diagnostic","NA",7,24,2,"MTurk",7,2
"R_2uxH2plbT1gUA4S",6,4,6,6,78,"sam","non-diagnostic","ND1",5.5,7,5,6,6,78,"robin","non-diagnostic","ND2",6,7,5,6,6,78,"francis","diagnostic","NA",6,7,5,6,6,73,"alex","diagnostic","NA",6,32,1,"MTurk",7,2
"R_Z1wQiwQuNUYMD5v",7,7,7,7,88,"sam","non-diagnostic","ND1",7,7,7,7,7,84,"robin","non-diagnostic","ND2",7,6,7,7,7,85,"francis","diagnostic","NA",6.75,7,7,7,7,78,"alex","diagnostic","NA",7,44,2,"MTurk",2,2
"R_virkPoKCVv917Tr",6,6,6,6,84,"sam","non-diagnostic","ND1",6,6,6,6,7,91,"robin","diagnostic","NA",6.25,6,6,6,6,88,"francis","diagnostic","NA",6,6,6,6,6,86,"alex","non-diagnostic","ND2",6,42,2,"MTurk",7,5
"R_1mOvWWbm10HLZuZ",5,6,5,6,70,"sam","non-diagnostic","ND1",5.5,5,6,6,6,70,"robin","non-diagnostic","ND2",5.75,6,7,6,7,69,"francis","diagnostic","NA",6.5,6,6,7,7,62,"alex","diagnostic","NA",6.5,29,1,"MTurk",7,3
"R_e2MqO1G6iOdQ0Bb",6,6,5,7,85,"sam","non-diagnostic","ND1",6,7,7,7,7,91,"robin","diagnostic","NA",7,6,7,6,5,85,"francis","diagnostic","NA",6,7,7,5,6,85,"alex","non-diagnostic","ND2",6.25,54,2,"MTurk",7,2
"R_abcDAXHZBv3ySvn",6,7,6,7,72,"sam","non-diagnostic","ND1",6.5,6,7,6,7,71,"robin","non-diagnostic","ND2",6.5,6,7,7,6,70,"francis","diagnostic","NA",6.5,6,7,6,7,68,"alex","diagnostic","NA",6.5,34,2,"MTurk",1,1
"R_3HC7YGMzaGsw5IR",1,7,2,5,80,"sam","non-diagnostic","ND1",3.75,1,5,1,2,85,"robin","diagnostic","NA",2.25,6,7,2,3,96,"francis","diagnostic","NA",4.5,1,4,4,5,85,"alex","non-diagnostic","ND2",3.5,25,1,"MTurk",7,2
"R_1fdDIK3EZ0eSXjV",6,7,6,7,81,"sam","non-diagnostic","ND1",6.5,6,7,6,6,80,"robin","non-diagnostic","ND2",6.25,6,7,6,7,81,"francis","diagnostic","NA",6.5,6,7,6,7,81,"alex","diagnostic","NA",6.5,41,1,"MTurk",7,2
"R_PSfHKSEXYRiWG2t",7,7,7,7,100,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","non-diagnostic","ND2",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","diagnostic","NA",7,30,2,"MTurk",7,2
"R_3EpcabEduQwDu0A",7,6,5,4,100,"sam","non-diagnostic","ND1",5.5,7,6,4,5,95,"robin","non-diagnostic","ND2",5.5,6,5,4,5,100,"francis","diagnostic","NA",5,6,7,6,5,100,"alex","diagnostic","NA",6,30,1,"MTurk",1,1
"R_3PmDeYkFes0AM46",7,7,7,7,95,"sam","non-diagnostic","ND1",7,7,7,7,7,91,"robin","diagnostic","NA",7,7,7,7,7,95,"francis","diagnostic","NA",7,7,7,7,7,91,"alex","non-diagnostic","ND2",7,30,1,"MTurk",7,5
"R_3hF5lmRaroIgGqy",7,6,7,7,77,"sam","non-diagnostic","ND1",6.75,7,7,7,7,86,"robin","diagnostic","NA",7,7,7,7,7,70,"francis","diagnostic","NA",7,7,7,7,7,76,"alex","non-diagnostic","ND2",7,25,2,"MTurk",1,3
"R_3OqMDl2j943mU3v",6,6,5,6,74,"sam","non-diagnostic","ND1",5.75,6,5,6,6,85,"robin","non-diagnostic","ND2",5.75,6,6,6,6,91,"francis","diagnostic","NA",6,2,2,2,2,13,"alex","diagnostic","NA",2,25,2,"MTurk",7,5
"R_etYCDLSi4Ji9ZlL",6,5,6,6,89,"sam","non-diagnostic","ND1",5.75,6,6,7,6,80,"robin","diagnostic","NA",6.25,6,5,5,6,87,"francis","diagnostic","NA",5.5,6,7,6,6,84,"alex","non-diagnostic","ND2",6.25,52,1,"MTurk",7,2
"R_Z37IGewQIydHUT7",7,6,5,6,89,"sam","non-diagnostic","ND1",6,7,6,5,6,92,"robin","diagnostic","NA",6,7,6,5,6,83,"francis","diagnostic","NA",6,7,6,5,6,85,"alex","non-diagnostic","ND2",6,34,1,"MTurk",1,3
"R_SCVrZ1X0IuPbQat",7,7,7,7,64,"sam","non-diagnostic","ND1",7,7,7,7,7,62,"robin","diagnostic","NA",7,7,7,7,7,78,"francis","diagnostic","NA",7,7,7,7,7,72,"alex","non-diagnostic","ND2",7,38,1,"MTurk",1,2
"R_2cmERmWyBOb7ivL",7,6,7,6,99,"sam","non-diagnostic","ND1",6.5,6,7,5,5,100,"robin","non-diagnostic","ND2",5.75,6,7,6,5,98,"francis","diagnostic","NA",6,7,6,7,6,100,"alex","diagnostic","NA",6.5,29,1,"MTurk",2,1
"R_2xP0dR0nwGbqRch",6,7,6,5,66,"sam","non-diagnostic","ND1",6,6,7,6,5,68,"robin","non-diagnostic","ND2",6,6,6,4,5,70,"francis","diagnostic","NA",5.25,6,6,5,4,62,"alex","diagnostic","NA",5.25,30,1,"MTurk",1,5
"R_1f9srlI8a5nr6lt",7,6,5,7,89,"sam","non-diagnostic","ND1",6.25,7,6,5,6,83,"robin","diagnostic","NA",6,7,6,5,6,89,"francis","diagnostic","NA",6,7,6,5,6,89,"alex","non-diagnostic","ND2",6,34,1,"MTurk",1,5
"R_1DG373nlDPED1M8",7,7,6,7,33,"sam","non-diagnostic","ND1",6.75,6,7,6,7,81,"robin","diagnostic","NA",6.5,6,5,7,6,79,"francis","diagnostic","NA",6,6,7,6,7,67,"alex","non-diagnostic","ND2",6.5,33,2,"MTurk",1,3
"R_2B9wFQ0MhAtK1Pc",7,6,7,6,78,"sam","non-diagnostic","ND1",6.5,7,6,7,6,82,"robin","non-diagnostic","ND2",6.5,6,6,7,6,86,"francis","diagnostic","NA",6.25,4,4,4,5,81,"alex","diagnostic","NA",4.25,45,1,"MTurk",4,3
"R_AC1ILZyNml2xrmV",6,7,7,6,75,"sam","non-diagnostic","ND1",6.5,7,7,6,7,83,"robin","diagnostic","NA",6.75,7,6,7,7,78,"francis","diagnostic","NA",6.75,7,6,6,6,88,"alex","non-diagnostic","ND2",6.25,30,1,"MTurk",1,1
"R_2wQZvUj2QzESsLD",7,6,7,7,90,"sam","non-diagnostic","ND1",6.75,6,7,7,6,80,"robin","non-diagnostic","ND2",6.5,6,7,6,6,90,"francis","diagnostic","NA",6.25,7,6,6,6,90,"alex","diagnostic","NA",6.25,29,1,"MTurk",1,2
"R_78o6pwrdnmN57AR",7,7,7,7,78,"sam","non-diagnostic","ND1",7,7,7,7,7,82,"robin","non-diagnostic","ND2",7,6,6,6,6,82,"francis","diagnostic","NA",6,6,6,6,6,76,"alex","diagnostic","NA",6,72,1,"MTurk",7,2
"R_215rmzWt4RJYv7w",4,6,4,6,62,"sam","non-diagnostic","ND1",5,4,5,6,5,75,"robin","diagnostic","NA",5,5,4,6,5,60,"francis","diagnostic","NA",5,6,4,6,4,59,"alex","non-diagnostic","ND2",5,28,2,"MTurk",1,2
"R_2dXyWX9uLvDx7x7",3,5,3,5,100,"sam","non-diagnostic","ND1",4,3,4,5,4,100,"robin","non-diagnostic","ND2",4,3,4,5,6,90,"francis","diagnostic","NA",4.5,4,3,5,6,93,"alex","diagnostic","NA",4.5,23,1,"MTurk",7,2
"R_297aKBrCtUVgDiF",7,7,7,7,100,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,50,2,"MTurk",7,2
"R_22nmYeoj7Vc8SU6",5,6,5,6,60,"sam","non-diagnostic","ND1",5.5,6,7,6,6,61,"robin","non-diagnostic","ND2",6.25,5,6,6,6,62,"francis","diagnostic","NA",5.75,6,7,6,6,67,"alex","diagnostic","NA",6.25,69,2,"MTurk",7,1
"R_3lG3Sp3HOvAinMo",7,7,7,7,100,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,34,2,"MTurk",7,2
"R_10H40eajG4fKec6",7,7,6,6,84,"sam","non-diagnostic","ND1",6.5,7,6,6,6,69,"robin","non-diagnostic","ND2",6.25,6,7,6,5,68,"francis","diagnostic","NA",6,6,6,5,5,77,"alex","diagnostic","NA",5.5,42,1,"MTurk",7,5
"R_3Rz3TcrYLKim4hK",6,5,6,5,90,"sam","non-diagnostic","ND1",5.5,6,5,5,5,73,"robin","diagnostic","NA",5.25,7,5,6,6,71,"francis","diagnostic","NA",6,3,4,6,5,41,"alex","non-diagnostic","ND2",4.5,37,1,"MTurk",7,2
"R_3FIeVJWdDUWYu9K",7,7,6,7,96,"sam","non-diagnostic","ND1",6.75,7,7,7,6,95,"robin","diagnostic","NA",6.75,6,7,7,6,94,"francis","diagnostic","NA",6.5,5,6,6,7,85,"alex","non-diagnostic","ND2",6,34,1,"MTurk",7,2
"R_3GdpjUJgVZJq2o1",6,4,6,5,41,"sam","non-diagnostic","ND1",5.25,5,4,5,3,54,"robin","non-diagnostic","ND2",4.25,5,4,3,6,54,"francis","diagnostic","NA",4.5,5,3,5,6,46,"alex","diagnostic","NA",4.75,42,1,"MTurk",1,2
"R_Rz4Y9IaKMZt2STD",6,5,6,5,63,"sam","non-diagnostic","ND1",5.5,6,7,6,7,77,"robin","non-diagnostic","ND2",6.5,6,5,6,5,80,"francis","diagnostic","NA",5.5,4,2,4,3,38,"alex","diagnostic","NA",3.25,32,1,"MTurk",7,2
"R_3fCr0bUuAhj5JxO",6,7,6,5,74,"sam","non-diagnostic","ND1",6,6,7,6,7,84,"robin","non-diagnostic","ND2",6.5,6,5,6,5,70,"francis","diagnostic","NA",5.5,3,4,3,4,40,"alex","diagnostic","NA",3.5,32,1,"MTurk",7,2
