"ResponseId","R1","R2","R3","R4","M1","scenario","condition","diagnostic12","valence","age","gender","attn_chk_1Q","attn_chk_2_Q","R_tot","M1R_tot"
"R_2YburRrMkrGbQme",6,6,7,7,81,"sam","diagnostic","NA","good",26,2,7,2,6.5,0.925086847571071
"R_4SbYryHpC3kYSQh",6,6,6,6,94,"sam","diagnostic","NA","good",20,1,3,5,6,1.01740970045557
"R_Y4xNmT5oUeA1nzP",7,7,5,6,92,"sam","diagnostic","NA","good",18,1,7,5,6.25,1.04671889917455
"R_eKwRaAuWAxZjLYB",6,6,6,6,87,"sam","diagnostic","NA","good",50,2,7,5,6,0.900010950204757
"R_Rtdyj75I3PIREGZ",6,6,6,6,75,"sam","diagnostic","NA","good",44,2,7,5,6,0.698755949774797
"R_BA1HCx3vDFr9vqN",7,6,6,7,80,"sam","diagnostic","NA","good",23,2,7,5,6.5,0.908315597535241
"R_2UgExCoGG8JXWdo",4,4,4,4,61,"sam","diagnostic","NA","good",46,1,7,2,4,-0.0388551410520002
"R_XSyHhRX6cBbn9oR",7,7,5,7,100,"sam","diagnostic","NA","good",22,2,7,2,6.5,1.24374059825184
"R_vSpcs84uq3lYJ0Z",6,6,5,6,80,"sam","diagnostic","NA","good",19,1,2,5,5.75,0.719760501163299
"R_eVc2YYiAAC4I5hL",6,6,6,6,80,"sam","diagnostic","NA","good",46,1,7,2,6,0.782612199953947
"R_1dG2PRq5noOTh7p",7,7,6,7,85,"sam","diagnostic","NA","good",63,1,7,5,6.75,1.05502354650504
"R_24tPr9UIqgVftNM",6,6,6,6,73,"sam","diagnostic","NA","good",26,2,7,2,6,0.665213449703137
"R_3EF7eA0NQ9n2Vcr",7,7,7,5,85,"sam","diagnostic","NA","good",20,2,7,2,6.5,0.992171847714391
"R_2tG4zocY4U4MU4E",6,6,6,7,87,"sam","diagnostic","NA","good",22,2,7,2,6.25,0.962862648995404
"R_27VRlYTFH8i2glq",6,7,6,7,81,"sam","diagnostic","NA","good",20,2,2,2,6.5,0.925086847571071
"R_2xFuFrkAYVZL9Z1",7,7,7,7,100,"sam","diagnostic","NA","good",20,1,6,2,7,1.36944399583314
"R_2thwz7On4uZDEKE",7,7,4,7,100,"sam","diagnostic","NA","good",21,1,7,5,6.25,1.18088889946119
"R_3en4bBckKtFupDD",7,7,7,5,83,"sam","diagnostic","NA","good",23,2,7,2,6.5,0.958629347642731
"R_1lcWPbAJaWhJPfY",6,7,6,6,77,"sam","diagnostic","NA","good",22,1,7,2,6.25,0.795150148637104
"R_1rvuZFnmCA9xgeV",7,6,4,5,77,"sam","diagnostic","NA","good",NA,NA,1,2,5.5,0.606595052265162
"R_AsAkjgeHEQuPGY9",6,5,6,6,91,"sam","diagnostic","NA","good",19,1,7,2,5.75,0.904244251557429
"R_2X683a9DYijQxjZ",7,7,7,7,90,"sam","diagnostic","NA","good",20,2,2,2,7,1.20173149547484
"R_2D1F6sJcKKIC8Yq",7,7,7,7,100,"sam","diagnostic","NA","good",19,2,7,5,7,1.36944399583314
"R_21p9t9NZTAVE1rG",6,7,6,6,85,"sam","diagnostic","NA","good",22,2,7,5,6.25,0.929320148923744
"R_u49iHuPJMJqgi0V",6,6,6,6,75,"sam","diagnostic","NA","good",20,2,7,5,6,0.698755949774797
"R_1QGbu77TSJODL85",7,7,6,6,90,"sam","diagnostic","NA","good",29,2,7,2,6.5,1.07602809789354
"R_2E46HLeMtoZXD8c",6,6,6,6,90,"sam","diagnostic","NA","good",21,2,7,2,6,0.950324700312246
"R_2CThE8r9ATZiM7a",6,6,6,6,90,"sam","diagnostic","NA","good",19,2,4,5,6,0.950324700312246
"R_3EZ8eObMCPioktj",7,7,7,7,100,"sam","diagnostic","NA","good",22,2,7,2,7,1.36944399583314
"R_1ffIgbtiKMudtNH",6,6,6,6,84,"sam","diagnostic","NA","good",27,2,7,5,6,0.849697200097267
"R_11i0PcXGIzkDaVG",7,7,6,7,100,"sam","diagnostic","NA","good",21,2,7,2,6.75,1.30659229704249
"R_11iKtrUBDWXHDFw",6,6,6,6,90,"sam","diagnostic","NA","good",41,2,7,2,6,0.950324700312246
"R_2B2RiAWqnXrIVqd",5,6,3,7,85,"sam","diagnostic","NA","good",20,2,7,2,5.25,0.677913353761155
"R_3KBkXXh90WBzDeX",6,5,5,4,66,"sam","diagnostic","NA","good",18,2,6,2,5,0.296407904289738
"R_3rN8GSXbNw7XkkP",6,6,6,6,95,"sam","diagnostic","NA","good",22,2,7,2,6,1.0341809504914
"R_1ojyfSJioJ54qYH",7,7,7,7,100,"sam","diagnostic","NA","good",35,1,7,5,7,1.36944399583314
"R_1JFKOEz96h9Ozzw",7,7,7,7,100,"sam","diagnostic","NA","good",20,1,7,2,7,1.36944399583314
"R_0HrsXarC68RmT29",7,7,7,7,100,"sam","diagnostic","NA","good",44,1,7,2,7,1.36944399583314
"R_TvGRz1KB1GdgcHn",6,6,6,6,76,"sam","diagnostic","NA","good",34,2,7,5,6,0.715527199810627
"R_bqFoNLFM7zzf29P",4,4,4,4,50,"sam","diagnostic","NA","good",25,2,7,2,4,-0.22333889144613
"R_24r8RmOo0SZwJbR",7,7,7,7,100,"sam","diagnostic","NA","good",21,2,7,2,7,1.36944399583314
"R_1Pcp5cxbDLDycuZ",6,7,7,7,100,"sam","diagnostic","NA","good",21,2,5,2,6.75,1.30659229704249
"R_ekszviM1CRtZCrn",7,6,6,6,80,"sam","diagnostic","NA","good",21,1,6,2,6.25,0.845463898744594
"R_10uXzoWgfFsX7Po",5,5,2,6,66,"sam","diagnostic","NA","good",21,1,7,2,4.5,0.170704506708444
"R_2f8xqbip2JbmuJe",5,4,6,5,60,"sam","diagnostic","NA","good",25,2,5,5,5,0.195780404074759
"R_2q8cW9MoEuDULsT",7,7,7,7,100,"sam","diagnostic","NA","good",20,1,7,5,7,1.36944399583314
"R_3lDKam4NOkepKg7",6,6,5,6,75,"sam","diagnostic","NA","good",22,2,7,2,5.75,0.63590425098415
"R_2QJrMEQ3V80VRFq",7,7,7,7,80,"sam","diagnostic","NA","good",24,2,7,2,7,1.03401899511654
"R_1GCcoaVoGrN6G1U",7,7,7,7,100,"sam","diagnostic","NA","good",27,2,7,5,7,1.36944399583314
"R_31L52RyCCMHKO76",7,7,7,7,100,"sam","diagnostic","NA","good",25,2,7,2,7,1.36944399583314
"R_esboPc0iHnom8Ux",5,5,7,5,95,"sam","diagnostic","NA","good",27,2,5,2,5.5,0.908477552910102
"R_WxKMVui6WQSxwaZ",5,4,4,4,50,"sam","diagnostic","NA","good",21,1,1,2,4.25,-0.160487192655483
"R_x3GRzYMYCzS5s77",7,7,7,7,100,"sam","diagnostic","NA","good",19,1,7,2,7,1.36944399583314
"R_21GlP6ly9qViXGE",7,7,7,7,100,"sam","diagnostic","NA","good",20,1,7,2,7,1.36944399583314
"R_VIrrhrTrU2QnNJf",7,7,7,7,91,"sam","diagnostic","NA","good",60,2,3,5,7,1.21850274551067
"R_30c4Bwl4rQgj9VO",5,5,4,6,80,"sam","diagnostic","NA","good",21,1,3,2,5,0.531205404791358
"R_1dcZqA2jb6sIDV6",5,5,5,5,90,"sam","diagnostic","NA","good",24,2,7,5,5,0.698917905149658
"R_1IatphMBsjUEYtY",6,7,7,7,81,"sam","diagnostic","NA","good",NA,NA,NA,5,6.75,0.987938546361718
"R_2nqmorGYvM160oh",7,7,6,7,95,"sam","diagnostic","NA","good",42,2,7,2,6.75,1.22273604686334
"R_2784K0VmijngXWv",6,6,6,7,88,"sam","diagnostic","NA","good",24,1,7,2,6.25,0.979633899031234
"R_3Q0itrnuELzyxbj",7,7,7,7,100,"sam","diagnostic","NA","good",30,2,7,2,7,1.36944399583314
"R_2dfEFX3lzgZ9XfQ",6,6,6,6,91,"sam","diagnostic","NA","good",48,1,7,2,6,0.967095950348076
"R_3P6vw9EmQe54RIX",7,7,4,7,87,"sam","diagnostic","NA","good",34,1,7,5,6.25,0.962862648995404
"R_2E6jjT0Qs61NcV6",7,7,7,7,82,"sam","diagnostic","NA","good",38,2,3,2,7,1.0675614951882
"R_3ERzNNj0b0ETJwH",5,6,6,6,75,"sam","diagnostic","NA","good",23,1,5,5,5.75,0.63590425098415
"R_3rfVWypO8Ppzjl7",7,7,7,7,92,"sam","diagnostic","NA","good",21,2,7,5,7,1.2352739955465
"R_242Yk8aTvEYJBjL",6,6,6,5,84,"sam","diagnostic","NA","good",22,2,7,2,5.75,0.786845501306619
"R_1hG2eiQsnP6gx8w",7,7,7,7,100,"sam","diagnostic","NA","good",21,2,2,5,7,1.36944399583314
"R_2CNdfmSQP7DK2PD",7,7,7,7,90,"sam","diagnostic","NA","good",21,2,5,2,7,1.20173149547484
"R_11iIz1SKvL0BuWc",6,6,4,6,70,"sam","diagnostic","NA","good",37,2,7,5,5.5,0.489196302014353
"R_vMKfGeQvPx3y2tP",7,7,7,7,100,"sam","diagnostic","NA","good",20,2,5,2,7,1.36944399583314
"R_1XPyihya2NmhsVb",7,7,7,7,100,"sam","diagnostic","NA","good",21,2,7,5,7,1.36944399583314
"R_9Y1qZctrOiLDGi5",7,7,7,7,100,"sam","diagnostic","NA","good",19,2,7,2,7,1.36944399583314
"R_24j8nPuk1tjmy0j",7,7,7,7,100,"sam","diagnostic","NA","good",22,2,7,2,7,1.36944399583314
"R_1ody4o9037myqpS",6,6,6,6,83,"sam","diagnostic","NA","good",26,2,7,2,6,0.832925950061437
"R_2f7HN7L1C0gh0vJ",7,7,7,7,100,"sam","diagnostic","NA","good",19,2,7,2,7,1.36944399583314
"R_21hs1jPQabvahTb",7,6,6,5,91,"sam","diagnostic","NA","good",21,2,7,5,6,0.967095950348076
"R_3qKVpj7EqxgMEa1",6,5,6,4,76,"sam","diagnostic","NA","good",19,2,7,2,5.25,0.526972103438685
"R_232arZWkaTuZJiZ",7,7,7,7,100,"sam","diagnostic","NA","good",20,2,5,5,7,1.36944399583314
"R_scZgm35q5nTITKh",7,7,7,7,100,"sam","diagnostic","NA","good",19,2,1,2,7,1.36944399583314
"R_1H0kwqBhCEKhdUr",7,7,7,7,100,"sam","diagnostic","NA","good",21,2,7,5,7,1.36944399583314
"R_2eVIAdkyXaV3JJp",7,7,7,7,100,"sam","diagnostic","NA","good",22,2,2,2,7,1.36944399583314
"R_3kLpgBckQsvuJVc",6,6,4,6,75,"sam","diagnostic","NA","good",19,2,7,2,5.5,0.573052552193503
"R_26m7TAe9dGbZ22g",4,4,6,6,50,"sam","diagnostic","NA","good",20,1,7,2,5,0.0280679037164589
"R_3Db6Pd5mz8cgCZI",7,7,7,6,99,"sam","diagnostic","NA","good",20,2,7,2,6.75,1.28982104700666
"R_2DMln8ci3nhWJH2",7,7,7,7,91,"sam","diagnostic","NA","good",56,2,2,5,7,1.21850274551067
"R_2X1BuXiINLSzVl1",7,7,7,7,85,"sam","diagnostic","NA","good",20,1,7,2,7,1.11787524529569
"R_yWa03U44TPmSGUV",7,7,5,7,81,"sam","diagnostic","NA","good",19,2,7,5,6.5,0.925086847571071
"R_33pDAG8vlPGuXXi",7,7,7,7,90,"sam","diagnostic","NA","good",21,2,7,2,7,1.20173149547484
"R_1rpjY4vH2b6seJa",7,7,7,5,78,"sam","diagnostic","NA","good",20,2,5,2,6.5,0.874773097463581
"R_2PhSS3J7pGXOAeM",7,7,6,7,98,"sam","diagnostic","NA","good",19,2,7,2,6.75,1.27304979697083
"R_3RflSXcsqzPkAbj",6,6,6,6,77,"sam","diagnostic","NA","good",NA,NA,NA,5,6,0.732298449846457
"R_1lcXsJks4j6zmn2",7,7,7,7,90,"sam","diagnostic","NA","good",20,2,7,2,7,1.20173149547484
"R_1JRUfY167xVlhuM",7,6,7,6,100,"sam","diagnostic","NA","good",19,2,7,2,6.5,1.24374059825184
"R_2bJpfhwmbAIJpmx",6,6,5,5,75,"sam","diagnostic","NA","good",19,2,2,5,5.5,0.573052552193503
"R_3fOux1nvJZy5RJj",6,7,6,6,90,"sam","diagnostic","NA","good",18,1,7,2,6.25,1.01317639910289
"R_1CJx08A2W08nyZB",4,7,7,7,100,"sam","diagnostic","NA","good",30,2,7,5,6.25,1.18088889946119
"R_3q8AF2vsXy7qbpE",6,6,5,5,73,"sam","diagnostic","NA","good",19,1,7,2,5.5,0.539510052121843
"R_5w42Qow02GYU60F",6,7,2,7,90,"sam","diagnostic","NA","good",19,2,2,5,5.5,0.824621302730952
"R_2rVjAek39tsNNMw",7,7,7,7,100,"sam","diagnostic","NA","good",18,1,7,2,7,1.36944399583314
"R_2xSgcpQcz6jeXDS",1,5,4,6,83,"sam","diagnostic","NA","good",68,2,1,2,4,0.330112359736259
"R_AjmxKhnyoD89pjH",6,6,4,6,86,"sam","diagnostic","NA","good",38,2,7,2,5.5,0.757536302587632
"R_ZgF1mJXDkwhJIrv",6,6,7,6,85,"sam","diagnostic","NA","good",37,1,7,2,6.25,0.929320148923744
"R_24qKPtLJWeyUqHf",7,7,4,7,100,"sam","diagnostic","NA","good",33,1,7,2,6.25,1.18088889946119
"R_USAM2N1dQuZFDvr",2,3,2,3,53,"sam","diagnostic","NA","good",35,1,1,2,2.5,-0.550135334082523
"R_1rcvlSPkJr2U6iZ",6,6,7,6,89,"sam","diagnostic","NA","good",36,1,7,2,6.25,0.996405149067064
"R_1CfGPWJeokUmyjZ",7,6,7,7,89,"sam","diagnostic","NA","good",38,1,7,2,6.75,1.12210854664836
"R_1K9d5z7VBQRn4Fj",6,6,6,6,85,"sam","diagnostic","NA","good",26,2,7,2,6,0.866468450133097
"R_2YgC8NKGgtv2eTL",7,7,5,7,94,"sam","diagnostic","NA","good",29,2,7,2,6.5,1.14311309803686
"R_1Kpu4N76ELSUNeO",7,7,7,7,83,"sam","diagnostic","NA","good",70,2,7,2,7,1.08433274522403
"R_31pAX34RwhqlCSD",7,6,6,7,100,"sam","diagnostic","NA","good",31,1,7,2,6.5,1.24374059825184
"R_1r6OCOkEDIxw1io",7,7,7,7,100,"sam","diagnostic","NA","good",40,1,1,2,7,1.36944399583314
"R_sd0GKQnhjJ6B1DP",7,7,7,7,100,"sam","diagnostic","NA","good",67,2,7,2,7,1.36944399583314
"R_rfqUnHBFkgV9LsR",6,7,5,5,85,"sam","diagnostic","NA","good",21,1,7,5,5.75,0.803616751342449
"R_ULoilhAKkKl9lbX",7,6,6,5,93,"sam","diagnostic","NA","good",48,1,7,5,6,1.00063845041974
"R_12bF4U2EvAOg7gd",6,5,6,5,71,"sam","diagnostic","NA","good",30,2,7,2,5.5,0.505967552050183
"R_pKo9NcPnkCBGWsh",5,5,4,4,63,"sam","diagnostic","NA","good",42,1,7,2,4.5,0.120390756600954
"R_3RxE6RCr7zj8Hht",4,5,4,5,72,"sam","diagnostic","NA","good",29,1,3,5,4.5,0.271332006923424
"R_e4mS3VPrYUAQc0N",7,7,4,7,90,"sam","diagnostic","NA","good",60,2,7,5,6.25,1.01317639910289
"R_RKVzP6d2sY1MIEh",6,5,6,6,88,"sam","diagnostic","NA","good",26,1,7,2,5.75,0.853930501449939
"R_T8em4RcAxoPbyAF",7,7,5,6,80,"sam","diagnostic","NA","good",29,1,7,5,6.25,0.845463898744594
"R_3hnbWJp1KvHxUP0",5,6,5,6,80,"sam","diagnostic","NA","good",33,1,2,2,5.5,0.656908802372652
"R_1Qi8Efm7Z2W0w13",5,6,6,6,81,"sam","diagnostic","NA","good",37,1,1,2,5.75,0.73653175119913
"R_3PsK3tQHxGlwaNY",7,7,6,6,91,"sam","diagnostic","NA","good",36,1,7,2,6.5,1.09279934792937
"R_2TLZ7ndp9EUEfhz",7,7,7,7,95,"sam","diagnostic","NA","good",31,1,7,5,7,1.28558774565399
"R_3MrgJZzoQtdw59b",7,7,7,6,93,"sam","diagnostic","NA","good",38,1,7,2,6.75,1.18919354679168
"R_234c6aRKI4IgaYd",6,6,6,7,92,"sam","diagnostic","NA","good",37,1,7,5,6.25,1.04671889917455
"R_4VlPQUznducJwI1",7,7,6,6,93,"sam","diagnostic","NA","good",36,1,7,2,6.5,1.12634184800103
"R_1j8GM5kwZkLQSYu",6,6,7,7,92,"sam","diagnostic","NA","good",33,1,7,5,6.5,1.1095705979652
"R_21v4YP0lKwQFEdz",6,6,6,7,92,"sam","diagnostic","NA","good",35,1,7,2,6.25,1.04671889917455
"R_1Nk0xlDc9XlrcmK",7,6,5,6,84,"sam","diagnostic","NA","good",38,2,7,5,6,0.849697200097267
"R_1ISZoUat7VRIme4",6,6,6,6,96,"sam","diagnostic","NA","good",35,1,7,2,6,1.05095220052723
"R_WDVtunGNDtOkTap",6,7,6,7,92,"sam","diagnostic","NA","good",37,1,7,2,6.5,1.1095705979652
"R_1pujCbGEbyTF6xi",7,6,5,6,84,"sam","diagnostic","NA","good",37,2,7,5,6,0.849697200097267
"R_26anbsGBiduLg2z",6,7,6,7,91,"sam","diagnostic","NA","good",27,1,7,2,6.5,1.09279934792937
"R_1jUG3RVIyt65fvY",6,5,6,6,89,"sam","diagnostic","NA","good",28,1,7,2,5.75,0.870701751485769
"R_301qQciDC7CFwn2",7,7,7,7,93,"sam","diagnostic","NA","good",25,1,7,2,7,1.25204524558233
"R_3oYKHqHRWsYZMdD",6,7,7,6,91,"sam","diagnostic","NA","good",29,1,7,5,6.5,1.09279934792937
"R_28MsyOE5kyvjZ8X",6,7,6,6,90,"sam","diagnostic","NA","good",28,2,7,2,6.25,1.01317639910289
"R_3HFeJtt6Ee71eVP",6,7,6,7,94,"sam","diagnostic","NA","good",31,2,7,2,6.5,1.14311309803686
"R_1FfzKjPBjC2vv3b",6,7,7,6,87,"sam","diagnostic","NA","good",36,1,7,2,6.5,1.02571434778605
"R_2BtyD0Owumkm7AU",6,7,6,6,94,"sam","diagnostic","NA","good",38,1,7,2,6.25,1.08026139924621
"R_1OPSPqwA0VbhImn",7,7,7,6,92,"sam","diagnostic","NA","good",39,1,7,2,6.75,1.17242229675585
"R_RPjIEzjlfP6v8xr",6,7,7,6,95,"sam","diagnostic","NA","good",39,1,7,2,6.5,1.15988434807269
"R_1gdsKtOUWFg9U8X",6,7,7,7,95,"sam","diagnostic","NA","good",41,1,7,2,6.75,1.22273604686334
"R_wNa5nnMnN1YU0g1",6,6,5,7,80,"sam","diagnostic","NA","good",31,1,7,2,6,0.782612199953947
"R_PRIGea6KK5csK09",7,7,6,6,96,"sam","diagnostic","NA","good",35,1,7,2,6.5,1.17665559810852
"R_DvmE9pGelQdwS8F",7,6,7,7,94,"sam","diagnostic","NA","good",35,1,7,2,6.75,1.20596479682751
"R_3prwwN1EXpIMnQt",6,7,7,6,94,"sam","diagnostic","NA","good",33,1,7,2,6.5,1.14311309803686
"R_5oQNbsCJoleXlGp",6,7,6,7,96,"sam","diagnostic","NA","good",32,2,7,5,6.5,1.17665559810852
"R_3ilr0CkG1npdDHp",5,7,6,6,91,"sam","diagnostic","NA","good",36,1,7,5,6,0.967095950348076
"R_2zAZH2D3drOjUg7",6,7,6,5,94,"sam","diagnostic","NA","good",38,1,7,2,6,1.01740970045557
"R_1rjP0ieIgyfckRV",7,6,7,7,95,"sam","diagnostic","NA","good",36,1,7,2,6.75,1.22273604686334
"R_TcIhUsfIzBV1AOJ",6,7,7,7,92,"sam","diagnostic","NA","good",32,1,7,5,6.75,1.17242229675585
"R_2vkzMz3dALPY0xb",5,7,6,6,95,"sam","diagnostic","NA","good",31,1,7,2,6,1.0341809504914
"R_12LpwwT1DdQVyKB",7,6,6,7,96,"sam","diagnostic","NA","good",37,1,7,2,6.5,1.17665559810852
"R_r6W1y6arAS40ppf",7,6,6,7,94,"sam","diagnostic","NA","good",34,1,7,5,6.5,1.14311309803686
"R_O8t1CLVZ07GQMcV",7,6,7,6,88,"sam","diagnostic","NA","good",31,1,7,2,6.5,1.04248559782188
"R_1q8lZTy2fiprLhh",6,7,7,6,93,"sam","diagnostic","NA","good",35,1,7,2,6.5,1.12634184800103
"R_UL5EQ0D2LAkgZr3",6,7,7,6,86,"sam","diagnostic","NA","good",36,1,7,2,6.5,1.00894309775022
"R_0PXLTxCI6iFoFnX",7,7,6,6,95,"sam","diagnostic","NA","good",38,1,7,2,6.5,1.15988434807269
"R_3JlyJ0PBIlk2LBT",6,7,7,6,92,"sam","diagnostic","NA","good",31,1,7,2,6.5,1.1095705979652
"R_31sgtKucKT62HD4",7,7,6,6,91,"sam","diagnostic","NA","good",29,1,1,5,6.5,1.09279934792937
"R_1EXyeRMlS6eQ9CG",6,7,7,7,94,"sam","diagnostic","NA","good",34,2,7,2,6.75,1.20596479682751
"R_1DOaLxjkYmvECph",7,7,5,6,95,"sam","diagnostic","NA","good",36,2,7,2,6.25,1.09703264928204
"R_xc1B1yQ9FsjWve1",6,7,7,6,92,"sam","diagnostic","NA","good",36,1,7,2,6.5,1.1095705979652
"R_r6XaQHEqe0UIGdj",7,7,6,6,92,"sam","diagnostic","NA","good",29,1,7,2,6.5,1.1095705979652
"R_UDv4NhOFEgwa3hD",6,7,7,6,92,"sam","diagnostic","NA","good",36,1,7,2,6.5,1.1095705979652
"R_2tG31fQ9lx0uM9W",6,7,7,6,86,"sam","diagnostic","NA","good",37,2,7,5,6.5,1.00894309775022
"R_2uTJNj2LMIDLpbk",6,7,6,7,98,"sam","diagnostic","NA","good",36,1,7,2,6.5,1.21019809818018
"R_3Ny9q6HFpA8AFpY",6,7,6,7,99,"sam","diagnostic","NA","good",29,2,7,5,6.5,1.22696934821601
"R_2TZufvGFdrWDcLY",7,7,6,6,91,"sam","diagnostic","NA","good",38,2,7,2,6.5,1.09279934792937
"R_2xxBDarzRFSSTkv",7,6,7,7,84,"sam","diagnostic","NA","good",36,1,7,5,6.75,1.03825229646921
"R_1DtJRnXLavnBUCi",6,6,5,5,83,"sam","diagnostic","NA","good",58,2,7,5,5.5,0.707222552480142
"R_2azZTGaODagUVM0",7,6,7,6,96,"sam","diagnostic","NA","good",39,1,7,2,6.5,1.17665559810852
"R_2WB8gKmBsqaUgub",7,7,7,7,98,"sam","diagnostic","NA","good",27,1,7,5,7,1.33590149576148
"R_1mr2oFTwm97NOx4",7,7,7,7,95,"sam","diagnostic","NA","good",29,1,2,5,7,1.28558774565399
"R_UVWrUpa4fZ74ADf",7,7,7,7,93,"sam","diagnostic","NA","good",29,1,7,2,7,1.25204524558233
"R_3Ld0BGu6vvABDk1",7,7,7,7,83,"sam","diagnostic","NA","good",24,2,7,2,7,1.08433274522403
"R_2PzEIPmYomWpUBs",7,7,7,7,95,"sam","diagnostic","NA","good",53,2,3,2,7,1.28558774565399
"R_1N4ciBqBHfjhGta",6,6,6,6,85,"sam","diagnostic","NA","good",27,1,7,2,6,0.866468450133097
"R_3Gwvu9tKwTc0spE",7,7,5,7,100,"sam","diagnostic","NA","good",28,2,7,2,6.5,1.24374059825184
"R_OiKUCkrmIuKy7yp",6,6,6,6,80,"sam","diagnostic","NA","good",26,2,7,2,6,0.782612199953947
"R_2wpHHr5q88SMYow",6,6,6,6,75,"sam","diagnostic","NA","good",28,2,7,2,6,0.698755949774797
"R_3p4J1nrWoSfxUoO",6,6,6,7,85,"sam","diagnostic","NA","good",23,1,7,5,6.25,0.929320148923744
"R_3374ZFcggXl4aA7",5,4,4,6,50,"sam","diagnostic","NA","good",57,2,7,2,4.75,-0.0347837950741883
"R_0liJRb2DtgXS0bn",6,6,6,4,65,"sam","diagnostic","NA","good",34,1,7,5,5.5,0.405340051835203
"R_1hPQBJBoVprcb3U",7,7,7,7,80,"sam","diagnostic","NA","good",43,1,7,2,7,1.03401899511654
"R_12bRSNPEmETbng4",7,6,6,6,89,"sam","diagnostic","NA","good",31,1,7,2,6.25,0.996405149067064
"R_3I4VNmVPaJZ0uHp",6,6,4,5,85,"sam","diagnostic","NA","good",NA,NA,7,NA,5.25,0.677913353761155
"R_3qqYkysJBU4ur49",6,5,5,6,71,"sam","diagnostic","NA","good",37,2,7,5,5.5,0.505967552050183
"R_2Eu8bIu7OGXOrXh",6,7,7,7,87,"robin","non-diagnostic","ND1","good",18,2,5,2,6.75,1.0885660465767
"R_3oHiVUAhJjjBBWY",7,7,7,7,100,"robin","non-diagnostic","ND1","good",19,2,7,2,7,1.36944399583314
"R_Q6pTOekCdKipaHn",7,7,7,7,100,"robin","non-diagnostic","ND1","good",19,1,4,2,7,1.36944399583314
"R_DqSmYOlKiebvyXT",7,7,7,7,100,"robin","non-diagnostic","ND1","good",18,2,1,2,7,1.36944399583314
"R_24Nq71EdvzB4dP0",7,7,7,7,100,"robin","non-diagnostic","ND1","good",18,1,7,2,7,1.36944399583314
"R_1DMuPt5tsa6Z3EX",6,7,6,7,92,"robin","non-diagnostic","ND1","good",20,2,7,5,6.5,1.1095705979652
"R_POui6uN5xhUvDA5",6,6,7,7,90,"robin","non-diagnostic","ND1","good",18,1,7,5,6.5,1.07602809789354
"R_3exGAAT0V3f7n71",7,7,7,7,90,"robin","non-diagnostic","ND1","good",20,2,5,5,7,1.20173149547484
"R_Dr5I3eFADMZGIY9",7,7,7,7,100,"robin","non-diagnostic","ND1","good",19,2,7,2,7,1.36944399583314
"R_2c2fDSYc9enlJ9h",7,1,1,4,0,"robin","non-diagnostic","ND1","good",18,2,7,2,3.25,-1.25045648960957
"R_eEyIOCpJAItk11f",2,4,4,4,53,"robin","non-diagnostic","ND1","good",18,2,1,5,3.5,-0.298728538919934
"R_xh07PftNvNaLagN",7,7,6,7,95,"robin","non-diagnostic","ND1","good",21,2,2,2,6.75,1.22273604686334
"R_31Sn3vCc8bc4IJY",6,5,5,7,84,"robin","non-diagnostic","ND1","good",22,1,7,2,5.75,0.786845501306619
"R_R8ewbjbGhYEbHkl",7,6,6,6,80,"robin","non-diagnostic","ND1","good",35,2,7,5,6.25,0.845463898744594
"R_3fB6K4QZS0rJO0j",7,7,5,7,100,"robin","non-diagnostic","ND1","good",24,2,7,2,6.5,1.24374059825184
"R_O3WGgMqY7OyueDD",7,7,7,7,96,"robin","non-diagnostic","ND1","good",23,2,7,2,7,1.30235899568982
"R_1qfjwWrTrz7FRDn",6,6,5,7,73,"robin","non-diagnostic","ND1","good",22,2,7,5,6,0.665213449703137
"R_2cpgehBiKBTZRHh",6,7,6,6,79,"robin","non-diagnostic","ND1","good",18,1,7,5,6.25,0.828692648708764
"R_296Z9RoGpfWoRZn",5,5,6,6,80,"robin","non-diagnostic","ND1","good",18,2,7,5,5.5,0.656908802372652
"R_2s5vlfkLwWLB47v",7,7,7,7,100,"robin","non-diagnostic","ND1","good",19,1,7,2,7,1.36944399583314
"R_3j11rdd55fShsx5",7,7,7,7,98,"robin","non-diagnostic","ND1","good",18,2,7,5,7,1.33590149576148
"R_2s4q0neLG2ApqgD",5,6,6,6,77,"robin","non-diagnostic","ND1","good",20,1,7,2,5.75,0.66944675105581
"R_svCdvG6K0QpBNsd",4,5,7,5,61,"robin","non-diagnostic","ND1","good",19,1,7,2,5.25,0.275403352901236
"R_YPT4haHvMo2O0Tv",7,7,7,7,100,"robin","non-diagnostic","ND1","good",19,1,1,2,7,1.36944399583314
"R_1guM6o9XcR1P4LD",7,7,7,7,100,"robin","non-diagnostic","ND1","good",19,2,7,2,7,1.36944399583314
"R_1M4mlw4zKNw0g2j",7,7,7,7,95,"robin","non-diagnostic","ND1","good",19,2,6,2,7,1.28558774565399
"R_2tgu0JrOrGF2ha7",7,7,7,7,100,"robin","non-diagnostic","ND1","good",19,1,1,2,7,1.36944399583314
"R_3qIKHiY69nzmZJm",7,7,7,7,99,"robin","non-diagnostic","ND1","good",18,2,7,5,7,1.3526727457973
"R_1N1VMVHuenk54sn",7,7,7,7,100,"robin","non-diagnostic","ND1","good",21,1,7,2,7,1.36944399583314
"R_87DFY1pVtUxryJr",7,6,5,6,93,"robin","non-diagnostic","ND1","good",18,2,7,5,6,1.00063845041974
