StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consentQ,PID,age,gender,gender_4_TEXT,S_ND1_R_1,S_ND1_R_2,S_ND1_R_3,S_ND1_R_4,S_ND1_M_1,R_ND2_R_1,R_ND2_R_2,R_ND2_R_3,R_ND2_R_4,R_ND2_M_1,F_M_R_1,F_M_R_2,F_M_R_3,F_M_R_4,F_M_M_1,A_M_R_1,A_M_R_2,A_M_R_3,A_M_R_4,A_M_M_1,attn_chk_1Q,attn_chk_2_Q,S_ND2_R_1,S_ND2_R_2,S_ND2_R_3,S_ND2_R_4,S_ND2_M_1,R_M_R_1,R_M_R_2,R_M_R_3,R_M_R_4,R_M_M_1,F_ND1_R_1,F_ND1_R_2,F_ND1_R_3,F_ND1_R_4,F_ND1_M_1,A_ND2_R_1,A_ND2_R_2,A_ND2_R_3,A_ND2_R_4,A_ND2_M_1,S_M_R_1,S_M_R_2,S_M_R_3,S_M_R_4,S_M_M_1,R_ND1_R_1,R_ND1_R_2,R_ND1_R_3,R_ND1_R_4,R_ND1_M_1,F_ND2_R_1,F_ND2_R_2,F_ND2_R_3,F_ND2_R_4,F_ND2_M_1,A_ND1_R_1,A_ND1_R_2,A_ND1_R_3,A_ND1_R_4,A_ND1_M_1,previous_version,Sample
2022-04-04 11:42:23,2022-04-04 11:45:26,0,,100,183,1,2022-04-04 11:45:26,R_3KPhUI94PenKx3y,,,,,,,anonymous,EN,1,A1ZEK19L6KD160,63,1,,,,,,,,,,,,,,,,,5,4,5,4,50,7,2,,,,,,,,,,,,,,,,,,,,,4,6,4,6,50,5,4,3,5,52,5,4,5,4,59,,,,,,2,MTurk
2022-04-04 11:43:48,2022-04-04 11:45:28,0,,100,99,1,2022-04-04 11:45:28,R_3qD5lyUHTqIYlNS,,,,,,,anonymous,EN,1,ASAAL9165IX44,32,1,,6,6,6,6,84,6,6,6,7,88,6,6,6,6,90,6,6,6,6,85,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:41:56,2022-04-04 11:45:33,0,,100,216,1,2022-04-04 11:45:33,R_7VXjy9bpm1UsqPL,,,,,,,anonymous,EN,1,A1RFECS63DTC3U,25,1,,5,2,6,4,50,,,,,,1,3,4,1,60,,,,,,7,2,,,,,,4,1,5,6,58,,,,,,1,3,4,3,47,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:40:02,2022-04-04 11:45:38,0,,100,336,1,2022-04-04 11:45:39,R_1qevVKFrBlfO3R7,,,,,,,anonymous,EN,1,A24G5OGK4CGB1E,45,1,,7,7,7,6,90,6,7,6,6,90,7,7,7,7,95,7,6,7,6,94,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:41:04,2022-04-04 11:45:44,0,,100,279,1,2022-04-04 11:45:44,R_3sn7vsZBUvLGByL,,,,,,,anonymous,EN,1,A1YP5RVBAMYORN,30,1,,,,,,,,,,,,,,,,,5,4,3,5,78,1,3,,,,,,,,,,,,,,,,,,,,,5,4,3,2,77,5,4,3,5,63,5,4,3,2,84,,,,,,2,MTurk
2022-04-04 11:43:04,2022-04-04 11:45:45,0,,100,160,1,2022-04-04 11:45:45,R_2ZJHk2jdnaQKn3M,,,,,,,anonymous,EN,1,A3SGVL69ZBJ9CP,41,1,,,,,,,,,,,,,,,,,7,7,7,7,90,7,2,,,,,,,,,,,,,,,,,,,,,6,6,6,6,70,6,6,6,6,80,5,5,4,4,60,,,,,,1,MTurk
2022-04-04 11:38:33,2022-04-04 11:45:45,0,,100,432,1,2022-04-04 11:45:46,R_1PXl2frOPBot1pq,,,,,,,anonymous,EN,1,AEZL6P69UF6KE,21,1,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,4,7,5,7,84,,,,,,,,,,,5,7,6,3,80,,,,,,,,,,,4,7,6,7,79,1,MTurk
2022-04-04 11:40:02,2022-04-04 11:45:48,0,,100,346,1,2022-04-04 11:45:49,R_qVCU3COjjwUyomd,,,,,,,anonymous,EN,1,AG4RPQ2L662IG,41,2,,6,6,6,6,84,6,6,6,6,96,6,6,6,6,83,3,2,2,2,32,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,MTurk
2022-04-04 11:44:08,2022-04-04 11:45:58,0,,100,110,1,2022-04-04 11:45:58,R_C4jcFgTrTSuzo3f,,,,,,,anonymous,EN,1,A353C9DQDQ4JHP,29,1,,,,,,,,,,,,,,,,,6,5,6,6,67,7,1,,,,,,,,,,,,,,,,,,,,,6,5,5,6,71,4,6,5,6,76,6,4,4,6,63,,,,,,2,MTurk
2022-04-04 11:39:26,2022-04-04 11:46:05,0,,100,399,1,2022-04-04 11:46:05,R_ymtQMnpULfkw1KF,,,,,,,anonymous,EN,1,A1TIKB6CAQFH2B,34,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,7,4,7,7,82,,,,,,,,,,,4,5,6,7,81,,,,,,7,4,6,7,81,3,5,6,6,42,3,MTurk
2022-04-04 11:43:00,2022-04-04 11:46:05,0,,100,184,1,2022-04-04 11:46:05,R_1gj5AQHL2ns71ri,,,,,,,anonymous,EN,1,AQH7IWG1G5W7F,59,1,,,,,,,,,,,,,,,,,4,5,6,7,98,7,2,,,,,,,,,,,,,,,,,,,,,4,5,6,6,90,4,6,6,4,88,5,5,5,5,79,,,,,,1,MTurk
2022-04-04 11:39:08,2022-04-04 11:46:09,0,,100,420,1,2022-04-04 11:46:09,R_1ODiHSm2n7DEMMG,,,,,,,anonymous,EN,1,A2DVIKO21ME29J,27,1,,,,,,,,,,,,7,6,6,6,83,,,,,,7,2,,,,,,,,,,,,,,,,7,7,6,6,77,5,7,6,6,64,7,7,6,6,71,,,,,,,,,,,2,MTurk
2022-04-04 11:44:32,2022-04-04 11:46:13,0,,100,100,1,2022-04-04 11:46:13,R_u1HjRQSsBpuV5cZ,,,,,,,anonymous,EN,1,A1PTH9KTRO06EG,27,1,,6,6,6,5,75,5,7,6,5,70,6,5,5,4,61,6,7,7,6,83,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:43:35,2022-04-04 11:46:16,0,,100,161,1,2022-04-04 11:46:16,R_DDaNzyLxOwIZzcB,,,,,,,anonymous,EN,1,A35OD8UU42SM8K,42,1,,,,,,,,,,,,,,,,,4,5,4,6,50,7,5,4,5,5,6,50,5,4,4,6,50,4,5,5,6,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:45:03,2022-04-04 11:46:17,0,,100,74,1,2022-04-04 11:46:17,R_1PduhWON30aUOJ6,,,,,,,anonymous,EN,1,A11A34OGEYAJV3,25,1,,,,,,,,,,,,6,1,5,1,75,,,,,,7,2,,,,,,,,,,,,,,,,6,2,6,5,72,4,7,5,3,57,2,5,1,5,63,,,,,,,,,,,2,MTurk
2022-04-04 11:40:18,2022-04-04 11:46:34,0,,100,376,1,2022-04-04 11:46:35,R_247V4FomOKdTJ4e,,,,,,,anonymous,EN,1,A23G3AFE7E6LC6,30,1,,6,5,7,6,90,,,,,,7,5,7,7,92,,,,,,7,2,,,,,,5,6,7,5,86,,,,,,7,6,7,7,81,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:40:13,2022-04-04 11:46:36,0,,100,382,1,2022-04-04 11:46:36,R_3dDL6SO27Aq32nv,,,,,,,anonymous,EN,1,A103TRSJYJJSQA,30,1,,,,,,,,,,,,,,,,,7,7,7,7,90,7,2,,,,,,,,,,,,,,,,,,,,,7,7,7,7,100,6,6,6,6,83,7,7,7,7,100,,,,,,2,MTurk
2022-04-04 11:43:29,2022-04-04 11:47:11,0,,100,221,1,2022-04-04 11:47:11,R_3GE2oow6Uo3DXXh,,,,,,,anonymous,EN,1,A1PXGHDDNA0DVU,45,2,,,,,,,,,,,,,,,,,6,3,6,3,62,7,2,6,3,5,3,59,6,3,5,3,74,6,3,5,4,72,,,,,,,,,,,,,,,,,,,,,,,,,,1,MTurk
2022-04-04 11:41:42,2022-04-04 11:47:44,0,,100,362,1,2022-04-04 11:47:44,R_12r6g48SsWtfQpV,,,,,,,anonymous,EN,1,A2LFN2XIV2857M,37,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,7,7,7,7,97,,,,,,,,,,,7,7,7,6,96,,,,,,7,7,7,7,97,,,,,,1,MTurk
2022-04-04 11:46:30,2022-04-04 11:47:49,0,,100,78,1,2022-04-04 11:47:49,R_3O1c8IEp6LzkG80,,,,,,,anonymous,EN,1,AI0TZEH5DNODH,25,1,,4,4,6,5,50,,,,,,4,3,1,4,50,,,,,,7,2,,,,,,3,5,1,1,50,,,,,,2,7,7,1,50,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:40:25,2022-04-04 11:47:54,0,,100,449,1,2022-04-04 11:47:54,R_3paPB3dQTRhx8zX,,,,,,,anonymous,EN,1,A3KAZYT103QCRL,48,2,,6,6,5,7,64,,,,,,6,5,6,6,69,,,,,,7,1,,,,,,6,6,5,6,59,,,,,,6,5,6,7,42,,,,,,,,,,,,,,,,,,,,,1,MTurk
2022-04-04 11:39:04,2022-04-04 11:48:01,0,,100,537,1,2022-04-04 11:48:02,R_3HmZaTxiyDogPc4,,,,,,,anonymous,EN,1,A1CA7AY3BB8Z69,26,2,,7,6,7,6,71,7,6,7,6,83,6,7,6,5,80,6,7,6,7,78,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:46:38,2022-04-04 11:48:00,0,,100,81,1,2022-04-04 11:48:02,R_5BwOk68rDAr6nsd,,,,,,,anonymous,EN,1,A31SXIXOSI9KF6,25,1,,,,,,,,,,,,2,6,4,7,61,,,,,,7,2,,,,,,,,,,,,,,,,4,4,5,5,60,5,7,6,7,58,5,3,1,5,64,,,,,,,,,,,2,MTurk
2022-04-04 11:40:28,2022-04-04 11:48:19,0,,100,471,1,2022-04-04 11:48:20,R_3qI3gtOTyTp6hfr,,,,,,,anonymous,EN,1,A1AB1H021M9V3B,36,1,,,,,,,,,,,,7,6,7,6,82,,,,,,7,2,,,,,,,,,,,,,,,,7,6,5,6,86,7,6,7,7,80,7,6,5,7,14,,,,,,,,,,,1,MTurk
2022-04-04 11:46:33,2022-04-04 11:48:25,0,,100,111,1,2022-04-04 11:48:25,R_9KtTDSZN0wUIExP,,,,,,,anonymous,EN,1,AQXZUVF2QWLYS,29,1,,,,,,,,,,,,,,,,,5,7,4,5,73,7,1,,,,,,,,,,,,,,,,,,,,,5,6,5,4,77,3,5,4,5,73,5,7,4,5,74,,,,,,2,MTurk
2022-04-04 11:39:09,2022-04-04 11:48:45,0,,100,575,1,2022-04-04 11:48:46,R_1eE42pbLTdos48w,,,,,,,anonymous,EN,1,A2WC8DV7EB0FOY,51,1,,7,7,7,7,92,,,,,,7,7,7,7,92,,,,,,7,2,,,,,,7,7,7,7,100,,,,,,7,7,7,7,100,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:47:23,2022-04-04 11:48:49,0,,100,85,1,2022-04-04 11:48:49,R_3kcyhXkOTiz5tmx,,,,,,,anonymous,EN,1,ASZ03PSVV908M,30,1,,,,,,,,,,,,,,,,,7,3,4,4,86,7,3,,,,,,,,,,,,,,,,,,,,,4,2,3,3,76,5,3,3,2,83,6,4,3,2,84,,,,,,1,MTurk
2022-04-04 11:39:42,2022-04-04 11:49:16,0,,100,574,1,2022-04-04 11:49:16,R_paPkzqwyWMWo4Bb,,,,,,,anonymous,EN,1,AKLT1NF9KVXND,36,1,,7,5,6,7,77,,,,,,7,6,5,6,76,,,,,,7,2,,,,,,7,6,6,7,78,,,,,,7,6,5,6,70,,,,,,,,,,,,,,,,,,,,,1,MTurk
2022-04-04 11:46:03,2022-04-04 11:49:23,0,,100,199,1,2022-04-04 11:49:23,R_UYMvXgyvSoPQSVX,,,,,,,anonymous,EN,1,AA14UQKGPDG1M,30,1,,,,,,,,,,,,,,,,,7,4,6,6,63,1,3,6,5,5,6,59,5,5,6,7,76,7,6,5,7,60,,,,,,,,,,,,,,,,,,,,,,,,,,1,MTurk
2022-04-04 11:47:28,2022-04-04 11:49:24,0,,100,115,1,2022-04-04 11:49:24,R_2S2i1SSUdCjZHGj,,,,,,,anonymous,EN,1,A2CEGS0NVDBCPT,26,2,,5,6,6,6,90,6,7,7,6,93,6,6,7,7,91,6,7,6,6,87,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:46:21,2022-04-04 11:49:27,0,,100,185,1,2022-04-04 11:49:27,R_2P5wBaI4hYMEyvF,,,,,,,anonymous,EN,1,A3LL096CAY5WHB,26,1,,,,,,,,,,,,5,7,7,6,82,,,,,,7,2,,,,,,,,,,,,,,,,7,7,6,6,94,6,6,7,7,85,5,6,6,7,79,,,,,,,,,,,2,MTurk
2022-04-04 11:39:08,2022-04-04 11:49:27,0,,100,618,1,2022-04-04 11:49:27,R_QaZaWKVsUfeq7BL,,,,,,,anonymous,EN,1,AL1U6BGXX0WD5,29,1,,6,7,7,6,78,6,6,6,7,80,6,7,6,6,88,6,7,7,7,79,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:48:19,2022-04-04 11:49:29,0,,100,69,1,2022-04-04 11:49:29,R_30dymR3FZuxySR5,,,,,,,anonymous,EN,1,A2B5Z0P760IMDC,25,1,,7,5,4,6,55,3,4,4,4,58,1,2,2,1,53,5,4,2,6,50,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:40:08,2022-04-04 11:49:46,0,,100,577,1,2022-04-04 11:49:46,R_3dRGY12TrtnuW4L,,,,,,,anonymous,EN,1,A1KTF07LF5E2LT,30,2,,,,,,,,,,,,,,,,,5,7,5,7,89,7,2,6,7,5,7,90,6,7,6,7,89,6,7,6,7,86,,,,,,,,,,,,,,,,,,,,,,,,,,3,MTurk
2022-04-04 11:47:03,2022-04-04 11:49:54,0,,100,171,1,2022-04-04 11:49:55,R_2wH1Ps00GQZKNEp,,,,,,,anonymous,EN,1,APYN48SQFK4YJ,30,2,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,6,6,7,6,82,,,,,,,,,,,7,7,6,7,88,,,,,,6,6,7,6,79,,,,,,1,MTurk
2022-04-04 11:45:40,2022-04-04 11:50:03,0,,100,263,1,2022-04-04 11:50:03,R_r2rnVg082WTwgLv,,,,,,,anonymous,EN,1,A1NXBQRLR6SXRE,43,1,,,,,,,,,,,,,,,,,6,6,5,6,81,7,2,7,7,7,7,93,7,6,6,6,81,6,5,6,6,78,,,,,,,,,,,,,,,,,,,,,,,,,,3,MTurk
2022-04-04 11:44:46,2022-04-04 11:50:04,0,,100,317,1,2022-04-04 11:50:04,R_1IYSD0Uf1KddN17,,,,,,,anonymous,EN,1,A50UY1556VDIA,26,1,,,,,,,,,,,,4,5,4,6,68,,,,,,7,2,,,,,,,,,,,,,,,,4,5,5,6,80,5,6,3,5,71,4,5,3,5,63,,,,,,,,,,,2,MTurk
2022-04-04 11:43:45,2022-04-04 11:50:05,0,,100,380,1,2022-04-04 11:50:06,R_3KrxaeaDawmpuwB,,,,,,,anonymous,EN,1,A16UXP3PNM7P6U,30,2,,5,7,5,7,86,6,5,6,7,83,6,5,6,7,86,7,6,5,7,89,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,MTurk
2022-04-04 11:48:12,2022-04-04 11:50:19,0,,100,126,1,2022-04-04 11:50:19,R_28FFb0hRGgAKEFz,,,,,,,anonymous,EN,1,A2S4CVETZQ2H4F,51,2,,,,,,,,,,,,,,,,,3,3,3,3,20,7,2,6,6,6,6,50,6,6,6,6,85,5,6,5,5,64,,,,,,,,,,,,,,,,,,,,,,,,,,3,MTurk
2022-04-04 11:39:13,2022-04-04 11:50:25,0,,100,672,1,2022-04-04 11:50:25,R_ptogRnugN6JZrHP,,,,,,,anonymous,EN,1,AQJWO4YPR3LUQ,42,2,,,,,,,,,,,,,,,,,7,7,7,7,99,7,2,7,7,7,7,100,7,7,7,7,97,7,7,7,7,99,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:43:50,2022-04-04 11:50:28,0,,100,397,1,2022-04-04 11:50:28,R_vqPQe9L5ufhjYkh,,,,,,,anonymous,EN,1,A17XHSTT089910,30,2,,6,6,5,7,95,,,,,,6,7,6,7,81,,,,,,7,2,,,,,,5,7,6,6,82,,,,,,6,7,6,7,90,,,,,,,,,,,,,,,,,,,,,3,MTurk
2022-04-04 11:46:21,2022-04-04 11:50:50,0,,100,268,1,2022-04-04 11:50:50,R_9npTphZVBExTGQp,,,,,,,anonymous,EN,1,AFYPTDEBIAO58,32,1,,,,,,,,,,,,,,,,,4,3,4,3,36,7,2,6,7,6,7,84,6,7,6,7,72,6,7,5,6,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:49:04,2022-04-04 11:51:00,0,,100,115,1,2022-04-04 11:51:00,R_r9H7U2J1buu0I5H,,,,,,,anonymous,EN,1,AY66B9W9D0E76,24,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,7,1,2,2,70,,,,,,,,,,,6,7,7,1,77,,,,,,3,3,7,2,77,4,2,7,2,74,2,MTurk
2022-04-04 11:49:29,2022-04-04 11:51:03,0,,100,93,1,2022-04-04 11:51:04,R_1EcGCvNPQ1dofKB,,,,,,,anonymous,EN,1,A2HJE1PBW7YD6,30,1,,,,,,,,,,,,5,2,2,3,83,,,,,,7,3,,,,,,,,,,,,,,,,5,3,2,3,80,7,2,2,3,84,5,3,3,2,80,,,,,,,,,,,1,MTurk
2022-04-04 11:47:50,2022-04-04 11:51:10,0,,100,200,1,2022-04-04 11:51:10,R_wMdHu7lS8shgNQ5,,,,,,,anonymous,EN,1,A3J5HRXH4F64SP,40,1,,6,5,5,6,74,,,,,,6,6,7,7,85,,,,,,7,2,,,,,,6,6,5,6,73,,,,,,6,5,5,6,66,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:48:46,2022-04-04 11:51:16,0,,100,149,1,2022-04-04 11:51:17,R_2rGBL8cKTrXPhBy,,,,,,,anonymous,EN,1,A1VMN1JZT7ZCHD,29,1,,,,,,,,,,,,6,5,6,5,86,,,,,,2,3,,,,,,,,,,,,,,,,6,5,6,5,86,5,6,5,7,92,5,6,5,6,75,,,,,,,,,,,1,MTurk
2022-04-04 11:38:54,2022-04-04 11:51:23,0,,100,749,1,2022-04-04 11:51:24,R_2ymFFjRfX1CY7Kl,,,,,,,anonymous,EN,1,A2XRYF0L5ACD2E,74,1,,,,,,,,,,,,5,5,5,5,69,,,,,,7,2,,,,,,,,,,,,,,,,6,6,6,6,84,6,6,6,6,76,6,6,6,6,75,,,,,,,,,,,2,MTurk
2022-04-04 11:46:55,2022-04-04 11:51:34,0,,100,279,1,2022-04-04 11:51:34,R_xrsSf1aMSe2vxgB,,,,,,,anonymous,EN,1,A9FAQ0A88D8HA,22,2,,6,7,7,6,83,5,5,5,5,66,6,6,5,6,75,7,6,6,7,85,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:49:19,2022-04-04 11:51:42,0,,100,142,1,2022-04-04 11:51:42,R_RaGOZO312eNaEjT,,,,,,,anonymous,EN,1,A3EPANM004TD1M,39,2,,,,,,,,,,,,,,,,,6,6,6,6,97,7,2,,,,,,,,,,,,,,,,,,,,,6,6,6,6,91,6,6,6,6,99,4,4,4,4,75,,,,,,2,MTurk
2022-04-04 11:45:19,2022-04-04 11:52:11,0,,100,411,1,2022-04-04 11:52:12,R_1mWupx6ZOaVMy7J,,,,,,,anonymous,EN,1,A3D7UTNNNV79NO,39,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,7,5,6,5,73,,,,,,,,,,,7,6,5,5,90,,,,,,6,5,7,6,82,,,,,,3,MTurk
2022-04-04 11:50:34,2022-04-04 11:52:14,0,,100,99,1,2022-04-04 11:52:14,R_2E0NXpUEIxDlusK,,,,,,,anonymous,EN,1,A32PWJ7FB2DTSB,25,1,,,,,,,,,,,,1,3,4,4,56,,,,,,7,2,,,,,,,,,,,,,,,,4,1,5,6,51,3,2,5,7,56,3,3,2,4,53,,,,,,,,,,,2,MTurk
2022-04-04 11:43:41,2022-04-04 11:52:34,0,,100,533,1,2022-04-04 11:52:35,R_2q8yHW3HW856mg0,,,,,,,anonymous,EN,1,A39GZ5UG08W3SM,36,1,,5,6,5,5,71,,,,,,5,6,6,6,74,,,,,,2,2,,,,,,6,5,6,5,52,,,,,,6,4,6,5,68,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:51:23,2022-04-04 11:52:38,0,,100,74,1,2022-04-04 11:52:38,R_3DXGlyUaOqqM2RP,,,,,,,anonymous,EN,1,A36A2JLZUOPNUM,25,1,,,,,,,,,,,,,,,,,3,7,6,5,82,7,2,5,1,5,7,73,3,5,3,7,82,6,1,7,7,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:46:51,2022-04-04 11:52:41,0,,100,349,1,2022-04-04 11:52:41,R_3HSaLi5AlvP7OCJ,,,,,,,anonymous,EN,1,A2R99OKTW7QVER,47,1,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,5,4,6,5,71,,,,,,,,,,,4,5,6,5,64,,,,,,,,,,,5,5,6,6,69,2,MTurk
2022-04-04 11:50:51,2022-04-04 11:52:52,0,,100,120,1,2022-04-04 11:52:52,R_33j5VVJL1oIxOx1,,,,,,,anonymous,EN,1,AZYIAX8KQR786,62,2,,7,5,4,5,64,,,,,,6,5,4,5,71,,,,,,7,1,,,,,,6,4,3,6,72,,,,,,4,6,5,4,76,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:50:47,2022-04-04 11:52:52,0,,100,125,1,2022-04-04 11:52:53,R_2aJsoGIzLo2KEpl,,,,,,,anonymous,EN,1,AKP66RIZ3LQVX,24,1,,,,,,,,,,,,,,,,,6,6,4,6,90,7,2,,,,,,,,,,,,,,,,,,,,,6,6,4,6,90,6,6,5,6,90,6,6,4,5,90,,,,,,2,MTurk
2022-04-04 11:46:10,2022-04-04 11:52:59,0,,100,408,1,2022-04-04 11:52:59,R_1Cpu77N3iejFNn3,,,,,,,anonymous,EN,1,A2NPSAFSUBVYE0,64,2,,,,,,,,,,,,,,,,,6,7,6,7,68,7,5,6,7,6,7,77,6,7,6,7,59,6,7,6,7,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:50:35,2022-04-04 11:53:32,0,,100,177,1,2022-04-04 11:53:33,R_1dACG9ZU4FuZeIs,,,,,,,anonymous,EN,1,AQUJL0OGG5LHH,28,1,,7,7,7,6,88,7,7,6,7,87,6,7,7,7,100,7,6,6,7,91,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:48:45,2022-04-04 11:53:36,0,,100,291,1,2022-04-04 11:53:37,R_1pAv1j3tzC9dKG6,,,,,,,anonymous,EN,1,A3EJ48LV1BY8PD,40,1,,,,,,,,,,,,,,,,,7,7,7,7,74,7,2,,,,,,,,,,,,,,,,,,,,,7,7,7,7,81,7,7,7,7,85,7,7,7,7,86,,,,,,2,MTurk
2022-04-04 11:49:40,2022-04-04 11:54:02,0,,100,262,1,2022-04-04 11:54:03,R_3KuvhI2fU1nLyFv,,,,,,,anonymous,EN,1,A3QN8DM6ARBSMZ,53,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,5,7,6,5,82,,,,,,,,,,,6,5,7,6,74,,,,,,,,,,,7,6,5,6,82,1,MTurk
2022-04-04 11:48:25,2022-04-04 11:54:03,0,,100,338,1,2022-04-04 11:54:03,R_2ePYzwBnvRPPNOM,,,,,,,anonymous,EN,1,A13LKULUTCJCVU,28,1,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,7,5,6,7,81,,,,,,7,5,6,7,64,7,4,6,7,92,3,MTurk
2022-04-04 11:51:15,2022-04-04 11:54:03,0,,100,168,1,2022-04-04 11:54:04,R_Um8eoK6vyk0zRKh,,,,,,,anonymous,EN,1,AN1G3XBF4I711,56,1,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,6,6,5,5,79,,,,,,,,,,,6,6,5,5,75,,,,,,5,4,5,4,72,,,,,,1,MTurk
2022-04-04 11:51:37,2022-04-04 11:54:05,0,,100,148,1,2022-04-04 11:54:06,R_2xDD4X3dUb5wy3X,,,,,,,anonymous,EN,1,A2WHTNOMVOM4DA,22,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,5,6,4,50,,,,,,,,,,,3,5,3,6,50,,,,,,3,4,5,4,50,3,5,6,4,50,2,MTurk
2022-04-04 11:51:20,2022-04-04 11:54:14,0,,100,173,1,2022-04-04 11:54:14,R_2s7iQzQE4HrBioF,,,,,,,anonymous,EN,1,A1KI6JFFI8HC2D,32,1,,,,,,,,,,,,6,7,6,7,80,,,,,,7,2,,,,,,,,,,,,,,,,6,7,6,7,74,4,3,3,2,31,7,6,7,6,81,,,,,,,,,,,2,MTurk
2022-04-04 11:50:04,2022-04-04 11:54:25,0,,100,261,1,2022-04-04 11:54:27,R_3fdhPIPG9t7JWrB,,,,,,,anonymous,EN,1,A19IGD5AO7VVV,43,2,,6,6,7,6,66,6,5,7,6,68,6,7,6,6,66,6,5,7,6,68,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:51:37,2022-04-04 11:54:34,0,,100,176,1,2022-04-04 11:54:34,R_3e9NomkCoSIeuyk,,,,,,,anonymous,EN,1,A13YLEJ4UI0U9X,35,1,,6,7,7,6,84,,,,,,7,6,7,7,87,,,,,,7,2,,,,,,7,6,7,7,77,,,,,,7,6,7,7,82,,,,,,,,,,,,,,,,,,,,,1,MTurk
2022-04-04 11:52:39,2022-04-04 11:54:38,0,,100,119,1,2022-04-04 11:54:38,R_2aOHanOmysw92Cq,,,,,,,anonymous,EN,1,A1YH1WHYO3IFOC,29,1,,,,,,,,,,,,6,6,7,6,81,,,,,,7,2,,,,,,,,,,,,,,,,6,7,6,6,70,6,7,7,6,74,5,6,6,7,76,,,,,,,,,,,3,MTurk
2022-04-04 11:38:56,2022-04-04 11:54:47,0,,100,951,1,2022-04-04 11:54:48,R_2trpAiUYtqf1wM6,,,,,,,anonymous,EN,1,A2ZL4DIW0INJVU,30,1,,,,,,,,,,,,7,7,7,7,93,,,,,,7,2,,,,,,,,,,,,,,,,6,7,7,6,80,7,7,7,6,86,7,6,7,7,83,,,,,,,,,,,2,MTurk
2022-04-04 11:52:09,2022-04-04 11:55:06,0,,100,176,1,2022-04-04 11:55:06,R_1giJJl6i9Ad5Ycw,,,,,,,anonymous,EN,1,AW5I2C6Y1SUBC,35,1,,,,,,,,,,,,,,,,,6,6,7,7,48,1,3,7,6,7,7,49,7,6,6,6,81,7,6,7,7,48,,,,,,,,,,,,,,,,,,,,,,,,,,1,MTurk
