"ResponseId","scenario_abb","MP_R1","MP_R2","MP_R3","MP_R4","M_1","StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consentQ","PID","age","gender","gender_4_TEXT","S_M_R_1","S_M_R_2","S_M_R_3","S_M_R_4","S_M_M_1","J_ND1_R_1","J_ND1_R_2","J_ND1_R_3","J_ND1_R_4","J_ND1_M_1","C_ND2_R_1","C_ND2_R_2","C_ND2_R_3","C_ND2_R_4","C_ND2_M_1","F_M_R_1","F_M_R_2","F_M_R_3","F_M_R_4","F_M_M_1","A_M_R_1","A_M_R_2","A_M_R_3","A_M_R_4","A_M_M_1","R_M_R_1","R_M_R_2","R_M_R_3","R_M_R_4","R_M_M_1","attn_chk_1Q","attn_chk_2_Q","condition","R_tot","M1","M1R_tot"
"R_3mjFCeAKTMp6FI5","Charlie",4,5,4,5,60,2022-03-13 10:27:04,2022-03-13 10:32:56,"IP Address","208.195.20.115",100,351,TRUE,2022-03-13 10:32:56,NA,NA,NA,NA,39.2908935546875,-76.6095962524414,"anonymous","EN","Yes","AFM76BZ1CGUM9",53,"Male",NA,3,4,5,5,51,3,4,5,5,55,4,5,4,5,60,3,4,5,6,52,4,5,5,5,55,4,5,5,4,61,"None of the above","Soccer","Non-Diagnostic",4.5,60,-1.33630200142296
"R_3mjFCeAKTMp6FI5","Francis",3,4,5,6,52,2022-03-13 10:27:04,2022-03-13 10:32:56,"IP Address","208.195.20.115",100,351,TRUE,2022-03-13 10:32:56,NA,NA,NA,NA,39.2908935546875,-76.6095962524414,"anonymous","EN","Yes","AFM76BZ1CGUM9",53,"Male",NA,3,4,5,5,51,3,4,5,5,55,4,5,4,5,60,3,4,5,6,52,4,5,5,5,55,4,5,5,4,61,"None of the above","Soccer","Diagnostic",4.5,52,-1.62323382564751
"R_3mjFCeAKTMp6FI5","Alex",4,5,5,5,55,2022-03-13 10:27:04,2022-03-13 10:32:56,"IP Address","208.195.20.115",100,351,TRUE,2022-03-13 10:32:56,NA,NA,NA,NA,39.2908935546875,-76.6095962524414,"anonymous","EN","Yes","AFM76BZ1CGUM9",53,"Male",NA,3,4,5,5,51,3,4,5,5,55,4,5,4,5,60,3,4,5,6,52,4,5,5,5,55,4,5,5,4,61,"None of the above","Soccer","Diagnostic",4.75,55,-1.37645179605332
"R_3mjFCeAKTMp6FI5","Robin",4,5,5,4,61,2022-03-13 10:27:04,2022-03-13 10:32:56,"IP Address","208.195.20.115",100,351,TRUE,2022-03-13 10:32:56,NA,NA,NA,NA,39.2908935546875,-76.6095962524414,"anonymous","EN","Yes","AFM76BZ1CGUM9",53,"Male",NA,3,4,5,5,51,3,4,5,5,55,4,5,4,5,60,3,4,5,6,52,4,5,5,5,55,4,5,5,4,61,"None of the above","Soccer","Diagnostic",4.5,61,-1.3004355233949
"R_3gT2KuIkVrM1OkX","Sam",7,7,6,6,74,2022-03-13 10:29:06,2022-03-13 10:33:01,"IP Address","63.75.240.181",100,235,TRUE,2022-03-13 10:33:02,NA,NA,NA,NA,40.7156982421875,-74,"anonymous","EN","Yes","A2LD7WNF6EPLBY",54,"Male",NA,7,7,6,6,74,6,7,6,6,71,6,7,6,6,65,6,6,5,6,71,7,6,6,5,67,5,7,6,6,82,"None of the above","Soccer","Diagnostic",6.5,74,0.279289455049864
"R_3gT2KuIkVrM1OkX","Jackie",6,7,6,6,71,2022-03-13 10:29:06,2022-03-13 10:33:01,"IP Address","63.75.240.181",100,235,TRUE,2022-03-13 10:33:02,NA,NA,NA,NA,40.7156982421875,-74,"anonymous","EN","Yes","A2LD7WNF6EPLBY",54,"Male",NA,7,7,6,6,74,6,7,6,6,71,6,7,6,6,65,6,6,5,6,71,7,6,6,5,67,5,7,6,6,82,"None of the above","Soccer","Non-Diagnostic",6.25,71,0.032507425455676
"R_3gT2KuIkVrM1OkX","Charlie",6,7,6,6,65,2022-03-13 10:29:06,2022-03-13 10:33:01,"IP Address","63.75.240.181",100,235,TRUE,2022-03-13 10:33:02,NA,NA,NA,NA,40.7156982421875,-74,"anonymous","EN","Yes","A2LD7WNF6EPLBY",54,"Male",NA,7,7,6,6,74,6,7,6,6,71,6,7,6,6,65,6,6,5,6,71,7,6,6,5,67,5,7,6,6,82,"None of the above","Soccer","Non-Diagnostic",6.25,65,-0.182691442712731
"R_3gT2KuIkVrM1OkX","Francis",6,6,5,6,71,2022-03-13 10:29:06,2022-03-13 10:33:01,"IP Address","63.75.240.181",100,235,TRUE,2022-03-13 10:33:02,NA,NA,NA,NA,40.7156982421875,-74,"anonymous","EN","Yes","A2LD7WNF6EPLBY",54,"Male",NA,7,7,6,6,74,6,7,6,6,71,6,7,6,6,65,6,6,5,6,71,7,6,6,5,67,5,7,6,6,82,"None of the above","Soccer","Diagnostic",5.75,71,-0.245857765564294
"R_3gT2KuIkVrM1OkX","Alex",7,6,6,5,67,2022-03-13 10:29:06,2022-03-13 10:33:01,"IP Address","63.75.240.181",100,235,TRUE,2022-03-13 10:33:02,NA,NA,NA,NA,40.7156982421875,-74,"anonymous","EN","Yes","A2LD7WNF6EPLBY",54,"Male",NA,7,7,6,6,74,6,7,6,6,71,6,7,6,6,65,6,6,5,6,71,7,6,6,5,67,5,7,6,6,82,"None of the above","Soccer","Diagnostic",6,67,-0.25014108216658
"R_3gT2KuIkVrM1OkX","Robin",5,7,6,6,82,2022-03-13 10:29:06,2022-03-13 10:33:01,"IP Address","63.75.240.181",100,235,TRUE,2022-03-13 10:33:02,NA,NA,NA,NA,40.7156982421875,-74,"anonymous","EN","Yes","A2LD7WNF6EPLBY",54,"Male",NA,7,7,6,6,74,6,7,6,6,71,6,7,6,6,65,6,6,5,6,71,7,6,6,5,67,5,7,6,6,82,"None of the above","Soccer","Diagnostic",6,82,0.287856088254438
"R_2XaIiwsjB7G6kNs","Sam",6,6,6,6,75,2022-03-13 10:26:46,2022-03-13 10:33:02,"IP Address","75.40.24.179",100,376,TRUE,2022-03-13 10:33:03,NA,NA,NA,NA,32.5606994628906,-84.8572998046875,"anonymous","EN","Yes","A1JM5XNB4NCZR6",67,"Male",NA,6,6,6,6,75,5,4,5,5,62,4,4,4,4,50,6,6,6,6,82,5,5,5,5,90,6,6,6,6,76,"None of the above","Soccer","Diagnostic",6,75,0.0367907420579626
"R_2XaIiwsjB7G6kNs","Jackie",5,4,5,5,62,2022-03-13 10:26:46,2022-03-13 10:33:02,"IP Address","75.40.24.179",100,376,TRUE,2022-03-13 10:33:03,NA,NA,NA,NA,32.5606994628906,-84.8572998046875,"anonymous","EN","Yes","A1JM5XNB4NCZR6",67,"Male",NA,6,6,6,6,75,5,4,5,5,62,4,4,4,4,50,6,6,6,6,82,5,5,5,5,90,6,6,6,6,76,"None of the above","Soccer","Non-Diagnostic",4.75,62,-1.12538644985684
"R_2XaIiwsjB7G6kNs","Charlie",4,4,4,4,50,2022-03-13 10:26:46,2022-03-13 10:33:02,"IP Address","75.40.24.179",100,376,TRUE,2022-03-13 10:33:03,NA,NA,NA,NA,32.5606994628906,-84.8572998046875,"anonymous","EN","Yes","A1JM5XNB4NCZR6",67,"Male",NA,6,6,6,6,75,5,4,5,5,62,4,4,4,4,50,6,6,6,6,82,5,5,5,5,90,6,6,6,6,76,"None of the above","Soccer","Non-Diagnostic",4,50,-1.97333197272361
"R_2XaIiwsjB7G6kNs","Francis",6,6,6,6,82,2022-03-13 10:26:46,2022-03-13 10:33:02,"IP Address","75.40.24.179",100,376,TRUE,2022-03-13 10:33:03,NA,NA,NA,NA,32.5606994628906,-84.8572998046875,"anonymous","EN","Yes","A1JM5XNB4NCZR6",67,"Male",NA,6,6,6,6,75,5,4,5,5,62,4,4,4,4,50,6,6,6,6,82,5,5,5,5,90,6,6,6,6,76,"None of the above","Soccer","Diagnostic",6,82,0.287856088254438
"R_2XaIiwsjB7G6kNs","Alex",5,5,5,5,90,2022-03-13 10:26:46,2022-03-13 10:33:02,"IP Address","75.40.24.179",100,376,TRUE,2022-03-13 10:33:03,NA,NA,NA,NA,32.5606994628906,-84.8572998046875,"anonymous","EN","Yes","A1JM5XNB4NCZR6",67,"Male",NA,6,6,6,6,75,5,4,5,5,62,4,4,4,4,50,6,6,6,6,82,5,5,5,5,90,6,6,6,6,76,"None of the above","Soccer","Diagnostic",5,90,0.0180575304390409
"R_2XaIiwsjB7G6kNs","Robin",6,6,6,6,76,2022-03-13 10:26:46,2022-03-13 10:33:02,"IP Address","75.40.24.179",100,376,TRUE,2022-03-13 10:33:03,NA,NA,NA,NA,32.5606994628906,-84.8572998046875,"anonymous","EN","Yes","A1JM5XNB4NCZR6",67,"Male",NA,6,6,6,6,75,5,4,5,5,62,4,4,4,4,50,6,6,6,6,82,5,5,5,5,90,6,6,6,6,76,"None of the above","Soccer","Diagnostic",6,76,0.0726572200860304
"R_2amfyWoc9kB1brT","Sam",7,6,7,6,87,2022-03-13 10:31:37,2022-03-13 10:33:09,"IP Address","208.219.18.53",100,91,TRUE,2022-03-13 10:33:11,NA,NA,NA,NA,45.5411071777344,-122.560501098633,"anonymous","EN","Yes","A8OJ7KX1FV49L",35,"Male",NA,7,6,7,6,87,7,5,6,7,94,7,7,7,7,76,7,6,7,6,78,7,6,7,6,70,7,7,7,7,66,"None of the above","Swimming","Diagnostic",6.5,87,0.745553669414746
"R_2amfyWoc9kB1brT","Jackie",7,5,6,7,94,2022-03-13 10:31:37,2022-03-13 10:33:09,"IP Address","208.219.18.53",100,91,TRUE,2022-03-13 10:33:11,NA,NA,NA,NA,45.5411071777344,-122.560501098633,"anonymous","EN","Yes","A8OJ7KX1FV49L",35,"Male",NA,7,6,7,6,87,7,5,6,7,94,7,7,7,7,76,7,6,7,6,78,7,6,7,6,70,7,7,7,7,66,"None of the above","Swimming","Non-Diagnostic",6.25,94,0.857436420101237
"R_2amfyWoc9kB1brT","Charlie",7,7,7,7,76,2022-03-13 10:31:37,2022-03-13 10:33:09,"IP Address","208.219.18.53",100,91,TRUE,2022-03-13 10:33:11,NA,NA,NA,NA,45.5411071777344,-122.560501098633,"anonymous","EN","Yes","A8OJ7KX1FV49L",35,"Male",NA,7,6,7,6,87,7,5,6,7,94,7,7,7,7,76,7,6,7,6,78,7,6,7,6,70,7,7,7,7,66,"None of the above","Swimming","Non-Diagnostic",7,76,0.62938760212597
"R_2amfyWoc9kB1brT","Francis",7,6,7,6,78,2022-03-13 10:31:37,2022-03-13 10:33:09,"IP Address","208.219.18.53",100,91,TRUE,2022-03-13 10:33:11,NA,NA,NA,NA,45.5411071777344,-122.560501098633,"anonymous","EN","Yes","A8OJ7KX1FV49L",35,"Male",NA,7,6,7,6,87,7,5,6,7,94,7,7,7,7,76,7,6,7,6,78,7,6,7,6,70,7,7,7,7,66,"None of the above","Swimming","Diagnostic",6.5,78,0.422755367162136
"R_2amfyWoc9kB1brT","Alex",7,6,7,6,70,2022-03-13 10:31:37,2022-03-13 10:33:09,"IP Address","208.219.18.53",100,91,TRUE,2022-03-13 10:33:11,NA,NA,NA,NA,45.5411071777344,-122.560501098633,"anonymous","EN","Yes","A8OJ7KX1FV49L",35,"Male",NA,7,6,7,6,87,7,5,6,7,94,7,7,7,7,76,7,6,7,6,78,7,6,7,6,70,7,7,7,7,66,"None of the above","Swimming","Diagnostic",6.5,70,0.135823542937593
"R_2amfyWoc9kB1brT","Robin",7,7,7,7,66,2022-03-13 10:31:37,2022-03-13 10:33:09,"IP Address","208.219.18.53",100,91,TRUE,2022-03-13 10:33:11,NA,NA,NA,NA,45.5411071777344,-122.560501098633,"anonymous","EN","Yes","A8OJ7KX1FV49L",35,"Male",NA,7,6,7,6,87,7,5,6,7,94,7,7,7,7,76,7,6,7,6,78,7,6,7,6,70,7,7,7,7,66,"None of the above","Swimming","Diagnostic",7,66,0.270722821845291
"R_vw2qQiP85UM0ccp","Sam",6,5,7,6,66,2022-03-13 10:30:23,2022-03-13 10:33:13,"IP Address","63.75.243.76",100,169,TRUE,2022-03-13 10:33:13,NA,NA,NA,NA,40.7156982421875,-74,"anonymous","EN","Yes","A1ZD1JBHH7KEMA",41,"Female",NA,6,5,7,6,66,5,7,6,5,61,5,6,5,6,81,5,6,4,5,36,5,6,4,5,83,6,4,5,5,65,"None of the above","Soccer","Diagnostic",6,66,-0.286007560194648
"R_vw2qQiP85UM0ccp","Jackie",5,7,6,5,61,2022-03-13 10:30:23,2022-03-13 10:33:13,"IP Address","63.75.243.76",100,169,TRUE,2022-03-13 10:33:13,NA,NA,NA,NA,40.7156982421875,-74,"anonymous","EN","Yes","A1ZD1JBHH7KEMA",41,"Female",NA,6,5,7,6,66,5,7,6,5,61,5,6,5,6,81,5,6,4,5,36,5,6,4,5,83,6,4,5,5,65,"None of the above","Soccer","Non-Diagnostic",5.75,61,-0.604522545844972
"R_vw2qQiP85UM0ccp","Charlie",5,6,5,6,81,2022-03-13 10:30:23,2022-03-13 10:33:13,"IP Address","63.75.243.76",100,169,TRUE,2022-03-13 10:33:13,NA,NA,NA,NA,40.7156982421875,-74,"anonymous","EN","Yes","A1ZD1JBHH7KEMA",41,"Female",NA,6,5,7,6,66,5,7,6,5,61,5,6,5,6,81,5,6,4,5,36,5,6,4,5,83,6,4,5,5,65,"None of the above","Soccer","Non-Diagnostic",5.5,81,-0.0263755807936
"R_vw2qQiP85UM0ccp","Francis",5,6,4,5,36,2022-03-13 10:30:23,2022-03-13 10:33:13,"IP Address","63.75.243.76",100,169,TRUE,2022-03-13 10:33:13,NA,NA,NA,NA,40.7156982421875,-74,"anonymous","EN","Yes","A1ZD1JBHH7KEMA",41,"Female",NA,6,5,7,6,66,5,7,6,5,61,5,6,5,6,81,5,6,4,5,36,5,6,4,5,83,6,4,5,5,65,"None of the above","Soccer","Diagnostic",5,36,-1.91873228307662
"R_vw2qQiP85UM0ccp","Alex",5,6,4,5,83,2022-03-13 10:30:23,2022-03-13 10:33:13,"IP Address","63.75.243.76",100,169,TRUE,2022-03-13 10:33:13,NA,NA,NA,NA,40.7156982421875,-74,"anonymous","EN","Yes","A1ZD1JBHH7KEMA",41,"Female",NA,6,5,7,6,66,5,7,6,5,61,5,6,5,6,81,5,6,4,5,36,5,6,4,5,83,6,4,5,5,65,"None of the above","Soccer","Diagnostic",5,83,-0.233007815757434
"R_vw2qQiP85UM0ccp","Robin",6,4,5,5,65,2022-03-13 10:30:23,2022-03-13 10:33:13,"IP Address","63.75.243.76",100,169,TRUE,2022-03-13 10:33:13,NA,NA,NA,NA,40.7156982421875,-74,"anonymous","EN","Yes","A1ZD1JBHH7KEMA",41,"Female",NA,6,5,7,6,66,5,7,6,5,61,5,6,5,6,81,5,6,4,5,36,5,6,4,5,83,6,4,5,5,65,"None of the above","Soccer","Diagnostic",5,65,-0.878604420262655
"R_12MCPpKpiW6ZLjk","Sam",5,6,5,6,91,2022-03-13 10:25:40,2022-03-13 10:33:20,"IP Address","208.218.227.168",100,459,TRUE,2022-03-13 10:33:20,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","AXH9BQEG1YHD6",40,"Male",NA,5,6,5,6,91,6,5,6,5,73,6,5,6,5,84,6,5,6,6,87,6,5,6,6,81,6,5,6,6,86,"None of the above","Swimming","Diagnostic",5.5,91,0.332289199487079
"R_12MCPpKpiW6ZLjk","Jackie",6,5,6,5,73,2022-03-13 10:25:40,2022-03-13 10:33:20,"IP Address","208.218.227.168",100,459,TRUE,2022-03-13 10:33:20,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","AXH9BQEG1YHD6",40,"Male",NA,5,6,5,6,91,6,5,6,5,73,6,5,6,5,84,6,5,6,6,87,6,5,6,6,81,6,5,6,6,86,"None of the above","Swimming","Non-Diagnostic",5.5,73,-0.313307405018143
"R_12MCPpKpiW6ZLjk","Charlie",6,5,6,5,84,2022-03-13 10:25:40,2022-03-13 10:33:20,"IP Address","208.218.227.168",100,459,TRUE,2022-03-13 10:33:20,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","AXH9BQEG1YHD6",40,"Male",NA,5,6,5,6,91,6,5,6,5,73,6,5,6,5,84,6,5,6,6,87,6,5,6,6,81,6,5,6,6,86,"None of the above","Swimming","Non-Diagnostic",5.5,84,0.0812238532906035
"R_12MCPpKpiW6ZLjk","Francis",6,5,6,6,87,2022-03-13 10:25:40,2022-03-13 10:33:20,"IP Address","208.218.227.168",100,459,TRUE,2022-03-13 10:33:20,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","AXH9BQEG1YHD6",40,"Male",NA,5,6,5,6,91,6,5,6,5,73,6,5,6,5,84,6,5,6,6,87,6,5,6,6,81,6,5,6,6,86,"None of the above","Swimming","Diagnostic",5.75,87,0.328005882884792
"R_12MCPpKpiW6ZLjk","Alex",6,5,6,6,81,2022-03-13 10:25:40,2022-03-13 10:33:20,"IP Address","208.218.227.168",100,459,TRUE,2022-03-13 10:33:20,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","AXH9BQEG1YHD6",40,"Male",NA,5,6,5,6,91,6,5,6,5,73,6,5,6,5,84,6,5,6,6,87,6,5,6,6,81,6,5,6,6,86,"None of the above","Swimming","Diagnostic",5.75,81,0.112807014716385
"R_12MCPpKpiW6ZLjk","Robin",6,5,6,6,86,2022-03-13 10:25:40,2022-03-13 10:33:20,"IP Address","208.218.227.168",100,459,TRUE,2022-03-13 10:33:20,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","AXH9BQEG1YHD6",40,"Male",NA,5,6,5,6,91,6,5,6,5,73,6,5,6,5,84,6,5,6,6,87,6,5,6,6,81,6,5,6,6,86,"None of the above","Swimming","Diagnostic",5.75,86,0.292139404856724
"R_2rVdJJjF11Qk6qU","Sam",6,6,6,6,84,2022-03-13 10:27:44,2022-03-13 10:33:21,"IP Address","47.151.7.193",100,336,TRUE,2022-03-13 10:33:21,NA,NA,NA,NA,33.7518005371094,-117.993194580078,"anonymous","EN","Yes","A8M95JMF1A10S",32,"Male",NA,6,6,6,6,84,6,6,6,6,84,7,6,6,6,92,7,7,7,7,80,6,7,7,6,82,6,6,6,6,80,"Satisfied","Swimming","Diagnostic",6,84,0.359589044310573
"R_2rVdJJjF11Qk6qU","Jackie",6,6,6,6,84,2022-03-13 10:27:44,2022-03-13 10:33:21,"IP Address","47.151.7.193",100,336,TRUE,2022-03-13 10:33:21,NA,NA,NA,NA,33.7518005371094,-117.993194580078,"anonymous","EN","Yes","A8M95JMF1A10S",32,"Male",NA,6,6,6,6,84,6,6,6,6,84,7,6,6,6,92,7,7,7,7,80,6,7,7,6,82,6,6,6,6,80,"Satisfied","Swimming","Non-Diagnostic",6,84,0.359589044310573
"R_2rVdJJjF11Qk6qU","Charlie",7,6,6,6,92,2022-03-13 10:27:44,2022-03-13 10:33:21,"IP Address","47.151.7.193",100,336,TRUE,2022-03-13 10:33:21,NA,NA,NA,NA,33.7518005371094,-117.993194580078,"anonymous","EN","Yes","A8M95JMF1A10S",32,"Male",NA,6,6,6,6,84,6,6,6,6,84,7,6,6,6,92,7,7,7,7,80,6,7,7,6,82,6,6,6,6,80,"Satisfied","Swimming","Non-Diagnostic",6.25,92,0.785703464045101
"R_2rVdJJjF11Qk6qU","Francis",7,7,7,7,80,2022-03-13 10:27:44,2022-03-13 10:33:21,"IP Address","47.151.7.193",100,336,TRUE,2022-03-13 10:33:21,NA,NA,NA,NA,33.7518005371094,-117.993194580078,"anonymous","EN","Yes","A8M95JMF1A10S",32,"Male",NA,6,6,6,6,84,6,6,6,6,84,7,6,6,6,92,7,7,7,7,80,6,7,7,6,82,6,6,6,6,80,"Satisfied","Swimming","Diagnostic",7,80,0.772853514238241
"R_2rVdJJjF11Qk6qU","Alex",6,7,7,6,82,2022-03-13 10:27:44,2022-03-13 10:33:21,"IP Address","47.151.7.193",100,336,TRUE,2022-03-13 10:33:21,NA,NA,NA,NA,33.7518005371094,-117.993194580078,"anonymous","EN","Yes","A8M95JMF1A10S",32,"Male",NA,6,6,6,6,84,6,6,6,6,84,7,6,6,6,92,7,7,7,7,80,6,7,7,6,82,6,6,6,6,80,"Satisfied","Swimming","Diagnostic",6.5,82,0.566221279274407
"R_2rVdJJjF11Qk6qU","Robin",6,6,6,6,80,2022-03-13 10:27:44,2022-03-13 10:33:21,"IP Address","47.151.7.193",100,336,TRUE,2022-03-13 10:33:21,NA,NA,NA,NA,33.7518005371094,-117.993194580078,"anonymous","EN","Yes","A8M95JMF1A10S",32,"Male",NA,6,6,6,6,84,6,6,6,6,84,7,6,6,6,92,7,7,7,7,80,6,7,7,6,82,6,6,6,6,80,"Satisfied","Swimming","Diagnostic",6,80,0.216123132198302
"R_Y51tEWLZxYnRYXL","Sam",5,4,5,5,72,2022-03-13 10:30:59,2022-03-13 10:33:34,"IP Address","208.203.209.118",100,154,TRUE,2022-03-13 10:33:34,NA,NA,NA,NA,40.7126007080078,-74.0065994262695,"anonymous","EN","Yes","A13JJHDWBG4ZCM",33,"Male",NA,5,4,5,5,72,5,6,4,5,62,5,4,5,5,63,5,4,4,5,73,5,4,5,6,76,5,4,5,4,77,"None of the above","Soccer","Diagnostic",4.75,72,-0.766721669576165
"R_Y51tEWLZxYnRYXL","Jackie",5,6,4,5,62,2022-03-13 10:30:59,2022-03-13 10:33:34,"IP Address","208.203.209.118",100,154,TRUE,2022-03-13 10:33:34,NA,NA,NA,NA,40.7126007080078,-74.0065994262695,"anonymous","EN","Yes","A13JJHDWBG4ZCM",33,"Male",NA,5,4,5,5,72,5,6,4,5,62,5,4,5,5,63,5,4,4,5,73,5,4,5,6,76,5,4,5,4,77,"None of the above","Soccer","Non-Diagnostic",5,62,-0.986203854346859
"R_Y51tEWLZxYnRYXL","Charlie",5,4,5,5,63,2022-03-13 10:30:59,2022-03-13 10:33:34,"IP Address","208.203.209.118",100,154,TRUE,2022-03-13 10:33:34,NA,NA,NA,NA,40.7126007080078,-74.0065994262695,"anonymous","EN","Yes","A13JJHDWBG4ZCM",33,"Male",NA,5,4,5,5,72,5,6,4,5,62,5,4,5,5,63,5,4,4,5,73,5,4,5,6,76,5,4,5,4,77,"None of the above","Soccer","Non-Diagnostic",4.75,63,-1.08951997182878
"R_Y51tEWLZxYnRYXL","Francis",5,4,4,5,73,2022-03-13 10:30:59,2022-03-13 10:33:34,"IP Address","208.203.209.118",100,154,TRUE,2022-03-13 10:33:34,NA,NA,NA,NA,40.7126007080078,-74.0065994262695,"anonymous","EN","Yes","A13JJHDWBG4ZCM",33,"Male",NA,5,4,5,5,72,5,6,4,5,62,5,4,5,5,63,5,4,4,5,73,5,4,5,6,76,5,4,5,4,77,"None of the above","Soccer","Diagnostic",4.5,73,-0.870037787058082
"R_Y51tEWLZxYnRYXL","Alex",5,4,5,6,76,2022-03-13 10:30:59,2022-03-13 10:33:34,"IP Address","208.203.209.118",100,154,TRUE,2022-03-13 10:33:34,NA,NA,NA,NA,40.7126007080078,-74.0065994262695,"anonymous","EN","Yes","A13JJHDWBG4ZCM",33,"Male",NA,5,4,5,5,72,5,6,4,5,62,5,4,5,5,63,5,4,4,5,73,5,4,5,6,76,5,4,5,4,77,"None of the above","Soccer","Diagnostic",5,76,-0.484073161953909
"R_Y51tEWLZxYnRYXL","Robin",5,4,5,4,77,2022-03-13 10:30:59,2022-03-13 10:33:34,"IP Address","208.203.209.118",100,154,TRUE,2022-03-13 10:33:34,NA,NA,NA,NA,40.7126007080078,-74.0065994262695,"anonymous","EN","Yes","A13JJHDWBG4ZCM",33,"Male",NA,5,4,5,5,72,5,6,4,5,62,5,4,5,5,63,5,4,4,5,73,5,4,5,6,76,5,4,5,4,77,"None of the above","Soccer","Diagnostic",4.5,77,-0.726571874945811
"R_dii2yTkMAbLYTZv","Sam",4,3,4,3,52,2022-03-13 10:31:20,2022-03-13 10:33:37,"IP Address","208.203.210.87",100,136,TRUE,2022-03-13 10:33:37,NA,NA,NA,NA,40.8204956054688,-73.9182968139648,"anonymous","EN","Yes","A15DWNLDRMNHVV",27,"Male",NA,4,3,4,3,52,7,3,4,3,60,6,3,3,4,58,6,4,3,3,53,6,4,3,3,53,7,3,4,5,59,"None of the above","Soccer","Diagnostic",3.5,52,-2.17996420768745
"R_dii2yTkMAbLYTZv","Jackie",7,3,4,3,60,2022-03-13 10:31:20,2022-03-13 10:33:37,"IP Address","208.203.210.87",100,136,TRUE,2022-03-13 10:33:37,NA,NA,NA,NA,40.8204956054688,-73.9182968139648,"anonymous","EN","Yes","A15DWNLDRMNHVV",27,"Male",NA,4,3,4,3,52,7,3,4,3,60,6,3,3,4,58,6,4,3,3,53,6,4,3,3,53,7,3,4,5,59,"None of the above","Soccer","Non-Diagnostic",4.25,60,-1.47548459693295
"R_dii2yTkMAbLYTZv","Charlie",6,3,3,4,58,2022-03-13 10:31:20,2022-03-13 10:33:37,"IP Address","208.203.210.87",100,136,TRUE,2022-03-13 10:33:37,NA,NA,NA,NA,40.8204956054688,-73.9182968139648,"anonymous","EN","Yes","A15DWNLDRMNHVV",27,"Male",NA,4,3,4,3,52,7,3,4,3,60,6,3,3,4,58,6,4,3,3,53,6,4,3,3,53,7,3,4,5,59,"None of the above","Soccer","Non-Diagnostic",4,58,-1.68640014849907
"R_dii2yTkMAbLYTZv","Francis",6,4,3,3,53,2022-03-13 10:31:20,2022-03-13 10:33:37,"IP Address","208.203.210.87",100,136,TRUE,2022-03-13 10:33:37,NA,NA,NA,NA,40.8204956054688,-73.9182968139648,"anonymous","EN","Yes","A15DWNLDRMNHVV",27,"Male",NA,4,3,4,3,52,7,3,4,3,60,6,3,3,4,58,6,4,3,3,53,6,4,3,3,53,7,3,4,5,59,"None of the above","Soccer","Diagnostic",4,53,-1.86573253863941
"R_dii2yTkMAbLYTZv","Alex",6,4,3,3,53,2022-03-13 10:31:20,2022-03-13 10:33:37,"IP Address","208.203.210.87",100,136,TRUE,2022-03-13 10:33:37,NA,NA,NA,NA,40.8204956054688,-73.9182968139648,"anonymous","EN","Yes","A15DWNLDRMNHVV",27,"Male",NA,4,3,4,3,52,7,3,4,3,60,6,3,3,4,58,6,4,3,3,53,6,4,3,3,53,7,3,4,5,59,"None of the above","Soccer","Diagnostic",4,53,-1.86573253863941
"R_dii2yTkMAbLYTZv","Robin",7,3,4,5,59,2022-03-13 10:31:20,2022-03-13 10:33:37,"IP Address","208.203.210.87",100,136,TRUE,2022-03-13 10:33:37,NA,NA,NA,NA,40.8204956054688,-73.9182968139648,"anonymous","EN","Yes","A15DWNLDRMNHVV",27,"Male",NA,4,3,4,3,52,7,3,4,3,60,6,3,3,4,58,6,4,3,3,53,6,4,3,3,53,7,3,4,5,59,"None of the above","Soccer","Diagnostic",4.75,59,-1.23298588394105
"R_3HtdpGlIPRv8qOl","Sam",6,6,7,7,82,2022-03-13 10:30:40,2022-03-13 10:33:39,"IP Address","137.184.229.172",100,178,TRUE,2022-03-13 10:33:40,NA,NA,NA,NA,37.3930969238281,-121.962005615234,"anonymous","EN","Yes","A3H616O85HLQXQ",31,"Female",NA,6,6,7,7,82,5,5,6,6,59,5,5,6,6,66,6,6,6,7,64,6,5,6,6,72,6,6,5,6,66,"None of the above","Swimming","Diagnostic",6.5,82,0.566221279274407
