"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_R_tot","age","gender","Sample","attn_chk_1Q","attn_chk_2_Q"
"R_2s1keUnXt1nvzSN",4,6,7,4,87,"sam","non-diagnostic","ND1",5.25,4,4,6,7,82,"robin","diagnostic","NA",5.25,4,5,6,7,91,"francis","diagnostic","NA",5.5,4,5,6,7,89,"alex","non-diagnostic","ND2",5.5,35,1,"MTurk",7,2
"R_2pS716RImJzO9q9",7,7,7,7,100,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","non-diagnostic","ND2",7,5,5,6,4,89,"francis","diagnostic","NA",5,6,6,6,6,95,"alex","diagnostic","NA",6,21,2,"MTurk",7,2
"R_xxuCOJJEEQXUaVr",6,6,6,7,89,"sam","non-diagnostic","ND1",6.25,7,6,7,7,89,"robin","non-diagnostic","ND2",6.75,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,6,7,87,"alex","diagnostic","NA",6.75,48,1,"MTurk",1,2
"R_3MJxglarusWPpjF",5,4,5,4,50,"sam","non-diagnostic","ND1",4.5,4,4,4,4,50,"robin","diagnostic","NA",4,5,4,4,4,50,"francis","diagnostic","NA",4.25,4,4,4,4,51,"alex","non-diagnostic","ND2",4,41,1,"MTurk",7,2
"R_1NyNaCRAMUanHo1",7,7,7,7,89,"sam","non-diagnostic","ND1",7,7,7,7,7,94,"robin","diagnostic","NA",7,6,6,6,6,88,"francis","diagnostic","NA",6,6,6,6,6,86,"alex","non-diagnostic","ND2",6,69,1,"MTurk",7,2
"R_2ANftpPcszGVftm",7,6,7,7,75,"sam","non-diagnostic","ND1",6.75,6,7,7,7,93,"robin","non-diagnostic","ND2",6.75,7,6,7,7,79,"francis","diagnostic","NA",6.75,6,6,6,7,80,"alex","diagnostic","NA",6.25,36,2,"MTurk",7,2
"R_C1YusduanCmayJ3",5,6,5,5,69,"sam","non-diagnostic","ND1",5.25,5,4,7,6,53,"robin","diagnostic","NA",5.5,7,6,7,5,83,"francis","diagnostic","NA",6.25,6,5,5,6,78,"alex","non-diagnostic","ND2",5.5,54,1,"MTurk",2,1
"R_322zXJ5NWemvJNa",7,7,7,7,85,"sam","non-diagnostic","ND1",7,7,7,7,7,89,"robin","non-diagnostic","ND2",7,6,6,6,6,84,"francis","diagnostic","NA",6,6,7,7,6,83,"alex","diagnostic","NA",6.5,35,2,"MTurk",7,2
"R_1feJXB1rKbAPQFt",6,7,6,7,56,"sam","non-diagnostic","ND1",6.5,5,6,5,7,75,"robin","diagnostic","NA",5.75,6,7,5,6,72,"francis","diagnostic","NA",6,7,6,7,5,77,"alex","non-diagnostic","ND2",6.25,34,2,"MTurk",1,2
"R_3lsK4PaKJfmSr3u",6,6,5,7,70,"sam","non-diagnostic","ND1",6,6,7,5,7,71,"robin","non-diagnostic","ND2",6.25,6,7,6,5,71,"francis","diagnostic","NA",6,5,6,6,6,73,"alex","diagnostic","NA",5.75,36,2,"MTurk",1,1
"R_1nTHKKY1Zy0Ihzb",6,5,4,5,72,"sam","non-diagnostic","ND1",5,6,4,6,5,73,"robin","diagnostic","NA",5.25,5,6,5,6,73,"francis","diagnostic","NA",5.5,6,5,4,4,75,"alex","non-diagnostic","ND2",4.75,25,1,"MTurk",7,5
"R_1jB9u09sJDetXpQ",7,6,5,6,81,"sam","non-diagnostic","ND1",6,7,6,5,6,86,"robin","diagnostic","NA",6,7,6,7,6,82,"francis","diagnostic","NA",6.5,7,6,5,6,82,"alex","non-diagnostic","ND2",6,57,2,"MTurk",7,5
"R_10vkMVwYrJJdsZi",5,7,6,3,86,"sam","non-diagnostic","ND1",5.25,6,4,7,5,86,"robin","non-diagnostic","ND2",5.5,4,6,5,7,81,"francis","diagnostic","NA",5.5,6,4,7,5,77,"alex","diagnostic","NA",5.5,21,1,"MTurk",2,3
"R_tEBBsQF1geQzv4B",4,6,5,7,68,"sam","non-diagnostic","ND1",5.5,4,6,5,6,82,"robin","diagnostic","NA",5.25,4,5,7,3,84,"francis","diagnostic","NA",4.75,4,7,4,6,73,"alex","non-diagnostic","ND2",5.25,42,2,"MTurk",1,1
"R_qC31LKZQNC02vYd",6,5,4,4,71,"sam","non-diagnostic","ND1",4.75,6,5,3,5,81,"robin","diagnostic","NA",4.75,6,5,6,5,72,"francis","diagnostic","NA",5.5,7,5,5,4,76,"alex","non-diagnostic","ND2",5.25,25,1,"MTurk",7,5
"R_D1AmeO0YnKtSchj",6,6,6,6,80,"sam","non-diagnostic","ND1",6,6,6,6,6,80,"robin","non-diagnostic","ND2",6,5,6,6,4,80,"francis","diagnostic","NA",5.25,6,7,7,7,85,"alex","diagnostic","NA",6.75,51,2,"MTurk",7,2
"R_1PTBcDcS4bSsqPw",4,5,4,6,66,"sam","non-diagnostic","ND1",4.75,4,6,5,6,72,"robin","diagnostic","NA",5.25,4,5,6,5,77,"francis","diagnostic","NA",5,5,6,5,5,75,"alex","non-diagnostic","ND2",5.25,45,1,"MTurk",1,5
"R_12aucY4PZ2rZgkd",7,7,7,7,99,"sam","non-diagnostic","ND1",7,7,6,7,7,93,"robin","diagnostic","NA",6.75,7,7,7,7,92,"francis","diagnostic","NA",7,7,7,6,7,90,"alex","non-diagnostic","ND2",6.75,25,2,"MTurk",2,5
"R_1C2ebeXIQkCtkX4",5,6,7,6,68,"sam","non-diagnostic","ND1",6,5,6,5,6,67,"robin","non-diagnostic","ND2",5.5,5,6,5,7,61,"francis","diagnostic","NA",5.75,6,5,6,5,67,"alex","diagnostic","NA",5.5,54,2,"MTurk",2,3
"R_1Cd3jjlQ4wlMy8J",5,6,7,7,78,"sam","non-diagnostic","ND1",6.25,6,7,6,7,83,"robin","non-diagnostic","ND2",6.5,6,7,6,7,72,"francis","diagnostic","NA",6.5,6,7,5,7,67,"alex","diagnostic","NA",6.25,35,1,"MTurk",1,1
"R_2RP4l63WzxxG59S",5,7,6,6,85,"sam","non-diagnostic","ND1",6,6,7,7,6,92,"robin","diagnostic","NA",6.5,7,7,5,6,80,"francis","diagnostic","NA",6.25,6,7,6,6,85,"alex","non-diagnostic","ND2",6.25,27,2,"MTurk",7,2
"R_3rYcxCRZS0qJatr",7,7,7,7,100,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","non-diagnostic","ND2",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","diagnostic","NA",7,28,1,"MTurk",7,2
"R_a9wUy2C6gaxbxiF",7,7,6,6,91,"sam","non-diagnostic","ND1",6.5,7,7,7,7,94,"robin","non-diagnostic","ND2",7,6,6,6,6,87,"francis","diagnostic","NA",6,7,7,7,7,94,"alex","diagnostic","NA",7,39,1,"MTurk",7,2
"R_2fcIKJUYwxo3YDu",5,3,5,4,65,"sam","non-diagnostic","ND1",4.25,4,4,5,5,78,"robin","non-diagnostic","ND2",4.5,4,5,4,5,77,"francis","diagnostic","NA",4.5,3,4,5,5,71,"alex","diagnostic","NA",4.25,58,2,"MTurk",1,1
"R_27vPftIh8Skw616",4,4,4,4,53,"sam","non-diagnostic","ND1",4,5,6,7,6,74,"robin","non-diagnostic","ND2",6,6,6,7,6,73,"francis","diagnostic","NA",6.25,4,5,5,5,60,"alex","diagnostic","NA",4.75,22,2,"MTurk",7,2
"R_9YSowPmjd3kRR2V",5,5,7,7,91,"sam","non-diagnostic","ND1",6,5,5,7,7,91,"robin","non-diagnostic","ND2",6,5,5,5,4,80,"francis","diagnostic","NA",4.75,5,5,7,7,90,"alex","diagnostic","NA",6,43,2,"MTurk",7,5
"R_2B2piFR1ydJdSuC",6,5,4,6,60,"sam","non-diagnostic","ND1",5.25,5,4,6,4,73,"robin","diagnostic","NA",4.75,5,4,6,4,64,"francis","diagnostic","NA",4.75,6,4,5,4,69,"alex","non-diagnostic","ND2",4.75,44,1,"MTurk",7,3
"R_pFBeiFEjOYOPtBf",7,7,7,7,100,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,68,1,"MTurk",7,2
"R_V2L9MNrPIbaGOu5",7,7,7,7,100,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,30,1,"MTurk",7,2
"R_pJWo9YudWeU2eQ1",6,6,6,6,92,"sam","non-diagnostic","ND1",6,6,7,6,5,96,"robin","diagnostic","NA",6,6,6,6,5,82,"francis","diagnostic","NA",5.75,5,5,5,4,78,"alex","non-diagnostic","ND2",4.75,40,2,"MTurk",7,5
"R_9vmOt4nZetROhBD",7,7,7,7,76,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,6,7,7,79,"francis","diagnostic","NA",6.75,7,7,7,7,100,"alex","non-diagnostic","ND2",7,37,2,"MTurk",7,5
"R_21HwlTTVx85bHBz",7,7,7,7,89,"sam","non-diagnostic","ND1",7,7,7,7,7,90,"robin","non-diagnostic","ND2",7,7,7,7,7,86,"francis","diagnostic","NA",7,7,7,7,7,99,"alex","diagnostic","NA",7,32,1,"MTurk",7,2
"R_3R3J4LnNbAXXxcv",6,7,6,6,73,"sam","non-diagnostic","ND1",6.25,7,6,6,7,73,"robin","diagnostic","NA",6.5,6,6,6,7,86,"francis","diagnostic","NA",6.25,6,7,6,7,99,"alex","non-diagnostic","ND2",6.5,37,2,"MTurk",1,1
"R_2UhnM6mJ55ZO7mF",7,7,7,7,100,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","non-diagnostic","ND2",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","diagnostic","NA",7,25,5,"MTurk",7,5
"R_sGOb4OwgIIPFZpn",7,6,5,6,81,"sam","non-diagnostic","ND1",6,7,6,5,6,90,"robin","non-diagnostic","ND2",6,7,6,5,6,78,"francis","diagnostic","NA",6,7,6,5,6,61,"alex","diagnostic","NA",6,34,2,"MTurk",1,5
"R_2rphm2sBTU4S9LD",6,7,6,6,91,"sam","non-diagnostic","ND1",6.25,6,6,5,6,84,"robin","non-diagnostic","ND2",5.75,6,5,6,5,71,"francis","diagnostic","NA",5.5,6,7,7,7,95,"alex","diagnostic","NA",6.75,50,1,"MTurk",7,5
"R_1pmP4aqI47WyGDv",2,4,3,5,36,"sam","non-diagnostic","ND1",3.5,3,3,2,4,81,"robin","diagnostic","NA",3,6,3,4,6,50,"francis","diagnostic","NA",4.75,3,4,4,2,73,"alex","non-diagnostic","ND2",3.25,25,1,"MTurk",7,2
"R_2PulbStQmv41f7P",3,3,5,7,61,"sam","non-diagnostic","ND1",4.5,3,4,6,6,60,"robin","non-diagnostic","ND2",4.75,3,6,3,6,76,"francis","diagnostic","NA",4.5,2,6,5,4,63,"alex","diagnostic","NA",4.25,39,2,"MTurk",7,1
"R_1oEW6g5V64hhV9x",5,5,5,5,80,"sam","non-diagnostic","ND1",5,5,5,5,5,81,"robin","diagnostic","NA",5,5,5,5,5,80,"francis","diagnostic","NA",5,6,6,6,6,80,"alex","non-diagnostic","ND2",6,38,1,"MTurk",7,2
"R_egn9bza2b29qHeN",5,5,6,5,58,"sam","non-diagnostic","ND1",5.25,4,5,6,6,65,"robin","non-diagnostic","ND2",5.25,5,6,5,4,66,"francis","diagnostic","NA",5,6,7,5,5,61,"alex","diagnostic","NA",5.75,53,1,"MTurk",1,4
"R_2vi98JNuhmN0ZSn",5,5,6,6,87,"sam","non-diagnostic","ND1",5.5,5,5,6,7,70,"robin","non-diagnostic","ND2",5.75,7,6,5,5,72,"francis","diagnostic","NA",5.75,7,6,7,4,74,"alex","diagnostic","NA",6,54,1,"MTurk",7,3
"R_xGB7kB5lSkPiC7n",7,7,7,7,99,"sam","non-diagnostic","ND1",7,7,7,7,7,98,"robin","non-diagnostic","ND2",7,7,7,7,7,99,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","diagnostic","NA",7,21,2,"MTurk",7,2
"R_3FQctpLv5fKPP59",6,6,6,6,88,"sam","non-diagnostic","ND1",6,6,5,6,6,97,"robin","diagnostic","NA",5.75,6,7,7,6,100,"francis","diagnostic","NA",6.5,6,6,5,5,78,"alex","non-diagnostic","ND2",5.5,41,2,"MTurk",7,2
"R_0oKbyVTmKTTZb0J",6,3,4,5,33,"sam","non-diagnostic","ND1",4.5,6,4,4,6,63,"robin","diagnostic","NA",5,6,5,2,7,66,"francis","diagnostic","NA",5,3,4,3,4,78,"alex","non-diagnostic","ND2",3.5,25,1,"MTurk",7,2
"R_2rIalS6lPr3JzC5",6,6,7,6,81,"sam","non-diagnostic","ND1",6.25,6,7,6,6,84,"robin","non-diagnostic","ND2",6.25,6,7,6,6,90,"francis","diagnostic","NA",6.25,7,6,7,7,96,"alex","diagnostic","NA",6.75,33,1,"MTurk",7,5
"R_2SfslfWTPrbLxmG",7,6,6,7,72,"sam","non-diagnostic","ND1",6.5,7,6,6,5,80,"robin","diagnostic","NA",6,7,6,6,6,73,"francis","diagnostic","NA",6.25,7,6,6,6,67,"alex","non-diagnostic","ND2",6.25,33,1,"MTurk",7,2
"R_5hwg71NZ8ITSdzj",6,5,6,5,54,"sam","non-diagnostic","ND1",5.5,6,5,6,7,56,"robin","diagnostic","NA",6,5,6,5,6,67,"francis","diagnostic","NA",5.5,3,4,3,6,61,"alex","non-diagnostic","ND2",4,42,1,"MTurk",1,3
"R_3O6SmiwchLQIQSw",6,7,6,7,89,"sam","non-diagnostic","ND1",6.5,6,7,6,7,88,"robin","non-diagnostic","ND2",6.5,6,7,6,7,90,"francis","diagnostic","NA",6.5,6,7,6,7,84,"alex","diagnostic","NA",6.5,25,2,"MTurk",7,2
"R_2WO6jit3sDXwbd5",7,7,7,7,92,"sam","non-diagnostic","ND1",7,7,7,7,7,95,"robin","diagnostic","NA",7,5,6,5,6,91,"francis","diagnostic","NA",5.5,7,7,7,7,95,"alex","non-diagnostic","ND2",7,27,1,"MTurk",7,2
"R_3gTxiXmp8QpPDJJ",7,7,7,7,73,"sam","non-diagnostic","ND1",7,6,6,6,6,86,"robin","diagnostic","NA",6,7,7,7,7,76,"francis","diagnostic","NA",7,7,7,7,7,71,"alex","non-diagnostic","ND2",7,26,2,"MTurk",7,5
"R_1qVZzEOlDvuYRuL",6,6,5,6,76,"sam","non-diagnostic","ND1",5.75,6,6,7,7,82,"robin","non-diagnostic","ND2",6.5,6,6,5,5,79,"francis","diagnostic","NA",5.5,5,5,6,6,72,"alex","diagnostic","NA",5.5,40,1,"MTurk",7,2
"R_1Q3ZJdnEYkXgrpq",5,6,5,6,85,"sam","non-diagnostic","ND1",5.5,6,7,6,7,80,"robin","diagnostic","NA",6.5,5,6,6,5,70,"francis","diagnostic","NA",5.5,5,6,6,7,90,"alex","non-diagnostic","ND2",6,41,1,"MTurk",7,2
"R_2tLqJaRqz39w2lJ",6,6,5,4,73,"sam","non-diagnostic","ND1",5.25,6,5,6,6,67,"robin","non-diagnostic","ND2",5.75,5,6,7,6,72,"francis","diagnostic","NA",6,6,5,4,6,77,"alex","diagnostic","NA",5.25,45,2,"MTurk",1,3
"R_3nAVlW7yiPMspAp",5,6,5,5,79,"sam","non-diagnostic","ND1",5.25,6,5,4,5,65,"robin","diagnostic","NA",5,5,4,5,5,63,"francis","diagnostic","NA",4.75,6,5,3,5,62,"alex","non-diagnostic","ND2",4.75,42,2,"MTurk",1,1
"R_DUW1N1e7Qd2c4QV",5,7,6,4,81,"sam","non-diagnostic","ND1",5.5,4,6,5,6,92,"robin","diagnostic","NA",5.25,5,4,6,5,83,"francis","diagnostic","NA",5,5,4,5,5,73,"alex","non-diagnostic","ND2",4.75,35,1,"MTurk",7,3
"R_3syQUh0lMZeu5bg",7,7,7,7,95,"sam","non-diagnostic","ND1",7,6,6,6,6,90,"robin","non-diagnostic","ND2",6,6,6,6,6,90,"francis","diagnostic","NA",6,7,7,7,7,95,"alex","diagnostic","NA",7,59,1,"MTurk",7,2
"R_2ZJIq2673FbIfMF",7,7,7,7,91,"sam","non-diagnostic","ND1",7,7,7,7,7,90,"robin","non-diagnostic","ND2",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,90,"alex","diagnostic","NA",7,45,2,"MTurk",7,2
"R_27dFL99v6CetB3o",7,7,7,7,100,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,41,2,"MTurk",7,2
"R_3fcysFrNdvw9PBz",6,6,6,6,91,"sam","non-diagnostic","ND1",6,6,6,6,6,90,"robin","diagnostic","NA",6,6,6,6,6,92,"francis","diagnostic","NA",6,6,6,6,6,92,"alex","non-diagnostic","ND2",6,43,1,"MTurk",7,2
"R_3eYJ0CvssMmTwT7",3,3,5,5,66,"sam","non-diagnostic","ND1",4,4,4,5,6,66,"robin","non-diagnostic","ND2",4.75,3,3,5,6,75,"francis","diagnostic","NA",4.25,3,3,5,6,72,"alex","diagnostic","NA",4.25,29,2,"MTurk",7,1
"R_10GjsX7Pe0s7z72",6,6,7,7,39,"sam","non-diagnostic","ND1",6.5,7,7,7,7,64,"robin","non-diagnostic","ND2",7,6,7,7,5,65,"francis","diagnostic","NA",6.25,7,6,7,7,56,"alex","diagnostic","NA",6.75,21,1,"MTurk",1,2
"R_yCOCXwzDPxufGdH",4,4,4,4,50,"sam","non-diagnostic","ND1",4,5,5,5,5,60,"robin","non-diagnostic","ND2",5,6,6,5,5,75,"francis","diagnostic","NA",5.5,7,7,6,6,90,"alex","diagnostic","NA",6.5,64,2,"MTurk",7,5
"R_2axG0nTJb3OhTsv",6,5,6,7,71,"sam","non-diagnostic","ND1",6,5,6,7,6,80,"robin","diagnostic","NA",6,7,7,6,7,71,"francis","diagnostic","NA",6.75,5,6,7,6,72,"alex","non-diagnostic","ND2",6,40,2,"MTurk",1,1
"R_3MR3cFihCVRskOJ",7,7,6,7,100,"sam","non-diagnostic","ND1",6.75,7,7,6,7,100,"robin","diagnostic","NA",6.75,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,48,2,"MTurk",7,2
"R_1dfW2GnfXqwUEMu",7,4,4,7,50,"sam","non-diagnostic","ND1",5.5,7,4,4,7,50,"robin","non-diagnostic","ND2",5.5,4,4,4,4,50,"francis","diagnostic","NA",4,7,4,4,7,50,"alex","diagnostic","NA",5.5,46,2,"MTurk",7,2
"R_eEgY1iAIOoxEMuJ",6,5,6,6,74,"sam","non-diagnostic","ND1",5.75,6,6,5,6,77,"robin","diagnostic","NA",5.75,6,5,6,6,79,"francis","diagnostic","NA",5.75,6,5,6,6,74,"alex","non-diagnostic","ND2",5.75,34,2,"MTurk",7,2
"R_6W3AaHli5wNx4Od",7,6,5,4,58,"sam","non-diagnostic","ND1",5.5,6,5,4,5,54,"robin","non-diagnostic","ND2",5,4,4,5,5,63,"francis","diagnostic","NA",4.5,3,4,5,6,55,"alex","diagnostic","NA",4.5,52,1,"MTurk",1,1
"R_1LFZWvBw5JuIu1r",6,6,5,7,79,"sam","non-diagnostic","ND1",6,5,6,7,5,73,"robin","diagnostic","NA",5.75,5,6,7,6,70,"francis","diagnostic","NA",6,5,7,6,5,71,"alex","non-diagnostic","ND2",5.75,37,2,"MTurk",7,2
"R_xlMcVhfzn2O43uN",6,4,6,4,75,"sam","non-diagnostic","ND1",5,5,4,6,6,74,"robin","diagnostic","NA",5.25,5,3,4,6,70,"francis","diagnostic","NA",4.5,5,4,7,5,74,"alex","non-diagnostic","ND2",5.25,24,1,"MTurk",3,3
"R_0jMYGGFzQk6e16p",6,7,6,5,84,"sam","non-diagnostic","ND1",6,5,6,5,5,77,"robin","diagnostic","NA",5.25,5,6,6,7,95,"francis","diagnostic","NA",6,5,6,6,7,79,"alex","non-diagnostic","ND2",6,31,1,"MTurk",7,5
"R_V2Unz2a4nrv1Q1H",7,6,7,7,61,"sam","non-diagnostic","ND1",6.75,7,6,6,6,56,"robin","diagnostic","NA",6.25,7,6,7,7,56,"francis","diagnostic","NA",6.75,7,7,7,7,61,"alex","non-diagnostic","ND2",7,26,1,"MTurk",1,2
"R_1gTn7vNeT7eK5f4",6,7,6,7,85,"sam","non-diagnostic","ND1",6.5,7,6,7,6,100,"robin","diagnostic","NA",6.5,6,5,6,6,73,"francis","diagnostic","NA",5.75,6,7,6,6,96,"alex","non-diagnostic","ND2",6.25,22,1,"MTurk",7,2
"R_1mKSsbbetChWuv6",5,5,5,5,71,"sam","non-diagnostic","ND1",5,5,5,5,5,70,"robin","non-diagnostic","ND2",5,5,5,5,5,76,"francis","diagnostic","NA",5,5,5,5,5,71,"alex","diagnostic","NA",5,27,2,"MTurk",7,2
"R_1Dp5bx7zj5oLG3p",6,7,6,7,89,"sam","non-diagnostic","ND1",6.5,7,5,7,7,83,"robin","non-diagnostic","ND2",6.5,7,6,7,6,70,"francis","diagnostic","NA",6.5,7,6,7,7,84,"alex","diagnostic","NA",6.75,37,2,"MTurk",1,3
"R_2XnXVAOseJKWrnR",6,7,6,7,90,"sam","non-diagnostic","ND1",6.5,6,7,6,6,86,"robin","diagnostic","NA",6.25,6,6,7,6,91,"francis","diagnostic","NA",6.25,6,7,7,6,84,"alex","non-diagnostic","ND2",6.5,48,1,"MTurk",7,2
"R_1MlV38CDHZLlaed",6,5,7,7,61,"sam","non-diagnostic","ND1",6.25,7,6,7,7,83,"robin","diagnostic","NA",6.75,5,6,7,5,71,"francis","diagnostic","NA",5.75,7,7,7,7,81,"alex","non-diagnostic","ND2",7,61,2,"MTurk",7,2
"R_1FtEl8y6ycmaqcS",7,7,7,7,79,"sam","non-diagnostic","ND1",7,7,7,7,7,79,"robin","non-diagnostic","ND2",7,7,7,7,7,80,"francis","diagnostic","NA",7,7,7,7,7,88,"alex","diagnostic","NA",7,40,1,"MTurk",7,2
"R_ysv0e8atCU7GqZP",7,6,6,5,70,"sam","non-diagnostic","ND1",6,6,5,6,5,85,"robin","non-diagnostic","ND2",5.5,6,6,7,5,82,"francis","diagnostic","NA",6,6,6,6,5,80,"alex","diagnostic","NA",5.75,65,2,"MTurk",7,2
"R_22zdGx22L5mcnXi",7,7,7,7,92,"sam","non-diagnostic","ND1",7,7,7,7,7,89,"robin","diagnostic","NA",7,7,7,7,7,90,"francis","diagnostic","NA",7,7,7,7,7,91,"alex","non-diagnostic","ND2",7,58,1,"MTurk",7,5
"R_247qsizTnR7oy3t",6,7,6,6,87,"sam","non-diagnostic","ND1",6.25,7,7,7,6,92,"robin","non-diagnostic","ND2",6.75,6,7,6,6,76,"francis","diagnostic","NA",6.25,6,6,7,6,80,"alex","diagnostic","NA",6.25,34,1,"MTurk",7,2
"R_2aVLAHF1LWFfZRn",6,5,4,5,73,"sam","non-diagnostic","ND1",5,5,6,5,4,71,"robin","diagnostic","NA",5,6,4,6,5,78,"francis","diagnostic","NA",5.25,7,5,4,5,65,"alex","non-diagnostic","ND2",5.25,25,1,"MTurk",7,5
"R_2sX7o12QmBOcYBW",6,6,6,6,90,"sam","non-diagnostic","ND1",6,6,6,6,6,90,"robin","non-diagnostic","ND2",6,5,5,5,5,75,"francis","diagnostic","NA",5,6,6,6,6,85,"alex","diagnostic","NA",6,33,2,"MTurk",7,2
"R_3oyGGNsb9RxV7JQ",7,6,7,7,58,"sam","non-diagnostic","ND1",6.75,7,6,6,7,60,"robin","diagnostic","NA",6.5,7,7,7,7,41,"francis","diagnostic","NA",7,7,6,7,7,70,"alex","non-diagnostic","ND2",6.75,41,1,"MTurk",1,2
"R_1KlrtSSiUhGxLaf",7,7,7,7,100,"sam","non-diagnostic","ND1",7,7,7,7,7,100,"robin","non-diagnostic","ND2",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,98,"alex","diagnostic","NA",7,23,1,"MTurk",5,2
"R_1K6xOa3XrZ6SQ8j",4,6,4,6,60,"sam","non-diagnostic","ND1",5,5,3,6,5,70,"robin","non-diagnostic","ND2",4.75,4,6,5,6,65,"francis","diagnostic","NA",5.25,4,5,4,3,60,"alex","diagnostic","NA",4,41,1,"MTurk",7,2
"R_cBntcPBBF11KKHv",7,5,6,7,62,"sam","non-diagnostic","ND1",6.25,5,6,6,5,67,"robin","non-diagnostic","ND2",5.5,7,5,6,7,58,"francis","diagnostic","NA",6.25,7,4,6,6,82,"alex","diagnostic","NA",5.75,38,2,"MTurk",7,2
"R_3M6xsSNZ1czS4Om",7,7,7,7,81,"sam","non-diagnostic","ND1",7,7,7,7,7,81,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,81,"alex","non-diagnostic","ND2",7,31,2,"MTurk",6,2
"R_9mMp21eVmc80S6R",6,5,6,5,76,"sam","non-diagnostic","ND1",5.5,5,6,5,6,69,"robin","diagnostic","NA",5.5,5,5,6,6,74,"francis","diagnostic","NA",5.5,6,5,5,5,71,"alex","non-diagnostic","ND2",5.25,43,1,"MTurk",7,2
"R_OfEIqLWybnhMuvn",3,4,5,5,74,"sam","non-diagnostic","ND1",4.25,3,4,6,4,76,"robin","diagnostic","NA",4.25,6,5,4,3,72,"francis","diagnostic","NA",4.5,6,5,4,3,70,"alex","non-diagnostic","ND2",4.5,35,1,"MTurk",7,2
"R_2dK2vlQsZKV1Ljn",7,7,7,7,100,"sam","non-diagnostic","ND1",7,6,6,3,5,85,"robin","non-diagnostic","ND2",5,7,6,5,6,69,"francis","diagnostic","NA",6,5,5,4,4,56,"alex","diagnostic","NA",4.5,45,2,"MTurk",7,2
"R_2f3gCB2jhEztKL1",7,6,6,7,75,"sam","non-diagnostic","ND1",6.5,7,7,7,6,82,"robin","non-diagnostic","ND2",6.75,7,7,7,5,70,"francis","diagnostic","NA",6.5,6,6,5,6,71,"alex","diagnostic","NA",5.75,50,2,"MTurk",7,2
"R_2xx8JLlEnCm33Xh",6,6,5,6,34,"sam","non-diagnostic","ND1",5.75,7,7,6,7,72,"robin","non-diagnostic","ND2",6.75,5,6,5,5,70,"francis","diagnostic","NA",5.25,7,7,7,5,32,"alex","diagnostic","NA",6.5,40,1,"MTurk",7,5
"R_2UgRCPjM4yVKZsI",6,6,6,6,85,"sam","non-diagnostic","ND1",6,6,6,6,6,85,"robin","non-diagnostic","ND2",6,6,6,6,6,85,"francis","diagnostic","NA",6,6,6,6,6,85,"alex","diagnostic","NA",6,36,2,"MTurk",7,2
"R_ODvn2yKLqKVDI53",6,6,6,6,85,"sam","non-diagnostic","ND1",6,6,6,6,6,80,"robin","diagnostic","NA",6,6,6,6,6,80,"francis","diagnostic","NA",6,6,6,6,6,83,"alex","non-diagnostic","ND2",6,55,1,"MTurk",7,5
"R_D0Onnw998JQtqwx",7,7,7,7,100,"sam","non-diagnostic","ND1",7,5,7,7,7,97,"robin","diagnostic","NA",6.5,7,6,7,7,96,"francis","diagnostic","NA",6.75,7,6,7,7,98,"alex","non-diagnostic","ND2",6.75,41,1,"MTurk",7,5
"R_1NwCO18Ygf57fGn",5,5,6,6,72,"sam","non-diagnostic","ND1",5.5,4,6,6,6,69,"robin","diagnostic","NA",5.5,5,6,6,5,74,"francis","diagnostic","NA",5.5,4,5,5,6,73,"alex","non-diagnostic","ND2",5,32,1,"MTurk",7,2
