StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consentQ,PID,age,gender,gender_4_TEXT,S_ND1_R_1,S_ND1_R_2,S_ND1_R_3,S_ND1_R_4,S_ND1_M_1,R_ND2_R_1,R_ND2_R_2,R_ND2_R_3,R_ND2_R_4,R_ND2_M_1,F_M_R_1,F_M_R_2,F_M_R_3,F_M_R_4,F_M_M_1,A_M_R_1,A_M_R_2,A_M_R_3,A_M_R_4,A_M_M_1,attn_chk_1Q,attn_chk_2_Q,S_ND2_R_1,S_ND2_R_2,S_ND2_R_3,S_ND2_R_4,S_ND2_M_1,R_M_R_1,R_M_R_2,R_M_R_3,R_M_R_4,R_M_M_1,F_ND1_R_1,F_ND1_R_2,F_ND1_R_3,F_ND1_R_4,F_ND1_M_1,A_ND2_R_1,A_ND2_R_2,A_ND2_R_3,A_ND2_R_4,A_ND2_M_1,S_M_R_1,S_M_R_2,S_M_R_3,S_M_R_4,S_M_M_1,R_ND1_R_1,R_ND1_R_2,R_ND1_R_3,R_ND1_R_4,R_ND1_M_1,F_ND2_R_1,F_ND2_R_2,F_ND2_R_3,F_ND2_R_4,F_ND2_M_1,A_ND1_R_1,A_ND1_R_2,A_ND1_R_3,A_ND1_R_4,A_ND1_M_1,previous_version,Sample
2022-03-16 11:04:30,2022-03-16 11:08:06,0,,100,215,1,2022-03-16 11:08:07,R_2dMbTT8PfZWob8n,,,,,,,anonymous,EN,1,,21,2,,,,,,,,,,,,,,,,,7,7,7,7,96,1,5,6,7,6,6,80,7,7,6,7,91,6,6,6,6,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 11:12:46,2022-03-16 11:22:09,0,,100,562,1,2022-03-16 11:22:09,R_1PSgfERdt9JQQAx,,,,,,,anonymous,EN,1,,18,2,,,,,,,,,,,,,,,,,7,6,7,7,80,7,2,7,5,7,5,70,7,5,5,7,67,7,6,5,6,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 11:19:27,2022-03-16 11:23:43,0,,100,255,1,2022-03-16 11:23:44,R_01xDKtm2WEdLNsd,,,,,,,anonymous,EN,1,,19,3,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,4,4,4,5,50,,,,,,,,,,,4,4,4,5,50,,,,,,4,4,4,4,50,,,,,,2,student
2022-03-16 11:26:35,2022-03-16 11:34:29,0,,100,474,1,2022-03-16 11:34:29,R_1pWPBYe39axAg17,,,,,,,anonymous,EN,1,,22,2,,7,6,4,7,90,,,,,,5,5,6,5,80,,,,,,7,5,,,,,,7,6,7,7,95,,,,,,6,5,5,6,88,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 11:42:06,2022-03-16 11:44:31,0,,100,144,1,2022-03-16 11:44:31,R_1oI9Iog4OVIHTWs,,,,,,,anonymous,EN,1,,35,2,,,,,,,,,,,,,,,,,7,6,6,6,85,7,5,,,,,,,,,,,,,,,,,,,,,7,6,6,7,87,7,7,7,7,88,7,7,7,6,89,,,,,,1,student
2022-03-16 11:50:36,2022-03-16 11:55:39,0,,100,303,1,2022-03-16 11:55:41,R_1gkHo0LtS2YZk0K,,,,,,,anonymous,EN,1,,19,2,,6,6,6,7,80,,,,,,7,6,7,6,77,,,,,,2,2,,,,,,7,5,2,6,89,,,,,,7,6,2,6,89,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 11:52:51,2022-03-16 11:57:44,0,,100,292,1,2022-03-16 11:57:44,R_3QJi2DAHRnqBhku,,,,,,,anonymous,EN,1,,60,2,,7,7,6,6,83,7,5,7,7,80,7,7,5,5,87,7,7,7,7,94,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 12:12:16,2022-03-16 12:15:34,0,,100,197,1,2022-03-16 12:15:34,R_ODRtVhGkLMi4cXT,,,,,,,anonymous,EN,1,,22,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,7,7,7,7,100,,,,,,,,,,,7,7,7,7,100,,,,,,7,7,7,7,100,,,,,,1,student
2022-03-16 12:12:03,2022-03-16 12:16:42,0,,100,279,1,2022-03-16 12:16:42,R_2wzOrSP1KGL4hOC,,,,,,,anonymous,EN,1,,20,2,,,,,,,,,,,,6,6,6,6,71,,,,,,7,2,,,,,,,,,,,,,,,,7,7,7,7,100,7,7,7,7,97,7,7,7,7,100,,,,,,,,,,,2,student
2022-03-16 12:26:58,2022-03-16 12:34:20,0,,100,441,1,2022-03-16 12:34:20,R_1jpRSx1X8eXwDIf,,,,,,,anonymous,EN,1,,35,2,,,,,,,,,,,,,,,,,7,6,3,5,52,7,5,7,4,4,4,50,7,4,4,6,64,5,4,3,3,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 12:31:05,2022-03-16 12:34:19,0,,100,194,1,2022-03-16 12:34:21,R_26g0BCzd852xSIi,,,,,,,anonymous,EN,1,,28,2,,,,,,,,,,,,,,,,,7,7,7,7,92,5,5,,,,,,,,,,,,,,,,,,,,,7,6,7,6,84,7,6,7,7,80,6,6,6,6,81,,,,,,2,student
2022-03-16 13:02:08,2022-03-16 13:07:29,0,,100,320,1,2022-03-16 13:07:29,R_1laDcySdHrymTKF,,,,,,,anonymous,EN,1,,19,1,,6,5,5,6,65,,,,,,4,4,6,5,40,,,,,,7,2,,,,,,6,5,6,7,82,,,,,,7,4,5,6,52,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 13:18:52,2022-03-16 13:22:40,0,,100,228,1,2022-03-16 13:22:41,R_3JK2LfHoHoP079u,,,,,,,anonymous,EN,1,,39,1,,4,3,2,3,15,6,6,6,5,88,3,1,2,4,25,7,6,6,7,94,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 13:23:51,2022-03-16 13:26:11,0,,100,140,1,2022-03-16 13:26:12,R_3M9Hww2pqovg6wo,,,,,,,anonymous,EN,1,,20,1,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,7,7,7,7,100,,,,,,,,,,,7,7,7,7,100,,,,,,,,,,,7,7,7,7,100,2,student
2022-03-16 13:38:27,2022-03-16 13:41:33,0,,100,186,1,2022-03-16 13:41:33,R_2Qlidb3DOXHXMjr,,,,,,,anonymous,EN,1,,21,2,,,,,,,,,,,,,,,,,7,7,7,7,89,7,2,7,7,7,7,93,7,7,7,7,92,7,6,2,4,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 13:34:41,2022-03-16 13:43:16,0,,100,514,1,2022-03-16 13:43:16,R_QhIYr22RprYbDcB,,,,,,,anonymous,EN,1,,28,2,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,7,7,7,7,100,,,,,,,,,,,7,7,7,7,100,,,,,,,,,,,6,6,7,6,90,2,student
2022-03-16 13:43:58,2022-03-16 13:47:46,0,,100,227,1,2022-03-16 13:47:46,R_1kLBP6NuiVELZ0d,,,,,,,anonymous,EN,1,,42,1,,,,,,,,,,,,,,,,,7,7,7,7,100,7,5,,,,,,,,,,,,,,,,,,,,,7,7,7,7,90,7,7,7,7,90,5,5,5,5,60,,,,,,2,student
2022-03-16 14:09:06,2022-03-16 14:13:07,0,,100,240,1,2022-03-16 14:13:07,R_1Nfcv1tCenz3YJc,,,,,,,anonymous,EN,1,,32,2,,7,7,7,7,89,,,,,,7,7,7,7,89,,,,,,7,5,,,,,,7,7,7,7,90,,,,,,7,7,7,7,93,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 14:08:27,2022-03-16 14:13:11,0,,100,283,1,2022-03-16 14:13:11,R_1OiTAMuRpC3xXlC,,,,,,,anonymous,EN,1,,45,1,,,,,,,,,,,,5,5,7,4,72,,,,,,5,2,,,,,,,,,,,,,,,,7,7,7,7,100,7,7,7,7,100,6,6,6,6,72,,,,,,,,,,,2,student
2022-03-16 14:17:58,2022-03-16 14:21:06,0,,100,188,1,2022-03-16 14:21:07,R_1BPoCrUf9PXZBcE,,,,,,,anonymous,EN,1,,18,2,,,,,,,,,,,,,,,,,6,6,6,6,87,7,2,6,6,6,6,84,6,6,6,6,90,6,6,6,6,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 14:28:04,2022-03-16 14:37:00,0,,100,536,1,2022-03-16 14:37:00,R_3LkknW6bpbPTWoi,,,,,,,anonymous,EN,1,,24,1,,,,,,,,,,,,6,6,6,6,80,,,,,,1,5,,,,,,,,,,,,,,,,7,6,6,7,90,6,6,6,5,80,6,6,3,6,90,,,,,,,,,,,3,student
2022-03-16 14:34:15,2022-03-16 14:37:04,0,,100,168,1,2022-03-16 14:37:04,R_0vrOMbLQrJGSa9b,,,,,,,anonymous,EN,1,,19,1,,,,,,,,,,,,,,,,,,,,,,7,4,,,,,,7,7,7,7,96,,,,,,,,,,,7,7,7,7,91,,,,,,6,7,5,4,70,,,,,,2,student
2022-03-16 14:41:51,2022-03-16 14:46:52,0,,100,301,1,2022-03-16 14:46:52,R_C7xoktiIBc6WV57,,,,,,,anonymous,EN,1,,19,2,,7,7,7,7,100,7,7,7,7,96,7,7,7,6,94,7,6,7,7,99,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 14:45:45,2022-03-16 14:50:32,0,,100,287,1,2022-03-16 14:50:33,R_w1Y5JlwRyJzLssx,,,,,,,anonymous,EN,1,,20,1,,7,7,7,7,94,,,,,,7,7,7,6,86,,,,,,1,2,,,,,,7,7,7,6,90,,,,,,7,7,5,7,96,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 15:24:52,2022-03-16 15:33:21,0,,100,509,1,2022-03-16 15:33:21,R_1nUU7DNvtZfqKZm,,,,,,,anonymous,EN,1,,33,1,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,7,5,6,7,92,,,,,,,,,,,6,7,7,7,95,,,,,,,,,,,7,6,7,7,90,1,student
2022-03-16 15:30:37,2022-03-16 15:42:58,0,,100,741,1,2022-03-16 15:42:58,R_3lYnZr5BcWBT8wk,,,,,,,anonymous,EN,1,,51,1,,6,6,6,6,62,,,,,,5,5,6,5,66,,,,,,7,2,,,,,,6,6,4,7,82,,,,,,6,6,4,4,67,,,,,,,,,,,,,,,,,,,,,1,student
2022-03-16 15:59:29,2022-03-16 16:06:03,0,,100,393,1,2022-03-16 16:06:03,R_3CAZ5Fo8yXZ5805,,,,,,,anonymous,EN,1,,19,1,,,,,,,,,,,,,,,,,7,7,7,7,100,7,2,7,7,7,7,100,7,7,7,7,100,7,7,7,7,99,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 17:01:54,2022-03-16 17:05:47,0,,100,232,1,2022-03-16 17:05:47,R_DAimQBXILJUz8s1,,,,,,,anonymous,EN,1,,21,2,,,,,,,,,,,,,,,,,7,7,7,7,99,2,2,,,,,,,,,,,,,,,,,,,,,7,7,7,7,93,7,7,7,7,93,7,7,7,7,100,,,,,,2,student
2022-03-16 17:12:53,2022-03-16 17:18:18,0,,100,325,1,2022-03-16 17:18:20,R_3NIiE6GGudXdz7Y,,,,,,,anonymous,EN,1,,18,2,,7,7,7,7,100,7,7,7,7,100,7,7,1,2,95,7,7,7,7,100,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 17:15:34,2022-03-16 17:20:39,0,,100,305,1,2022-03-16 17:20:41,R_2YMsHMK02FZayyE,,,,,,,anonymous,EN,1,,31,2,,,,,,,,,,,,7,7,6,6,88,,,,,,7,5,,,,,,,,,,,,,,,,7,7,7,7,89,7,7,6,6,88,7,7,5,6,88,,,,,,,,,,,2,student
2022-03-16 17:16:58,2022-03-16 17:21:41,0,,100,283,1,2022-03-16 17:21:43,R_3e9bq9gXKUzixMV,,,,,,,anonymous,EN,1,,32,2,,,,,,,,,,,,,,,,,7,6,6,6,86,7,2,7,6,6,6,86,7,6,6,6,86,7,6,6,6,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 17:19:59,2022-03-16 17:31:25,0,,100,685,1,2022-03-16 17:31:25,R_3VN4mnsuvV4lisF,,,,,,,anonymous,EN,1,,56,2,,7,7,4,7,75,,,,,,7,7,5,7,85,,,,,,2,5,,,,,,7,7,4,7,76,,,,,,7,7,5,5,91,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 18:05:13,2022-03-16 18:10:03,0,,100,289,1,2022-03-16 18:10:03,R_2wU0FYfXsuLERVc,,,,,,,anonymous,EN,1,,27,2,,,,,,,,,,,,5,5,4,4,60,,,,,,7,5,,,,,,,,,,,,,,,,5,5,5,5,65,5,5,5,5,67,5,5,5,6,63,,,,,,,,,,,2,student
2022-03-16 18:49:45,2022-03-16 18:57:00,0,,100,434,1,2022-03-16 18:57:00,R_2xFxq2azZzDjvOc,,,,,,,anonymous,EN,1,,22,2,,,,,,,,,,,,6,5,5,4,53,,,,,,7,2,,,,,,,,,,,,,,,,7,7,7,7,92,4,4,6,5,61,6,7,7,7,71,,,,,,,,,,,2,student
2022-03-16 20:03:11,2022-03-16 20:10:57,0,,100,465,1,2022-03-16 20:10:57,R_Y60GbYK8v9Wk7YJ,,,,,,,anonymous,EN,1,,30,1,,6,5,6,6,75,5,5,5,5,65,4,4,4,4,50,5,5,5,5,65,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-16 22:48:39,2022-03-16 22:55:19,0,,100,400,1,2022-03-16 22:55:21,R_1cS6RzQyB87M4se,,,,,,,anonymous,EN,1,,43,2,,,,,,,,,,,,,,,,,7,7,7,7,90,7,2,7,7,7,7,90,7,7,7,7,90,5,4,7,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-17 03:55:07,2022-03-17 04:03:35,0,,100,507,1,2022-03-17 04:03:36,R_1HhIJke1oz0JlhS,,,,,,,anonymous,EN,1,,54,2,,7,7,7,7,85,,,,,,6,7,7,6,80,,,,,,2,5,,,,,,7,6,6,6,75,,,,,,7,7,7,7,85,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-17 04:08:51,2022-03-17 04:12:49,0,,100,238,1,2022-03-17 04:12:51,R_2amEOeDMZUfLSEw,,,,,,,anonymous,EN,1,,51,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,7,7,7,7,88,,,,,,,,,,,,,,,,,,,,,7,7,7,7,83,7,7,7,7,87,2,student
2022-03-17 04:15:55,2022-03-17 04:22:58,0,,100,422,1,2022-03-17 04:22:58,R_1ezPSXdbAyey6Ss,,,,,,,anonymous,EN,1,,57,2,,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-17 04:36:36,2022-03-17 04:40:41,0,,100,245,1,2022-03-17 04:40:42,R_5pcNGbmB7sHurHr,,,,,,,anonymous,EN,1,,29,2,,,,,,,,,,,,6,6,7,4,75,,,,,,2,2,,,,,,,,,,,,,,,,6,7,6,7,85,7,7,7,7,62,7,7,7,7,84,,,,,,,,,,,2,student
2022-03-17 05:21:54,2022-03-17 05:30:13,0,,100,498,1,2022-03-17 05:30:13,R_3sb16znhDAGRTyJ,,,,,,,anonymous,EN,1,,20,2,,,,,,,,,,,,,,,,,6,7,6,7,80,7,2,6,5,4,5,51,6,5,4,6,60,4,5,4,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-17 05:33:04,2022-03-17 05:36:57,0,,100,232,1,2022-03-17 05:36:57,R_XEWdlylUzYSs5LX,,,,,,,anonymous,EN,1,,28,1,,6,6,4,6,71,,,,,,7,7,5,4,100,,,,,,7,5,,,,,,7,7,4,7,100,,,,,,6,6,4,7,87,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-17 06:19:18,2022-03-17 06:25:53,0,,100,394,1,2022-03-17 06:25:54,R_1d0lLTXgxxVXbGE,,,,,,,anonymous,EN,1,,20,2,,,,,,,,,,,,,,,,,7,2,2,1,93,7,2,,,,,,,,,,,,,,,,,,,,,6,1,2,1,95,6,1,2,1,98,6,1,2,2,97,,,,,,2,student
2022-03-17 07:15:28,2022-03-17 07:22:22,0,,100,414,1,2022-03-17 07:22:22,R_s6hx6eTLFcdsgsV,,,,,,,anonymous,EN,1,,20,2,,5,6,5,6,62,6,5,6,6,66,6,5,4,5,60,5,5,5,5,50,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-17 08:04:09,2022-03-17 08:09:37,0,,100,328,1,2022-03-17 08:09:37,R_6PTK9Yeq2tV29AR,,,,,,,anonymous,EN,1,,22,1,,7,7,7,7,100,,,,,,7,7,7,7,100,,,,,,7,5,,,,,,6,7,5,6,80,,,,,,7,7,7,7,100,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-17 09:06:59,2022-03-17 09:10:29,0,,100,209,1,2022-03-17 09:10:30,R_3stbXFA4ptg4tXa,,,,,,,anonymous,EN,1,,31,2,,,,,,,,,,,,,,,,,7,7,7,7,95,1,5,,,,,,,,,,,,,,,,,,,,,6,7,7,7,100,7,7,7,7,100,7,7,7,7,100,,,,,,2,student
2022-03-17 11:57:23,2022-03-17 12:01:32,0,,100,249,1,2022-03-17 12:01:33,R_2rD4VPcc9kyrT0p,,,,,,,anonymous,EN,1,,21,2,,,,,,,,,,,,7,7,7,7,100,,,,,,7,2,,,,,,,,,,,,,,,,7,7,7,7,100,7,7,7,7,100,6,7,7,7,100,,,,,,,,,,,2,student
2022-03-17 14:46:09,2022-03-17 14:51:40,0,,100,331,1,2022-03-17 14:51:40,R_1rcgtsX6k6GGg4Z,,,,,,,anonymous,EN,1,,23,2,,6,6,6,6,77,6,6,6,7,83,6,6,6,6,73,7,7,6,7,90,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-17 17:12:40,2022-03-17 17:16:26,0,,100,225,1,2022-03-17 17:16:26,R_ByoxrZAptNrZhIt,,,,,,,anonymous,EN,1,,20,2,,,,,,,,,,,,,,,,,7,7,7,7,100,7,2,,,,,,,,,,,,,,,,,,,,,7,7,1,7,100,7,7,7,7,100,7,7,1,2,100,,,,,,2,student
2022-03-18 02:03:14,2022-03-18 02:07:21,0,,100,246,1,2022-03-18 02:07:22,R_6JS3kR4N5cEEKGd,,,,,,,anonymous,EN,1,,21,2,,7,7,7,7,100,,,,,,7,7,7,7,100,,,,,,7,2,,,,,,7,7,7,7,100,,,,,,7,7,7,7,100,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-18 02:41:00,2022-03-18 02:49:23,0,,100,502,1,2022-03-18 02:49:25,R_0jr9hSPEj4blmIF,,,,,,,anonymous,EN,1,,67,2,,7,7,7,7,100,7,7,7,7,99,7,7,7,7,93,7,4,7,7,94,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,student
2022-03-18 03:37:00,2022-03-18 03:39:37,0,,100,156,1,2022-03-18 03:39:39,R_2wRBFrEuhSbHuYl,,,,,,,anonymous,EN,1,,20,2,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,7,7,7,7,100,,,,,,7,7,7,7,96,7,7,7,7,100,2,student
2022-03-18 05:08:10,2022-03-18 05:11:30,0,,100,200,1,2022-03-18 05:11:32,R_3ozqZY79F8MqloQ,,,,,,,anonymous,EN,1,,19,1,,,,,,,,,,,,7,7,7,7,96,,,,,,7,2,,,,,,,,,,,,,,,,7,7,7,7,99,7,7,7,7,92,7,7,7,7,100,,,,,,,,,,,2,student
2022-03-18 06:21:03,2022-03-18 06:29:09,0,,100,485,1,2022-03-18 06:29:09,R_2SoxNJiKgU8hcZf,,,,,,,anonymous,EN,1,,19,2,,,,,,,,,,,,,,,,,6,7,6,6,91,7,5,6,7,5,7,100,6,7,4,7,100,6,6,6,5,91,,,,,,,,,,,,,,,,,,,,,,,,,,3,student
2022-03-18 06:35:49,2022-03-18 06:38:58,0,,100,189,1,2022-03-18 06:38:59,R_3NKvc5eJAGCV2ZC,,,,,,,anonymous,EN,1,,21,2,,,,,,,,,,,,,,,,,5,7,4,7,80,7,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,72,6,6,6,6,64,6,6,6,6,72,,,,,,2,student
2022-03-18 07:40:26,2022-03-18 07:44:42,0,,100,255,1,2022-03-18 07:44:42,R_3J5e6n3qvjiOzHf,,,,,,,anonymous,EN,1,,19,2,,7,7,7,7,79,,,,,,7,6,6,6,65,,,,,,7,2,,,,,,7,6,6,7,68,,,,,,7,7,5,7,73,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-18 08:17:02,2022-03-18 08:22:36,0,,100,334,1,2022-03-18 08:22:36,R_26mdSDfaSmBXwRt,,,,,,,anonymous,EN,1,,20,2,,,,,,,,,,,,,,,,,7,7,7,7,100,7,2,7,7,7,7,100,7,7,7,7,100,7,7,7,6,91,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-18 08:22:07,2022-03-18 08:27:11,0,,100,304,1,2022-03-18 08:27:12,R_3MA9TH0iaJDi1OB,,,,,,,anonymous,EN,1,,30,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,7,7,5,7,90,,,,,,,,,,,7,7,7,7,100,,,,,,,,,,,7,7,7,7,100,2,student
2022-03-18 10:33:49,2022-03-18 10:37:56,0,,100,246,1,2022-03-18 10:37:56,R_1JUCB3DxJ143sQt,,,,,,,anonymous,EN,1,,20,2,,,,,,,,,,,,5,5,4,4,57,,,,,,7,5,,,,,,,,,,,,,,,,7,7,7,6,93,7,7,5,5,85,7,7,6,6,83,,,,,,,,,,,2,student
2022-03-18 10:51:21,2022-03-18 10:53:43,0,,100,142,1,2022-03-18 10:53:44,R_2aESD4Mg7IV4J7g,,,,,,,anonymous,EN,1,,21,2,,,,,,,,,,,,,,,,,7,7,7,7,100,2,2,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-18 11:29:30,2022-03-18 11:32:39,0,,100,188,1,2022-03-18 11:32:40,R_9FyMAvGtSgfILBL,,,,,,,anonymous,EN,1,,20,2,,7,7,1,7,87,,,,,,7,7,7,7,84,,,,,,7,2,,,,,,7,7,7,7,83,,,,,,7,7,6,7,86,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-18 13:35:19,2022-03-18 13:42:20,0,,100,420,1,2022-03-18 13:42:21,R_3ps9MtcTOhywcvq,,,,,,,anonymous,EN,1,,51,2,,,,,,,,,,,,,,,,,7,7,7,7,85,7,5,,,,,,,,,,,,,,,,,,,,,7,7,6,7,84,7,7,5,6,84,7,7,6,7,85,,,,,,2,student
2022-03-18 15:08:31,2022-03-18 15:16:02,0,,100,450,1,2022-03-18 15:16:02,R_1eRcTJsn6Tbuz1p,,,,,,,anonymous,EN,1,,19,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,5,4,4,7,70,,,,,,,,,,,6,5,4,7,80,,,,,,4,3,5,4,40,7,7,4,7,95,3,student
2022-03-18 16:40:20,2022-03-18 16:45:32,0,,100,312,1,2022-03-18 16:45:34,R_3ER85IGDqKf5ODm,,,,,,,anonymous,EN,1,,19,2,,,,,,,,,,,,7,7,7,7,96,,,,,,5,5,,,,,,,,,,,,,,,,7,7,7,7,93,7,7,7,7,91,7,7,7,7,94,,,,,,,,,,,2,student
2022-03-19 04:25:11,2022-03-19 04:29:11,0,,100,239,1,2022-03-19 04:29:12,R_115vCYbwZ0Y8TiC,,,,,,,anonymous,EN,1,,19,2,,6,6,5,5,75,,,,,,6,6,4,4,70,,,,,,5,2,,,,,,5,5,4,6,63,,,,,,6,6,4,6,71,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-19 08:51:20,2022-03-19 08:56:39,0,,100,319,1,2022-03-19 08:56:41,R_1guPf64nCTCkvc4,,,,,,,anonymous,EN,1,,20,2,,,,,,,,,,,,,,,,,7,7,7,7,90,7,5,,,,,,,,,,,,,,,,,,,,,7,7,7,7,90,7,7,7,7,90,7,7,7,7,90,,,,,,2,student
2022-03-19 13:32:49,2022-03-19 13:37:19,0,,100,270,1,2022-03-19 13:37:19,R_296ewOPI4cOcOjO,,,,,,,anonymous,EN,1,,18,2,,,,,,,,,,,,,,,,,7,7,6,4,100,7,2,7,7,7,4,100,7,7,7,4,100,7,7,7,4,94,,,,,,,,,,,,,,,,,,,,,,,,,,1,student
2022-03-19 16:15:43,2022-03-19 16:18:42,0,,100,179,1,2022-03-19 16:18:42,R_ylRwCoz3v7burN7,,,,,,,anonymous,EN,1,,22,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,7,7,5,7,91,,,,,,,,,,,7,7,7,7,86,,,,,,7,6,6,6,84,7,4,5,7,82,2,student
2022-03-19 16:44:41,2022-03-19 16:48:57,0,,100,255,1,2022-03-19 16:48:58,R_bO3Vuj23jptOqI1,,,,,,,anonymous,EN,1,,19,2,,,,,,,,,,,,,,,,,7,7,7,7,100,7,2,,,,,,,,,,,,,,,,,,,,,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,,,,,,2,student
2022-03-20 04:08:09,2022-03-20 04:11:44,0,,100,215,1,2022-03-20 04:11:45,R_1op9oGYc6RvrqwE,,,,,,,anonymous,EN,1,,26,2,,6,7,6,6,91,7,7,7,7,92,6,6,7,6,87,6,7,7,6,90,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-20 09:08:54,2022-03-20 09:13:51,0,,100,297,1,2022-03-20 09:13:51,R_2S2nMMefJ1RTh2C,,,,,,,anonymous,EN,1,,31,3,,,,,,,,,,,,,,,,,7,7,7,7,75,7,5,6,6,5,5,75,5,5,6,6,75,4,4,4,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-20 09:57:33,2022-03-20 10:00:26,0,,100,172,1,2022-03-20 10:00:27,R_1mlxZ8Sjt5S7SUI,,,,,,,anonymous,EN,1,,20,2,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,7,7,7,7,100,,,,,,,,,,,,,,,,,,,,,7,7,7,7,100,7,7,7,7,100,2,student
2022-03-20 10:08:55,2022-03-20 10:32:13,0,,100,1398,1,2022-03-20 10:32:14,R_2UeVK6ro8e8bZiI,,,,,,,anonymous,EN,1,,28,1,,,,,,,,,,,,,,,,,7,7,4,7,90,7,2,,,,,,,,,,,,,,,,,,,,,7,7,4,4,90,7,7,4,7,90,6,7,4,4,85,,,,,,1,student
2022-03-20 10:32:25,2022-03-20 10:37:25,0,,100,299,1,2022-03-20 10:37:25,R_1HjgfcJ1F6hlbTU,,,,,,,anonymous,EN,1,,20,2,,,,,,,,,,,,,,,,,7,7,7,7,100,7,5,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,,,,,,,,,,,,,,,,,,,,,,,,,,2,student
2022-03-20 17:52:45,2022-03-20 17:56:31,0,,100,225,1,2022-03-20 17:56:31,R_1n28gL9PnBVQKEd,,,,,,,anonymous,EN,1,,18,2,,,,,,,,,,,,7,7,7,7,100,,,,,,7,2,,,,,,,,,,,,,,,,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,,,,,,,,,,,2,student
