"ResponseId","R1","R2","R3","R4","M1","scenario","condition","diagnostic12","valence","age","gender","attn_chk_1Q","attn_chk_2_Q","R_tot","M1R_tot","att1_fail","att2_fail","att_fail"
"R_eXwbNtJxlG1jklz",5,6,5,6,74,"sam","diagnostic","NA","good",36,2,1,1,5.5,0.552305002197938,TRUE,TRUE,TRUE
"R_pQyuzGMmt0WYLQJ",7,6,6,7,84,"sam","diagnostic","NA","good",35,1,1,1,6.5,0.966717916408383,TRUE,TRUE,TRUE
"R_PLfnE6njUv2443n",5,6,5,6,81,"sam","diagnostic","NA","good",36,1,1,3,5.5,0.66762916674363,TRUE,TRUE,TRUE
"R_28IlVNhybRRvReV",5,6,5,6,81,"sam","diagnostic","NA","good",36,1,2,3,5.5,0.66762916674363,TRUE,TRUE,TRUE
"R_erqxYwGrESfEsj7",5,6,5,6,79,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.634679405444861,TRUE,TRUE,TRUE
"R_1gMaj6C3wctmEs6",5,6,5,6,78,"sam","diagnostic","NA","good",35,1,2,1,5.5,0.618204524795477,TRUE,TRUE,TRUE
"R_eyOwlhI9xGemZVf",5,6,5,6,75,"sam","diagnostic","NA","good",35,1,1,1,5.5,0.568779882847323,TRUE,TRUE,TRUE
"R_2uHPPX4n8HFILmt",5,6,5,6,73,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.535830121548554,TRUE,TRUE,TRUE
"R_1puj9BdJg0WMGbN",5,6,5,6,72,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.519355240899169,TRUE,TRUE,TRUE
"R_2PoOL4J7IWd7cqp",5,6,5,6,74,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.552305002197938,TRUE,TRUE,TRUE
"R_3kebKrAUtkoi10k",5,6,5,6,80,"sam","diagnostic","NA","good",36,1,1,4,5.5,0.651154286094246,TRUE,TRUE,TRUE
"R_eDksQc05Px1pNhT",5,6,5,6,74,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.552305002197938,TRUE,TRUE,TRUE
"R_1pMctMbUC8CfIx4",5,6,5,6,82,"sam","diagnostic","NA","good",36,1,2,3,5.5,0.684104047393015,TRUE,TRUE,TRUE
"R_1Gw9qyXUkUgltas",5,6,5,6,72,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.519355240899169,TRUE,TRUE,TRUE
"R_27s60GHvE1zgueu",5,6,5,6,78,"sam","diagnostic","NA","good",36,2,1,1,5.5,0.618204524795477,TRUE,TRUE,TRUE
"R_2pYrvfBiMXVo3gW",5,6,5,6,75,"sam","diagnostic","NA","good",36,2,1,1,5.5,0.568779882847323,TRUE,TRUE,TRUE
"R_24iVd5T8ojqjcnZ",5,6,5,6,78,"sam","diagnostic","NA","good",36,2,1,1,5.5,0.618204524795477,TRUE,TRUE,TRUE
"R_27ybDX0h4wQDFQc",5,6,5,6,76,"sam","diagnostic","NA","good",36,2,1,1,5.5,0.585254763496707,TRUE,TRUE,TRUE
"R_3fNtodreJGvwvmx",5,6,5,6,76,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.585254763496707,TRUE,TRUE,TRUE
"R_3KMUcDX0YVGL1KZ",6,5,6,5,81,"sam","diagnostic","NA","good",35,1,1,1,5.5,0.66762916674363,TRUE,TRUE,TRUE
"R_1MQJZAmFw4WQQ1l",5,6,5,6,74,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.552305002197938,TRUE,TRUE,TRUE
"R_241bJE0UgH85fL0",6,5,6,6,81,"sam","diagnostic","NA","good",35,1,1,1,5.75,0.73004519367278,TRUE,TRUE,TRUE
"R_wUdV71dTewsQclr",6,7,5,6,86,"sam","diagnostic","NA","good",35,1,1,1,6,0.874835623848853,TRUE,TRUE,TRUE
"R_egNYPX9rwSefDrP",5,6,5,6,79,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.634679405444861,TRUE,TRUE,TRUE
"R_TuvEW0qpOZCHPGx",5,6,6,6,80,"sam","diagnostic","NA","good",35,1,1,1,5.75,0.713570313023395,TRUE,TRUE,TRUE
"R_sedr0DI0yQNHmLf",5,6,5,6,75,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.568779882847323,TRUE,TRUE,TRUE
"R_svzWsh85wwACVoZ",5,6,5,6,73,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.535830121548554,TRUE,TRUE,TRUE
"R_300snw2zPUrWiyQ",6,5,6,6,83,"sam","diagnostic","NA","good",35,1,1,1,5.75,0.762994954971549,TRUE,TRUE,TRUE
"R_3hua6eH698LQ1hu",6,5,7,6,83,"sam","diagnostic","NA","good",35,1,1,1,6,0.825410981900699,TRUE,TRUE,TRUE
"R_2zCTepIGKLsaeOy",5,6,5,6,72,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.519355240899169,TRUE,TRUE,TRUE
"R_sGnQQgnS2zvF6rn",5,6,5,6,78,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.618204524795477,TRUE,TRUE,TRUE
"R_VPTyeoE1wgkPBYZ",5,6,5,6,77,"sam","diagnostic","NA","good",35,1,1,1,5.5,0.601729644146092,TRUE,TRUE,TRUE
"R_3ITbjjXJhISOUCn",5,6,5,6,74,"sam","diagnostic","NA","good",36,1,2,1,5.5,0.552305002197938,TRUE,TRUE,TRUE
"R_3m7XBIlFGZM5oVn",5,6,5,6,75,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.568779882847323,TRUE,TRUE,TRUE
"R_Y0sYYOIhfbyAdH3",5,6,5,6,76,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.585254763496707,TRUE,TRUE,TRUE
"R_2Vwm37CftO0vxX6",5,6,5,6,72,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.519355240899169,TRUE,TRUE,TRUE
"R_22zybE62wc0uNTG",5,6,5,6,54,"sam","diagnostic","NA","good",37,1,1,1,5.5,0.222807389210247,TRUE,TRUE,TRUE
"R_3pnYJMaG4UFk4lt",5,6,5,6,78,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.618204524795477,TRUE,TRUE,TRUE
"R_2zP9QLAkfMCRoKe",5,6,5,6,86,"sam","diagnostic","NA","good",35,1,1,1,5.5,0.750003569990553,TRUE,TRUE,TRUE
"R_3kInEhHXhzyHH18",5,6,5,6,76,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.585254763496707,TRUE,TRUE,TRUE
"R_2urmWnQGqVYXI6y",6,6,5,6,84,"sam","diagnostic","NA","good",35,1,1,1,5.75,0.779469835620934,TRUE,TRUE,TRUE
"R_2aKOnz8DBsq3X9n",6,5,6,6,78,"sam","diagnostic","NA","good",36,1,1,1,5.75,0.680620551724626,TRUE,TRUE,TRUE
"R_1Dqg5XEVitfRvna",6,5,6,6,85,"sam","diagnostic","NA","good",36,1,1,1,5.75,0.795944716270318,TRUE,TRUE,TRUE
"R_3rTCkftvE78wjvZ",5,6,5,6,76,"sam","diagnostic","NA","good",38,1,1,1,5.5,0.585254763496707,TRUE,TRUE,TRUE
"R_1LqAj4AxuFVgOXg",5,6,5,6,75,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.568779882847323,TRUE,TRUE,TRUE
"R_Zt3ceF2kPngQ0Cd",5,6,5,6,76,"sam","diagnostic","NA","good",0.36,1,2,1,5.5,0.585254763496707,TRUE,TRUE,TRUE
"R_1LTJFYxqUUhxvuN",5,6,5,6,83,"sam","diagnostic","NA","good",37,1,2,1,5.5,0.700578928042399,TRUE,TRUE,TRUE
"R_1iqT4qfhag0TXUJ",5,6,5,6,79,"sam","diagnostic","NA","good",35,1,1,1,5.5,0.634679405444861,TRUE,TRUE,TRUE
"R_3KoKMTugbmAU4Ek",6,5,6,5,81,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.66762916674363,TRUE,TRUE,TRUE
"R_W0AvETQVtujllzH",5,6,5,6,73,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.535830121548554,TRUE,TRUE,TRUE
"R_237csdPPkcVhSG6",5,6,5,6,85,"sam","diagnostic","NA","good",37,1,1,1,5.5,0.733528689341168,TRUE,TRUE,TRUE
"R_3lLzoqhKQayXIQS",5,6,5,6,75,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.568779882847323,TRUE,TRUE,TRUE
"R_1o6hwbIQDlxhIu2",5,6,5,6,75,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.568779882847323,TRUE,TRUE,TRUE
"R_1n29g1CZIlYPxeP",5,6,5,6,74,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.552305002197938,TRUE,TRUE,TRUE
"R_2wpiEn3f4O1u7Un",5,6,5,6,79,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.634679405444861,TRUE,TRUE,TRUE
"R_2eQkB8EOFc9yEVP",5,6,5,6,83,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.700578928042399,TRUE,TRUE,TRUE
"R_2aW8Z7KjNkuXDrw",5,6,5,6,73,"sam","diagnostic","NA","good",35,1,1,1,5.5,0.535830121548554,TRUE,TRUE,TRUE
"R_2taKtRya1rAg54A",5,6,5,6,75,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.568779882847323,TRUE,TRUE,TRUE
"R_6yTqkuWEUNdzVFn",5,6,5,6,75,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.568779882847323,TRUE,TRUE,TRUE
"R_3OdGopuRo21LJCx",5,6,5,6,88,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.782953331289322,TRUE,TRUE,TRUE
"R_2rNslOF6klCYbw4",5,6,5,6,84,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.717053808691784,TRUE,TRUE,TRUE
"R_3k6DpFAkr0EISpz",5,6,5,6,77,"sam","diagnostic","NA","good",35,1,1,1,5.5,0.601729644146092,TRUE,TRUE,TRUE
"R_0fzs9rapp0LzGSJ",5,6,5,6,82,"sam","diagnostic","NA","good",37,1,2,1,5.5,0.684104047393015,TRUE,TRUE,TRUE
"R_3GeL88t8KmZiBoy",5,6,5,6,83,"sam","diagnostic","NA","good",38,1,1,1,5.5,0.700578928042399,TRUE,TRUE,TRUE
"R_1rcuTBJuwJTgnu1",5,6,5,6,84,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.717053808691784,TRUE,TRUE,TRUE
"R_3qEYvP8LNEvGXOK",5,6,5,6,78,"sam","diagnostic","NA","good",35,1,1,1,5.5,0.618204524795477,TRUE,TRUE,TRUE
"R_2t6jB9bjfH68ARU",5,6,5,6,88,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.782953331289322,TRUE,TRUE,TRUE
"R_1NsONwKCbrMmjbO",5,6,5,6,77,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.601729644146092,TRUE,TRUE,TRUE
"R_1BWWzCtkc1u5kyU",5,6,5,6,80,"sam","diagnostic","NA","good",36,1,2,1,5.5,0.651154286094246,TRUE,TRUE,TRUE
"R_1E9WzIyf0gYhwDu",5,6,5,6,82,"sam","diagnostic","NA","good",37,1,1,1,5.5,0.684104047393015,TRUE,TRUE,TRUE
"R_3sZ3LagKrXFcZ8d",5,6,5,6,81,"sam","diagnostic","NA","good",37,1,2,1,5.5,0.66762916674363,TRUE,TRUE,TRUE
"R_1KpYsTxW59OukBG",5,6,5,6,81,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.66762916674363,TRUE,TRUE,TRUE
"R_ByWgVWime7J6b4t",5,6,5,6,80,"sam","diagnostic","NA","good",36,1,2,1,5.5,0.651154286094246,TRUE,TRUE,TRUE
"R_3rPtGSdtrmGE0Qe",5,6,5,6,59,"sam","diagnostic","NA","good",35,1,1,1,5.5,0.30518179245717,TRUE,TRUE,TRUE
"R_3DbkcJSFtrRnb0w",5,6,5,6,80,"sam","diagnostic","NA","good",35,1,2,1,5.5,0.651154286094246,TRUE,TRUE,TRUE
"R_3O02jxTQuFlgsTN",5,6,5,6,77,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.601729644146092,TRUE,TRUE,TRUE
"R_2fAKKz3EMIZd6cO",5,6,5,6,81,"sam","diagnostic","NA","good",36,1,2,1,5.5,0.66762916674363,TRUE,TRUE,TRUE
"R_u9BBsJoUtrRybC1",5,6,5,6,79,"sam","diagnostic","NA","good",36,1,2,1,5.5,0.634679405444861,TRUE,TRUE,TRUE
"R_2wFYhRGVpdLRHHF",5,6,5,6,76,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.585254763496707,TRUE,TRUE,TRUE
"R_1rDf5ZleBved9to",5,6,5,6,78,"sam","diagnostic","NA","good",35,1,1,1,5.5,0.618204524795477,TRUE,TRUE,TRUE
"R_cI0BBxNblIaVetH",5,6,5,6,76,"sam","diagnostic","NA","good",37,1,2,1,5.5,0.585254763496707,TRUE,TRUE,TRUE
"R_2xJNf98oqOjlSRo",5,6,5,6,77,"sam","diagnostic","NA","good",37,1,1,1,5.5,0.601729644146092,TRUE,TRUE,TRUE
"R_2bJDBIdnabpr3ig",5,6,5,6,75,"sam","diagnostic","NA","good",36,1,1,1,5.5,0.568779882847323,TRUE,TRUE,TRUE
"R_3m1pkl9PMixfq04",5,6,5,6,78,"sam","diagnostic","NA","good",37,1,2,1,5.5,0.618204524795477,TRUE,TRUE,TRUE
"R_2taM7BmH6zpm2tO",6,7,6,6,83,"sam","diagnostic","NA","good",33,2,1,1,6.25,0.887827008829849,TRUE,TRUE,TRUE
"R_1l9UrxvCK5iobPi",6,6,7,6,87,"sam","diagnostic","NA","good",39,2,2,1,6.25,0.953726531427387,TRUE,TRUE,TRUE
"R_1OBwIa2SEoiO5EO",6,7,6,7,82,"sam","diagnostic","NA","good",35,2,2,3,6.5,0.933768155109614,TRUE,TRUE,TRUE
"R_3CJIwMLWSfaOkQ6",6,6,5,6,86,"sam","diagnostic","NA","good",35,1,1,1,5.75,0.812419596919703,TRUE,TRUE,TRUE
"R_1cSnHWyoeG0L91O",6,6,5,5,79,"sam","diagnostic","NA","good",37,1,3,1,5.5,0.634679405444861,TRUE,TRUE,TRUE
"R_217CQKTzinxFvb4",1,2,2,3,83,"robin","non-diagnostic","ND1","good",28,2,1,3,2,-0.173245448965699,TRUE,TRUE,TRUE
"R_1P7A7qpHaIYtJIJ",7,4,6,6,75,"robin","non-diagnostic","ND1","good",42,1,6,4,5.75,0.631195909776473,TRUE,TRUE,TRUE
"R_30piFN9zNDY1V7u",3,4,2,3,59,"robin","non-diagnostic","ND1","good",36,1,1,1,3,-0.318978476834329,TRUE,TRUE,TRUE
"R_21He1ZDJwS6EySq",2,2,3,2,56,"robin","non-diagnostic","ND1","good",38,2,2,4,2.25,-0.555651199569932,TRUE,TRUE,TRUE
"R_3rP7RohtkyOBNAR",6,5,6,5,86,"robin","non-diagnostic","ND1","good",36,1,3,1,5.5,0.750003569990553,TRUE,TRUE,TRUE
"R_2YLEHiwnlk0gkAW",6,6,6,7,73,"robin","non-diagnostic","ND1","good",35,1,1,1,6.25,0.723078202336003,TRUE,TRUE,TRUE
"R_2Eau6IiNFTuDp70",6,7,6,7,79,"robin","non-diagnostic","ND1","good",36,1,1,1,6.5,0.884343513161461,TRUE,TRUE,TRUE
"R_2SqzL1c7yif2KX5",6,7,6,7,83,"robin","non-diagnostic","ND1","good",36,1,1,1,6.5,0.950243035758999,TRUE,TRUE,TRUE
"R_3fp1ubg9ClWt6mH",6,7,6,7,81,"robin","non-diagnostic","ND1","good",36,1,1,1,6.5,0.91729327446023,TRUE,TRUE,TRUE
"R_3phSqTfeN8x0Z48",6,5,5,6,79,"robin","non-diagnostic","ND1","good",38,1,2,3,5.5,0.634679405444861,TRUE,TRUE,TRUE
"R_28FCDNNNSrNLQNZ",6,7,6,7,84,"robin","non-diagnostic","ND1","good",34,1,1,1,6.5,0.966717916408383,TRUE,TRUE,TRUE
"R_3GdF2azPVNQV6C9",5,5,6,5,75,"robin","non-diagnostic","ND1","good",36,2,1,1,5.25,0.506363855918173,TRUE,TRUE,TRUE
"R_114xFWBGTK8jITf",6,7,6,7,84,"robin","non-diagnostic","ND1","good",38,1,1,1,6.5,0.966717916408383,TRUE,TRUE,TRUE
"R_23jRPKYPzb2rcpr",6,5,6,5,80,"robin","non-diagnostic","ND1","good",36,1,1,1,5.5,0.651154286094246,TRUE,TRUE,TRUE
"R_1OHo04lDKCppbk6",7,6,7,7,85,"robin","non-diagnostic","ND1","good",33,1,1,1,6.75,1.04560882398692,TRUE,TRUE,TRUE
"R_RxeW5eNJTmKDwMV",6,7,5,6,87,"robin","non-diagnostic","ND1","good",33,2,1,1,6,0.891310504498237,TRUE,TRUE,TRUE
"R_2eR91szUSzxJwJd",6,7,5,6,85,"robin","non-diagnostic","ND1","good",42,2,1,1,6,0.858360743199468,TRUE,TRUE,TRUE
"R_2RPxc2nRt0MrUk7",6,7,5,6,86,"robin","non-diagnostic","ND1","good",37,2,2,1,6,0.874835623848853,TRUE,TRUE,TRUE
"R_1cRCgKYQcwqyZgp",6,7,6,7,86,"robin","non-diagnostic","ND1","good",39,2,1,1,6.5,0.999667677707152,TRUE,TRUE,TRUE
"R_3PFyMD2WKiFdb3e",4,5,6,5,74,"robin","non-diagnostic","ND1","good",35,1,1,1,5,0.427472948339639,TRUE,TRUE,TRUE
"R_3kaBagFTegiXGsg",6,7,6,7,81,"robin","non-diagnostic","ND1","good",35,1,1,1,6.5,0.91729327446023,TRUE,TRUE,TRUE
"R_1Qnh8m6KEvN7G5Q",4,5,6,5,72,"robin","non-diagnostic","ND1","good",35,1,1,4,5,0.394523187040869,TRUE,TRUE,TRUE
"R_2WTin98vOwg8FQD",2,3,3,2,54,"robin","non-diagnostic","ND1","good",35,1,1,1,2.5,-0.526184933939551,TRUE,TRUE,TRUE
"R_1IZuLZilAjwveXd",6,7,6,6,80,"robin","non-diagnostic","ND1","good",36,1,1,1,6.25,0.838402366881695,TRUE,TRUE,TRUE
"R_1H74FqrGVUNwWsa",6,7,6,5,81,"robin","non-diagnostic","ND1","good",35,1,1,1,6,0.79246122060193,TRUE,TRUE,TRUE
"R_etCVaNe2pUcNDa1",6,7,6,6,82,"robin","non-diagnostic","ND1","good",35,1,1,1,6.25,0.871352128180464,TRUE,TRUE,TRUE
"R_TwlZ83cwwSxAIvv",2,2,1,1,25,"robin","non-diagnostic","ND1","good",35,1,1,1,1.5,-1.2536205804883,TRUE,TRUE,TRUE
"R_1kYwp0w26DcYkzP",7,6,6,6,85,"robin","non-diagnostic","ND1","good",36,1,1,1,6.25,0.920776770128618,TRUE,TRUE,TRUE
"R_RlytItBDeHJHDIB",5,5,6,5,76,"robin","non-diagnostic","ND1","good",35,2,2,1,5.25,0.522838736567558,TRUE,TRUE,TRUE
"R_1g0b7GzJJN6UmtO",6,6,5,6,80,"robin","non-diagnostic","ND1","good",36,1,1,1,5.75,0.713570313023395,TRUE,TRUE,TRUE
"R_26fMwDb4keudKpw",6,6,5,7,81,"robin","non-diagnostic","ND1","good",35,1,1,1,6,0.79246122060193,TRUE,TRUE,TRUE
"R_24GhrQvW2F2rDMl",7,6,6,6,82,"robin","non-diagnostic","ND1","good",36,1,1,1,6.25,0.871352128180464,TRUE,TRUE,TRUE
"R_3gNs86oOdzKsO9Q",5,6,5,6,74,"robin","non-diagnostic","ND1","good",36,1,1,1,5.5,0.552305002197938,TRUE,TRUE,TRUE
"R_5vwNd3TICDEtft7",2,3,1,1,37,"robin","non-diagnostic","ND1","good",35,1,1,1,1.75,-0.993505985766538,TRUE,TRUE,TRUE
"R_1eLhuMMOMH6hiIC",7,6,6,6,82,"robin","non-diagnostic","ND1","good",36,1,1,1,6.25,0.871352128180464,TRUE,TRUE,TRUE
"R_2xPqCeavHPVAvf7",7,7,7,7,85,"robin","non-diagnostic","ND1","good",31,1,2,3,7,1.10802485091607,TRUE,TRUE,TRUE
"R_O9Jkj3DSRnvOsSZ",6,7,6,7,80,"robin","non-diagnostic","ND1","good",34,1,1,1,6.5,0.900818393810845,TRUE,TRUE,TRUE
"R_2YrgGEUznGm1jRk",6,7,6,6,83,"robin","non-diagnostic","ND1","good",34,1,1,4,6.25,0.887827008829849,TRUE,TRUE,TRUE
"R_1LdSpEV45lR7Eos",3,3,2,3,54,"robin","non-diagnostic","ND1","good",36,1,1,1,2.75,-0.463768907010402,TRUE,TRUE,TRUE
"R_2aDCYPGzaxuT49X",6,5,6,6,80,"robin","non-diagnostic","ND1","good",45,1,1,1,5.75,0.713570313023395,TRUE,TRUE,TRUE
"R_C8Eq4kbKOE5MVq1",3,3,2,3,53,"robin","non-diagnostic","ND1","good",36,1,1,1,2.75,-0.480243787659786,TRUE,TRUE,TRUE
"R_248d2EbQYWSTwUm",6,7,6,7,86,"robin","non-diagnostic","ND1","good",36,1,1,1,6.5,0.999667677707152,TRUE,TRUE,TRUE
"R_3CHMrR0eCaaD9zm",7,6,7,6,82,"robin","non-diagnostic","ND1","good",36,1,1,1,6.5,0.933768155109614,TRUE,TRUE,TRUE
"R_1rBJTknezdmaeFv",6,7,6,7,86,"robin","non-diagnostic","ND1","good",36,1,1,1,6.5,0.999667677707152,TRUE,TRUE,TRUE
"R_2xPjaofGaYam7r0",6,7,6,7,84,"robin","non-diagnostic","ND1","good",36,1,1,1,6.5,0.966717916408383,TRUE,TRUE,TRUE
"R_vJpwdZj2C2GuKR3",6,7,6,7,82,"robin","non-diagnostic","ND1","good",36,1,1,1,6.5,0.933768155109614,TRUE,TRUE,TRUE
"R_2eXYLr5esJ3zyPI",6,7,6,7,81,"robin","non-diagnostic","ND1","good",36,1,1,1,6.5,0.91729327446023,TRUE,TRUE,TRUE
"R_1FgODbIl1oCHYnz",4,3,2,3,55,"robin","non-diagnostic","ND1","good",36,1,1,1,3,-0.384877999431867,TRUE,TRUE,TRUE
"R_1doBGz1Y8R0gtN9",6,5,6,6,79,"robin","non-diagnostic","ND1","good",34,2,3,4,5.75,0.697095432374011,TRUE,TRUE,TRUE
"R_qPKsia2TUpc1bpL",6,6,7,6,82,"robin","non-diagnostic","ND1","good",36,1,1,1,6.25,0.871352128180464,TRUE,TRUE,TRUE
"R_2s0fdx9wHDyZqIA",7,6,7,7,90,"robin","non-diagnostic","ND1","good",28,2,3,4,6.75,1.12798322723384,TRUE,TRUE,TRUE
"R_33pgdMFADJdS2Gi",7,6,6,5,82,"robin","non-diagnostic","ND1","good",36,1,1,1,6,0.808936101251315,TRUE,TRUE,TRUE
"R_12ygXETp9Teb3oN",6,7,6,7,82,"robin","non-diagnostic","ND1","good",36,1,1,1,6.5,0.933768155109614,TRUE,TRUE,TRUE
"R_11XVdnmibRsU7Am",6,6,7,7,89,"robin","non-diagnostic","ND1","good",37,1,3,4,6.5,1.04909231965531,TRUE,TRUE,TRUE
"R_123xuKI81QohK3y",6,7,7,6,82,"robin","non-diagnostic","ND1","good",27,1,2,3,6.5,0.933768155109614,TRUE,TRUE,TRUE
"R_20P2Gk6zhPMSgcO",6,6,6,6,83,"robin","non-diagnostic","ND1","good",36,1,2,3,6,0.825410981900699,TRUE,TRUE,TRUE
"R_1lcVxi7IDHT4ACy",6,6,5,6,79,"robin","non-diagnostic","ND1","good",36,1,3,3,5.75,0.697095432374011,TRUE,TRUE,TRUE
"R_3EYlKL61RP4jdzy",6,5,6,7,84,"robin","non-diagnostic","ND1","good",35,1,1,1,6,0.841885862550084,TRUE,TRUE,TRUE
"R_1cZbYFddsMGUxNL",6,7,6,5,83,"robin","non-diagnostic","ND1","good",35,1,1,1,6,0.825410981900699,TRUE,TRUE,TRUE
"R_24Ofs4uW78zah19",5,6,6,7,84,"robin","non-diagnostic","ND1","good",36,1,1,1,6,0.841885862550084,TRUE,TRUE,TRUE
"R_V50SkzdzZKBbJbH",6,7,6,7,85,"robin","non-diagnostic","ND1","good",36,1,2,3,6.5,0.983192797057768,TRUE,TRUE,TRUE
"R_2B9wFTqIFLWTXzP",6,7,6,7,84,"robin","non-diagnostic","ND1","good",36,1,1,4,6.5,0.966717916408383,TRUE,TRUE,TRUE
"R_2YlzDiSFnmNRa76",6,6,6,6,84,"robin","non-diagnostic","ND1","good",35,1,1,1,6,0.841885862550084,TRUE,TRUE,TRUE
"R_RJQHyvBszaePyBX",6,5,6,6,87,"robin","non-diagnostic","ND1","good",35,1,1,1,5.75,0.828894477569087,TRUE,TRUE,TRUE
"R_elBsyXGRMnnFA8V",6,7,6,7,83,"robin","non-diagnostic","ND1","good",36,1,2,1,6.5,0.950243035758999,TRUE,TRUE,TRUE
"R_3Gy5ZJQiTqRP2CX",6,7,6,7,85,"robin","non-diagnostic","ND1","good",36,1,1,3,6.5,0.983192797057768,TRUE,TRUE,TRUE
"R_OdsEPaWlaMnmaeR",6,5,6,7,79,"robin","non-diagnostic","ND1","good",36,1,1,1,6,0.759511459303161,TRUE,TRUE,TRUE
"R_1IuXmmLYYVg4juB",6,7,6,7,87,"robin","non-diagnostic","ND1","good",36,1,1,1,6.5,1.01614255835654,TRUE,TRUE,TRUE
"R_Wus6Y6NMDqvPJwR",6,7,6,7,86,"robin","non-diagnostic","ND1","good",36,1,1,1,6.5,0.999667677707152,TRUE,TRUE,TRUE
"R_2tmsj54erRKLB7a",7,6,5,6,83,"robin","non-diagnostic","ND1","good",35,1,1,1,6,0.825410981900699,TRUE,TRUE,TRUE
"R_z7IsZGdPvN0geUp",7,6,6,6,83,"robin","non-diagnostic","ND1","good",36,1,1,1,6.25,0.887827008829849,TRUE,TRUE,TRUE
"R_3dK7QcJbRx35gI6",6,7,6,7,85,"robin","non-diagnostic","ND1","good",36,1,1,1,6.5,0.983192797057768,TRUE,TRUE,TRUE
"R_PzI0814wR4NAWRj",6,7,6,7,85,"robin","non-diagnostic","ND1","good",36,2,1,1,6.5,0.983192797057768,TRUE,TRUE,TRUE
"R_1gBJwjgeUBffbIA",6,7,6,7,88,"robin","non-diagnostic","ND1","good",36,1,1,1,6.5,1.03261743900592,TRUE,TRUE,TRUE
"R_1OHxOqFiBxsGNsn",6,5,6,6,79,"robin","non-diagnostic","ND1","good",35,1,1,1,5.75,0.697095432374011,TRUE,TRUE,TRUE
"R_2R49gMILmdbJrXU",7,6,6,7,86,"robin","non-diagnostic","ND1","good",36,1,1,1,6.5,0.999667677707152,TRUE,TRUE,TRUE
"R_rf1ZPuF6qc9gvNn",7,6,6,7,84,"robin","non-diagnostic","ND1","good",35,1,1,1,6.5,0.966717916408383,TRUE,TRUE,TRUE
"R_20YcYDHsli6cANE",6,7,6,7,85,"robin","non-diagnostic","ND1","good",36,1,1,1,6.5,0.983192797057768,TRUE,TRUE,TRUE
"R_2s5pH4tgjyLOYlj",6,7,6,7,85,"robin","non-diagnostic","ND1","good",35,2,1,1,6.5,0.983192797057768,TRUE,TRUE,TRUE
"R_3FRm8IpBZNUtPl9",6,7,6,7,85,"robin","non-diagnostic","ND1","good",36,2,1,1,6.5,0.983192797057768,TRUE,TRUE,TRUE
"R_1CvEgZOZbXwIgK5",6,7,6,7,85,"robin","non-diagnostic","ND1","good",35,2,1,1,6.5,0.983192797057768,TRUE,TRUE,TRUE
"R_1lmFLMORYikiHfD",6,7,6,7,83,"robin","non-diagnostic","ND1","good",36,1,1,1,6.5,0.950243035758999,TRUE,TRUE,TRUE
"R_UoxGD6fNgV60tSV",6,5,6,6,81,"robin","non-diagnostic","ND1","good",35,1,1,1,5.75,0.73004519367278,TRUE,TRUE,TRUE
"R_1gNKsRPtGEOgW71",6,5,6,6,78,"robin","non-diagnostic","ND1","good",35,1,1,1,5.75,0.680620551724626,TRUE,TRUE,TRUE
"R_3gLsI0JtAydgGZJ",6,5,6,6,82,"robin","non-diagnostic","ND1","good",36,1,1,1,5.75,0.746520074322165,TRUE,TRUE,TRUE
"R_1Cd5qbEAOPmsADC",6,7,6,7,85,"robin","non-diagnostic","ND1","good",36,2,1,1,6.5,0.983192797057768,TRUE,TRUE,TRUE
