"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_valence","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_valence","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_valence","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_valence","alex_R_tot","age","gender","attn_chk_1Q","attn_chk_2_Q"
"R_12sxXLLKjprVDcD",6,6,6,7,85,"sam","non-diagnostic","ND2","good",6.25,7,7,6,7,95,"robin","diagnostic","NA","good",6.75,1,1,2,2,6,"francis","diagnostic","NA","bad",1.5,3,4,5,2,28,"alex","non-diagnostic","ND1","bad",3.5,18,3,7,2
"R_1pWnO5grRz7ti7n",7,7,5,6,90,"sam","non-diagnostic","ND2","good",6.25,7,7,7,7,100,"robin","diagnostic","NA","good",7,2,2,3,3,15,"francis","diagnostic","NA","bad",2.5,3,2,4,4,34,"alex","non-diagnostic","ND1","bad",3.25,18,2,6,2
"R_3iFirgsgCk5WGaI",7,7,6,6,81,"sam","non-diagnostic","ND2","good",6.5,7,7,6,7,82,"robin","diagnostic","NA","good",6.75,1,2,2,2,14,"francis","diagnostic","NA","bad",1.75,2,1,3,2,20,"alex","non-diagnostic","ND1","bad",2,22,1,7,2
"R_3Rgy4tRfpwPd30I",7,7,6,7,73,"sam","non-diagnostic","ND2","good",6.75,6,6,5,7,60,"robin","diagnostic","NA","good",6,3,5,4,5,30,"francis","non-diagnostic","ND1","bad",4.25,4,5,2,5,20,"alex","diagnostic","NA","bad",4,28,2,3,5
"R_ylreA91oKTRgOCl",6,6,6,6,85,"sam","non-diagnostic","ND2","good",6,6,6,7,6,80,"robin","diagnostic","NA","good",6.25,3,3,4,4,25,"francis","non-diagnostic","ND1","bad",3.5,2,2,3,3,25,"alex","diagnostic","NA","bad",2.5,22,2,7,5
"R_1q2MxU9tcC2YECd",6,5,5,6,95,"sam","non-diagnostic","ND2","good",5.5,6,6,6,6,94,"robin","diagnostic","NA","good",6,2,2,3,2,14,"francis","non-diagnostic","ND1","bad",2.25,1,1,2,2,10,"alex","diagnostic","NA","bad",1.5,22,1,7,2
"R_2SqLVgp3JWZIxAw",4,4,4,4,47,"sam","non-diagnostic","ND2","good",4,4,4,4,4,48,"robin","diagnostic","NA","good",4,4,4,4,4,46,"francis","non-diagnostic","ND1","bad",4,4,4,4,4,42,"alex","diagnostic","NA","bad",4,25,1,1,2
"R_2s4EEAFcu2I4wEz",6,6,7,6,87,"sam","non-diagnostic","ND2","good",6.25,7,7,7,7,95,"robin","diagnostic","NA","good",7,1,1,2,1,11,"francis","diagnostic","NA","bad",1.25,2,2,3,1,14,"alex","non-diagnostic","ND1","bad",2,21,2,7,5
"R_1Cf07SHh2ebQY1F",5,5,4,5,64,"sam","non-diagnostic","ND2","good",4.75,5,5,4,5,60,"robin","diagnostic","NA","good",4.75,2,2,3,3,20,"francis","diagnostic","NA","bad",2.5,3,3,3,3,30,"alex","non-diagnostic","ND1","bad",3,22,1,7,2
"R_Wq75AGazz281X0t",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,5,7,100,"robin","diagnostic","NA","good",6.5,3,3,3,3,40,"francis","diagnostic","NA","bad",3,3,2,3,3,27,"alex","non-diagnostic","ND1","bad",2.75,19,2,3,2
"R_20ZD18NFdGHSKmr",6,6,6,6,82,"sam","non-diagnostic","ND2","good",6,6,7,5,4,85,"robin","diagnostic","NA","good",5.5,2,1,3,3,17,"francis","non-diagnostic","ND1","bad",2.25,1,1,3,2,5,"alex","diagnostic","NA","bad",1.75,19,1,7,2
"R_3DumTHGCI14cZRk",7,7,7,5,90,"sam","non-diagnostic","ND2","good",6.5,4,5,5,4,65,"robin","diagnostic","NA","good",4.5,2,1,1,1,29,"francis","diagnostic","NA","bad",1.25,1,1,4,3,50,"alex","non-diagnostic","ND1","bad",2.25,19,2,4,5
"R_2v1eYRyLQlA2xsG",7,7,7,6,71,"sam","non-diagnostic","ND2","good",6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,32,"francis","diagnostic","NA","bad",3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5
"R_6F5C8NOFIgkWju1",7,1,1,6,88,"sam","non-diagnostic","ND2","good",3.75,6,6,1,7,87,"robin","diagnostic","NA","good",5,2,2,4,3,15,"francis","diagnostic","NA","bad",2.75,3,4,4,3,30,"alex","non-diagnostic","ND1","bad",3.5,18,1,7,5
"R_2ePEpVNXewr6Xrc",7,6,6,6,87,"sam","non-diagnostic","ND2","good",6.25,7,4,5,7,60,"robin","diagnostic","NA","good",5.75,1,1,2,1,10,"francis","diagnostic","NA","bad",1.25,2,3,2,2,20,"alex","non-diagnostic","ND1","bad",2.25,21,2,7,2
"R_1gqHXZgVh8i2maI",7,6,7,7,93,"sam","non-diagnostic","ND2","good",6.75,6,7,6,5,83,"robin","diagnostic","NA","good",6,3,2,3,1,24,"francis","non-diagnostic","ND1","bad",2.25,2,1,1,1,7,"alex","diagnostic","NA","bad",1.25,19,2,7,2
"R_3NImaK7qwmWTXpG",7,7,7,4,84,"sam","non-diagnostic","ND2","good",6.25,7,7,7,6,90,"robin","diagnostic","NA","good",6.75,3,3,3,2,34,"francis","non-diagnostic","ND1","bad",2.75,2,2,2,2,22,"alex","diagnostic","NA","bad",2,19,2,1,2
"R_PO3V9usCaE8Rmwh",5,5,5,5,65,"sam","non-diagnostic","ND2","good",5,7,7,7,7,75,"robin","diagnostic","NA","good",7,1,1,1,1,8,"francis","diagnostic","NA","bad",1,3,3,3,3,35,"alex","non-diagnostic","ND1","bad",3,18,2,7,5
"R_zTDRQmmuROAu1G1",7,4,7,7,91,"sam","non-diagnostic","ND2","good",6.25,7,7,1,7,97,"robin","diagnostic","NA","good",5.5,1,1,3,3,22,"francis","diagnostic","NA","bad",2,3,2,3,3,35,"alex","non-diagnostic","ND1","bad",2.75,19,1,7,5
"R_2VIyxFtOl0p2lwS",6,6,6,7,81,"sam","non-diagnostic","ND2","good",6.25,7,1,1,7,84,"robin","diagnostic","NA","good",4,2,2,3,2,18,"francis","diagnostic","NA","bad",2.25,5,4,2,5,21,"alex","non-diagnostic","ND1","bad",4,19,1,1,2
"R_32YhbQqj2gpKEL1",7,7,6,6,100,"sam","non-diagnostic","ND2","good",6.5,7,7,6,6,100,"robin","diagnostic","NA","good",6.5,2,2,4,1,25,"francis","non-diagnostic","ND1","bad",2.25,1,2,3,2,20,"alex","diagnostic","NA","bad",2,19,2,7,2
"R_NUyp3iE30497HTH",7,6,7,7,98,"sam","non-diagnostic","ND2","good",6.75,7,7,5,7,100,"robin","diagnostic","NA","good",6.5,2,1,4,1,10,"francis","diagnostic","NA","bad",2,2,1,4,1,9,"alex","non-diagnostic","ND1","bad",2,19,2,7,5
"R_3Dw5KhnvZixVxFq",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,1,1,0,"francis","non-diagnostic","ND1","bad",1,1,1,1,1,0,"alex","diagnostic","NA","bad",1,20,2,7,2
"R_3prwF6ecrVD6p8N",6,7,7,6,71,"sam","non-diagnostic","ND2","good",6.5,7,7,7,7,86,"robin","diagnostic","NA","good",7,2,2,3,1,20,"francis","diagnostic","NA","bad",2,3,3,5,3,30,"alex","non-diagnostic","ND1","bad",3.5,18,2,7,2
"R_eSgN8emQxHJyZNf",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,6,7,7,7,96,"robin","diagnostic","NA","good",6.75,2,1,3,2,20,"francis","diagnostic","NA","bad",2,2,3,1,2,20,"alex","non-diagnostic","ND1","bad",2,19,3,7,2
"R_3RrR2vq0jxZO99X",6,6,6,5,82,"sam","non-diagnostic","ND2","good",5.75,6,6,6,6,81,"robin","diagnostic","NA","good",6,4,3,6,3,27,"francis","non-diagnostic","ND1","bad",4,3,2,3,3,18,"alex","diagnostic","NA","bad",2.75,19,2,7,2
"R_3J1P4e5BIPsa8jH",7,1,7,7,97,"sam","non-diagnostic","ND2","good",5.5,7,7,7,7,100,"robin","diagnostic","NA","good",7,2,3,4,3,16,"francis","non-diagnostic","ND1","bad",3,2,2,2,2,10,"alex","diagnostic","NA","bad",2,18,2,7,2
"R_ZxXrraOxrBw6OOJ",5,6,6,5,82,"sam","non-diagnostic","ND2","good",5.5,5,5,4,6,85,"robin","diagnostic","NA","good",5,4,2,4,3,23,"francis","diagnostic","NA","bad",3.25,2,2,4,2,19,"alex","non-diagnostic","ND1","bad",2.5,18,2,7,5
"R_1lobq0w1YTCLURm",6,5,6,6,82,"sam","non-diagnostic","ND2","good",5.75,7,7,7,7,79,"robin","diagnostic","NA","good",7,3,2,4,3,42,"francis","diagnostic","NA","bad",3,2,3,3,2,40,"alex","non-diagnostic","ND1","bad",2.5,19,2,5,5
"R_1CE01f5jvn1ezEV",7,5,7,7,73,"sam","non-diagnostic","ND2","good",6.5,7,6,7,7,78,"robin","diagnostic","NA","good",6.75,1,3,4,4,42,"francis","non-diagnostic","ND1","bad",3,1,2,4,1,28,"alex","diagnostic","NA","bad",2,18,1,7,2
"R_2c8e2ORptC3VUDT",5,5,5,5,82,"sam","non-diagnostic","ND2","good",5,2,4,4,3,61,"robin","diagnostic","NA","good",3.25,2,2,2,2,22,"francis","diagnostic","NA","bad",2,2,3,1,2,16,"alex","non-diagnostic","ND1","bad",2,22,2,7,2
"R_3RyBrP9eRQFzi9X",6,7,7,7,85,"sam","non-diagnostic","ND2","good",6.75,7,7,5,7,85,"robin","diagnostic","NA","good",6.5,1,1,1,1,5,"francis","diagnostic","NA","bad",1,1,1,4,3,15,"alex","non-diagnostic","ND1","bad",2.25,23,2,1,2
"R_2y8Yxz0Suu1vJUv",7,7,7,5,91,"sam","non-diagnostic","ND2","good",6.5,7,7,6,7,81,"robin","diagnostic","NA","good",6.75,1,1,4,4,20,"francis","non-diagnostic","ND1","bad",2.5,1,1,4,4,20,"alex","diagnostic","NA","bad",2.5,22,2,7,2
"R_ehAsWarSXACGOGZ",7,7,7,7,87,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,1,2,0,"francis","non-diagnostic","ND1","bad",1.25,1,1,3,1,0,"alex","diagnostic","NA","bad",1.5,23,1,2,5
"R_bjPCChTWPMrcOf7",6,6,6,6,78,"sam","non-diagnostic","ND2","good",6,5,6,6,5,74,"robin","diagnostic","NA","good",5.5,3,3,4,4,32,"francis","diagnostic","NA","bad",3.5,2,3,3,3,27,"alex","non-diagnostic","ND1","bad",2.75,21,1,7,2
"R_2eR8PnAmdPVQtbb",6,6,6,6,61,"sam","non-diagnostic","ND2","good",6,6,6,6,6,70,"robin","diagnostic","NA","good",6,3,3,3,3,27,"francis","diagnostic","NA","bad",3,2,2,2,1,15,"alex","non-diagnostic","ND1","bad",1.75,21,2,7,2
"R_3m3H9jJslKPavcB",5,5,4,5,60,"sam","non-diagnostic","ND2","good",4.75,5,6,3,6,70,"robin","diagnostic","NA","good",5,2,2,4,2,20,"francis","diagnostic","NA","bad",2.5,2,2,5,2,40,"alex","non-diagnostic","ND1","bad",2.75,21,1,7,2
"R_1LiXfDartlAM7Bo",6,5,6,6,86,"sam","non-diagnostic","ND2","good",5.75,6,6,6,6,86,"robin","diagnostic","NA","good",6,2,2,3,3,12,"francis","non-diagnostic","ND1","bad",2.5,2,2,2,2,13,"alex","diagnostic","NA","bad",2,21,1,7,2
"R_3lPSuHBDzTwk9vw",7,7,7,7,99,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,3,1,1,"francis","diagnostic","NA","bad",1.5,1,1,1,1,0,"alex","non-diagnostic","ND1","bad",1,41,1,7,2
"R_2taRDly9jd0QbiD",6,6,6,6,80,"sam","non-diagnostic","ND2","good",6,5,5,4,6,75,"robin","diagnostic","NA","good",5,2,2,2,2,15,"francis","non-diagnostic","ND1","bad",2,2,3,3,3,25,"alex","diagnostic","NA","bad",2.75,18,2,7,2
"R_32RvbnsQcIhczY8",5,6,4,5,71,"sam","non-diagnostic","ND2","good",5,6,7,4,7,95,"robin","diagnostic","NA","good",6,3,1,4,2,5,"francis","diagnostic","NA","bad",2.5,2,2,4,2,15,"alex","non-diagnostic","ND1","bad",2.5,22,1,7,2
"R_1BVm9MdqDTzLi7c",6,7,7,7,85,"sam","non-diagnostic","ND2","good",6.75,7,7,6,7,94,"robin","diagnostic","NA","good",6.75,2,2,2,2,30,"francis","diagnostic","NA","bad",2,3,3,3,3,32,"alex","non-diagnostic","ND1","bad",3,19,3,7,2
"R_3KU4ODtOHuCXmdR",7,7,7,7,97,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,2,2,4,1,14,"francis","non-diagnostic","ND1","bad",2.25,2,2,4,2,22,"alex","diagnostic","NA","bad",2.5,19,2,1,2
"R_1kNuW38gMBQCN9j",5,4,4,5,65,"sam","non-diagnostic","ND2","good",4.5,6,6,4,6,67,"robin","diagnostic","NA","good",5.5,4,4,4,3,41,"francis","non-diagnostic","ND1","bad",3.75,3,3,4,3,30,"alex","diagnostic","NA","bad",3.25,35,5,5,2
"R_1H0EWb9ZNYiPvrr",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,1,1,0,"francis","non-diagnostic","ND1","bad",1,1,1,1,1,0,"alex","diagnostic","NA","bad",1,40,2,7,2
"R_1N47vy7MTLae9Pg",7,7,6,6,90,"sam","non-diagnostic","ND2","good",6.5,7,7,7,7,90,"robin","diagnostic","NA","good",7,1,1,2,1,0,"francis","non-diagnostic","ND1","bad",1.25,1,1,3,3,19,"alex","diagnostic","NA","bad",2,22,2,1,2
"R_b4xr6wkQ6LNl8dP",6,6,6,6,87,"sam","non-diagnostic","ND2","good",6,7,7,6,6,88,"robin","diagnostic","NA","good",6.5,1,2,4,2,10,"francis","diagnostic","NA","bad",2.25,3,3,4,3,30,"alex","non-diagnostic","ND1","bad",3.25,21,2,1,2
"R_1lfQXzEVoMVEhAJ",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,2,2,4,2,19,"francis","non-diagnostic","ND1","bad",2.5,2,2,4,2,19,"alex","diagnostic","NA","bad",2.5,23,1,7,5
"R_OfFmfzkKm8kTjSp",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,4,1,0,"francis","diagnostic","NA","bad",1.75,1,1,3,1,10,"alex","non-diagnostic","ND1","bad",1.5,51,2,7,5
"R_2rNtxdObRMLcQki",7,7,4,5,55,"sam","non-diagnostic","ND2","good",5.75,7,7,7,4,97,"robin","diagnostic","NA","good",6.25,3,4,4,2,37,"francis","diagnostic","NA","bad",3.25,4,4,2,2,22,"alex","non-diagnostic","ND1","bad",3,20,2,6,2
"R_8vxpPvowdgDIrjH",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,3,3,3,3,40,"francis","non-diagnostic","ND1","bad",3,3,3,3,2,39,"alex","diagnostic","NA","bad",2.75,22,2,7,2
"R_tEP8XHrtvKPljd7",7,7,7,5,100,"sam","non-diagnostic","ND2","good",6.5,7,7,6,5,100,"robin","diagnostic","NA","good",6.25,2,2,2,1,25,"francis","non-diagnostic","ND1","bad",1.75,4,2,2,1,10,"alex","diagnostic","NA","bad",2.25,25,5,7,2
"R_3GCXaSOQ0v4XLHG",6,7,6,6,89,"sam","non-diagnostic","ND2","good",6.25,7,7,5,7,97,"robin","diagnostic","NA","good",6.5,1,2,4,2,6,"francis","diagnostic","NA","bad",2.25,2,2,2,1,4,"alex","non-diagnostic","ND1","bad",1.75,25,2,7,2
"R_6FKE8FC0xBr611v",5,7,5,7,80,"sam","non-diagnostic","ND2","good",6,5,5,4,6,75,"robin","diagnostic","NA","good",5,3,3,4,2,40,"francis","non-diagnostic","ND1","bad",3,2,2,4,3,24,"alex","diagnostic","NA","bad",2.75,21,1,7,5
"R_1OHV1f91VGwAvuA",4,4,4,4,50,"sam","non-diagnostic","ND2","good",4,4,4,4,4,52,"robin","diagnostic","NA","good",4,4,4,4,4,51,"francis","diagnostic","NA","bad",4,4,4,4,4,49,"alex","non-diagnostic","ND1","bad",4,47,2,7,5
"R_DnJoRIl9jaIYxFL",7,7,7,6,81,"sam","non-diagnostic","ND2","good",6.75,7,7,5,7,92,"robin","diagnostic","NA","good",6.5,2,2,3,2,16,"francis","diagnostic","NA","bad",2.25,2,2,3,2,19,"alex","non-diagnostic","ND1","bad",2.25,20,1,7,2
"R_R4y3BKiIbU0ndu1",7,7,4,7,85,"sam","non-diagnostic","ND2","good",6.25,7,7,5,7,85,"robin","diagnostic","NA","good",6.5,1,1,4,1,10,"francis","non-diagnostic","ND1","bad",1.75,1,1,4,2,15,"alex","diagnostic","NA","bad",2,56,1,7,5
"R_3JlP93dzVxvvkiZ",6,6,6,6,91,"sam","non-diagnostic","ND2","good",6,6,6,6,7,83,"robin","diagnostic","NA","good",6.25,7,2,1,1,4,"francis","diagnostic","NA","bad",2.75,2,3,4,3,22,"alex","non-diagnostic","ND1","bad",3,21,1,2,2
"R_3fN9rqrV1e8K7fz",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,6,6,7,7,100,"robin","diagnostic","NA","good",6.5,1,2,3,1,15,"francis","diagnostic","NA","bad",1.75,1,1,4,3,15,"alex","non-diagnostic","ND1","bad",2.25,19,2,7,2
"R_9YJl7LzUq0WMHKh",6,6,6,7,96,"sam","non-diagnostic","ND2","good",6.25,6,7,6,7,92,"robin","diagnostic","NA","good",6.5,2,2,1,2,5,"francis","non-diagnostic","ND1","bad",1.75,2,1,2,2,8,"alex","diagnostic","NA","bad",1.75,22,2,2,5
"R_28Nww2u1qWMyDkM",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,3,1,15,"francis","diagnostic","NA","bad",1.5,2,2,4,2,30,"alex","non-diagnostic","ND1","bad",2.5,20,2,7,2
"R_3lsQz4XBbrHrwnn",5,5,5,5,77,"sam","non-diagnostic","ND2","good",5,5,5,5,5,79,"robin","diagnostic","NA","good",5,1,2,3,1,19,"francis","diagnostic","NA","bad",1.75,3,4,5,3,65,"alex","non-diagnostic","ND1","bad",3.75,19,1,7,2
"R_snkZlliTGMhZuAF",6,6,5,6,80,"sam","non-diagnostic","ND2","good",5.75,6,7,6,7,90,"robin","diagnostic","NA","good",6.5,3,4,4,3,43,"francis","non-diagnostic","ND1","bad",3.5,2,2,3,3,28,"alex","diagnostic","NA","bad",2.5,23,2,7,5
"R_3O6r7T0KIIVwBK0",7,6,7,6,90,"sam","non-diagnostic","ND2","good",6.5,7,6,7,6,90,"robin","diagnostic","NA","good",6.5,1,1,5,2,10,"francis","non-diagnostic","ND1","bad",2.25,1,1,5,1,0,"alex","diagnostic","NA","bad",2,22,1,7,5
"R_vTPtqJnOCaD4qmR",6,6,6,6,80,"sam","non-diagnostic","ND2","good",6,6,6,6,6,75,"robin","diagnostic","NA","good",6,2,2,2,2,19,"francis","diagnostic","NA","bad",2,2,2,2,2,30,"alex","non-diagnostic","ND1","bad",2,22,1,7,5
"R_1pseKlavfYMCVbl",7,6,6,6,73,"sam","non-diagnostic","ND2","good",6.25,7,7,7,7,98,"robin","diagnostic","NA","good",7,2,2,2,2,11,"francis","non-diagnostic","ND1","bad",2,2,2,2,2,17,"alex","diagnostic","NA","bad",2,20,1,7,2
"R_3IbrqXVmVKvRZbr",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,3,1,0,"francis","non-diagnostic","ND1","bad",1.5,1,1,1,1,0,"alex","diagnostic","NA","bad",1,21,1,6,2
"R_Tje4AWJZGGueGQh",6,5,6,7,79,"sam","non-diagnostic","ND2","good",6,6,7,5,7,96,"robin","diagnostic","NA","good",6.25,2,3,1,2,27,"francis","diagnostic","NA","bad",2,1,3,1,3,30,"alex","non-diagnostic","ND1","bad",2,22,1,7,2
"R_1ovcVp1dQgvJzJs",5,4,5,4,49,"sam","non-diagnostic","ND2","good",4.5,4,4,4,5,53,"robin","diagnostic","NA","good",4.25,4,4,4,5,39,"francis","diagnostic","NA","bad",4.25,3,3,3,4,46,"alex","non-diagnostic","ND1","bad",3.25,48,5,7,2
"R_VW0O5Q5acZhazsd",5,6,7,6,75,"sam","non-diagnostic","ND2","good",6,5,6,5,7,90,"robin","diagnostic","NA","good",5.75,3,2,3,1,34,"francis","non-diagnostic","ND1","bad",2.25,3,2,2,3,14,"alex","diagnostic","NA","bad",2.5,19,3,7,5
"R_25KiRq1cHJ2B1UA",6,6,6,6,72,"sam","non-diagnostic","ND2","good",6,6,6,4,7,80,"robin","diagnostic","NA","good",5.75,2,2,2,1,10,"francis","non-diagnostic","ND1","bad",1.75,3,3,4,2,22,"alex","diagnostic","NA","bad",3,24,1,2,2
"R_Rehu3tSa4POJfc5",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,2,2,2,8,"francis","non-diagnostic","ND1","bad",1.75,1,1,4,2,100,"alex","diagnostic","NA","bad",2,24,2,7,5
"R_1gOODM84onjy3iV",6,7,5,6,89,"sam","non-diagnostic","ND2","good",6,5,7,4,6,66,"robin","diagnostic","NA","good",5.5,4,5,3,2,45,"francis","non-diagnostic","ND1","bad",3.5,2,3,4,2,22,"alex","diagnostic","NA","bad",2.75,19,3,7,2
"R_30xiFmn46Df5xFU",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,4,1,1,1,24,"alex","non-diagnostic","ND1","bad",1.75,43,2,7,5
"R_1Ft9NlJ1pFxsSu5",2,6,2,6,84,"sam","non-diagnostic","ND2","good",4,6,6,6,6,96,"robin","diagnostic","NA","good",6,3,2,3,4,28,"francis","diagnostic","NA","bad",3,2,4,3,4,30,"alex","non-diagnostic","ND1","bad",3.25,40,1,7,2
"R_1DvYdKqCeYTKAfy",6,6,6,6,91,"sam","non-diagnostic","ND2","good",6,7,7,6,7,100,"robin","diagnostic","NA","good",6.75,1,1,4,3,13,"francis","non-diagnostic","ND1","bad",2.25,2,2,2,3,18,"alex","diagnostic","NA","bad",2.25,42,2,7,2
"R_1nTRjuXqwFam505",6,6,5,6,75,"sam","non-diagnostic","ND2","good",5.75,7,5,5,6,70,"robin","diagnostic","NA","good",5.75,6,2,3,3,25,"francis","non-diagnostic","ND1","bad",3.5,2,2,2,2,19,"alex","diagnostic","NA","bad",2,23,1,7,2
"R_CkaEJNlWfLExdJf",7,6,6,7,88,"sam","non-diagnostic","ND2","good",6.5,7,7,7,7,95,"robin","diagnostic","NA","good",7,2,2,4,2,11,"francis","non-diagnostic","ND1","bad",2.5,2,2,3,3,21,"alex","diagnostic","NA","bad",2.5,22,2,7,2
"R_2aeN7DUKUaac8cH",6,7,2,6,90,"sam","non-diagnostic","ND2","good",5.25,6,6,5,5,71,"robin","diagnostic","NA","good",5.5,2,3,2,3,19,"francis","diagnostic","NA","bad",2.5,2,3,4,3,31,"alex","non-diagnostic","ND1","bad",3,23,3,2,2
"R_22XJ0T5DXwMqwHb",6,5,6,6,60,"sam","non-diagnostic","ND2","good",5.75,7,7,7,7,85,"robin","diagnostic","NA","good",7,2,1,3,3,33,"francis","non-diagnostic","ND1","bad",2.25,2,2,3,2,35,"alex","diagnostic","NA","bad",2.25,20,2,7,2
"R_SUXg1VpFIl11Koh",6,6,5,5,75,"sam","non-diagnostic","ND2","good",5.5,6,6,6,6,79,"robin","diagnostic","NA","good",6,2,2,2,2,11,"francis","non-diagnostic","ND1","bad",2,3,3,3,3,34,"alex","diagnostic","NA","bad",3,20,5,7,5
"R_2SHaWwtvGYzCrmc",6,6,6,6,85,"sam","non-diagnostic","ND2","good",6,7,7,7,7,85,"robin","diagnostic","NA","good",7,2,2,2,2,25,"francis","non-diagnostic","ND1","bad",2,2,2,4,2,85,"alex","diagnostic","NA","bad",2.5,20,2,7,2
"R_2CZEQQZyV48B6Tk",7,7,7,7,90,"sam","non-diagnostic","ND2","good",7,7,7,4,7,90,"robin","diagnostic","NA","good",6.25,3,3,3,3,30,"francis","diagnostic","NA","bad",3,4,4,3,4,40,"alex","non-diagnostic","ND1","bad",3.75,43,2,7,2
"R_ZgIJT7AqrT4zLfr",4,5,6,6,65,"sam","non-diagnostic","ND2","good",5.25,4,6,5,5,75,"robin","diagnostic","NA","good",5,4,3,2,3,35,"francis","non-diagnostic","ND1","bad",3,4,3,5,2,45,"alex","diagnostic","NA","bad",3.5,19,2,7,2
"R_4HqI8BX1wvz0m5z",6,2,5,5,71,"sam","non-diagnostic","ND2","good",4.5,6,6,6,6,77,"robin","diagnostic","NA","good",6,2,2,3,3,23,"francis","diagnostic","NA","bad",2.5,3,3,4,3,37,"alex","non-diagnostic","ND1","bad",3.25,48,1,7,5
"R_1igijK5FCoaj1bP",6,6,7,7,81,"sam","non-diagnostic","ND2","good",6.5,6,6,7,7,80,"robin","diagnostic","NA","good",6.5,3,3,2,2,28,"francis","diagnostic","NA","bad",2.5,3,3,3,3,28,"alex","non-diagnostic","ND1","bad",3,26,2,7,2
"R_2y4oJMQhrAyFWEs",6,6,7,6,86,"sam","non-diagnostic","ND2","good",6.25,7,7,7,7,98,"robin","diagnostic","NA","good",7,1,2,2,2,8,"francis","diagnostic","NA","bad",1.75,2,2,3,2,10,"alex","non-diagnostic","ND1","bad",2.25,22,2,7,5
"R_3ehp6brFaHb1e0m",5,6,5,5,71,"sam","non-diagnostic","ND2","good",5.25,6,6,5,6,77,"robin","diagnostic","NA","good",5.75,3,2,3,2,22,"francis","non-diagnostic","ND1","bad",2.5,2,2,3,3,29,"alex","diagnostic","NA","bad",2.5,25,2,7,5
"R_3qwnYnYj5JW9V6F",6,6,6,6,91,"sam","non-diagnostic","ND2","good",6,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,1,2,2,10,"alex","non-diagnostic","ND1","bad",1.5,31,1,7,2
"R_31bGWbDB9JZ8qBt",5,5,5,5,60,"sam","non-diagnostic","ND2","good",5,5,6,3,7,72,"robin","diagnostic","NA","good",5.25,2,3,1,2,25,"francis","diagnostic","NA","bad",2,2,4,4,3,46,"alex","non-diagnostic","ND1","bad",3.25,22,2,7,5
"R_AEPOpZuwztikgzD",6,6,6,6,90,"sam","non-diagnostic","ND2","good",6,7,7,5,7,90,"robin","diagnostic","NA","good",6.5,3,3,3,3,28,"francis","diagnostic","NA","bad",3,3,3,3,3,28,"alex","non-diagnostic","ND1","bad",3,37,2,7,5
"R_2eb5KngzNpG1cUa",6,7,5,7,80,"sam","non-diagnostic","ND2","good",6.25,5,7,4,7,80,"robin","diagnostic","NA","good",5.75,3,1,3,1,20,"francis","non-diagnostic","ND1","bad",2,4,1,4,1,20,"alex","diagnostic","NA","bad",2.5,35,2,7,2
"R_30uEDa6P6GmQDjX",7,6,7,7,84,"sam","non-diagnostic","ND2","good",6.75,7,7,7,7,84,"robin","diagnostic","NA","good",7,3,3,3,3,29,"francis","non-diagnostic","ND1","bad",3,3,3,3,3,34,"alex","diagnostic","NA","bad",3,39,2,7,5
