"ResponseId","R1","R2","R3","R4","M1","scenario","condition","diagnostic12","age","gender","Sample","attn_chk_1Q","attn_chk_2_Q","R_tot","M1R_tot"
"R_pfo6xsgwsnO3chb",7,7,7,7,100,"sam","diagnostic","NA",27,1,"MTurk",7,5,7,1.40416863987654
"R_3KZvIYp83QhoRcF",4,5,5,6,60,"sam","diagnostic","NA",29,1,"MTurk",7,5,5,-1.38632912882891
"R_20OrtUMcd7LjCWG",5,6,6,6,68,"sam","diagnostic","NA",36,1,"MTurk",7,NA,5.75,-0.615974599468548
"R_1go1F8GYJUBDaRn",5,7,7,7,90,"sam","diagnostic","NA",30,1,"MTurk",1,2,6.5,0.706544197700178
"R_3J3mUK54ANgjAzj",7,7,7,7,100,"sam","diagnostic","NA",43,2,"MTurk",7,2,7,1.40416863987654
"R_2qwML3Zv1N2a7i1",7,7,4,6,90,"sam","diagnostic","NA",34,2,"MTurk",NA,2,6,0.403322803958361
"R_1jct98ZyziccpOl",7,6,7,7,91,"sam","diagnostic","NA",31,2,"MTurk",2,2,6.75,0.897595199414541
"R_3qDlCOXztlryVAh",7,7,7,7,93,"sam","diagnostic","NA",25,2,"MTurk",7,5,7,1.12808650597236
"R_Z3vOTiRc8aIqCpH",3,4,4,5,74,"sam","diagnostic","NA",24,1,"MTurk",7,2,4,-1.44060764850418
"R_3COBCPHeUsUva17",7,6,7,6,94,"sam","diagnostic","NA",49,2,"MTurk",7,5,6.5,0.864305417073996
"R_RLGtCxULjEsbqCZ",4,4,2,3,39,"sam","diagnostic","NA",22,1,"MTurk",3,2,3.25,-3.27585040863781
"R_2gBg3C31EmqMZI5",3,7,6,7,96,"sam","diagnostic","NA",30,1,"MTurk",1,2,5.75,0.488353936148181
"R_2AYUyqrsM1lXmZw",6,7,5,7,81,"sam","diagnostic","NA",30,2,"MTurk",1,5,6.25,0.199970757238178
"R_3P6wpMvrqgktdde",6,6,6,6,90,"sam","diagnostic","NA",46,1,"MTurk",7,2,6,0.403322803958361
"R_3PiQbFiPujrOXNk",7,7,7,7,100,"sam","diagnostic","NA",62,1,"MTurk",7,5,7,1.40416863987654
"R_RFyakcp6rS5zgFr",7,7,7,7,100,"sam","diagnostic","NA",45,2,"MTurk",NA,2,7,1.40416863987654
"R_1FJtj9QgKnVIZvv",7,7,7,7,100,"sam","diagnostic","NA",40,2,"MTurk",7,2,7,1.40416863987654
"R_1GwucqsZszrScxD",7,6,7,7,78,"sam","diagnostic","NA",37,1,"MTurk",1,5,6.75,0.384871236449631
"R_1nZNmcnPNh2Lxm3",5,6,6,6,72,"sam","diagnostic","NA",32,1,"MTurk",7,2,5.75,-0.45821338009473
"R_22WeVo5OrbZvT8D",5,6,6,6,82,"sam","diagnostic","NA",35,1,"MTurk",7,3,5.75,-0.0638103316601836
"R_33pg8zV3cydOsST",7,7,7,7,55,"sam","diagnostic","NA",33,2,"MTurk",NA,2,7,-0.370645078078917
"R_2R30WuLK8CqvZKP",6,5,5,6,76,"sam","diagnostic","NA",30,1,"MTurk",7,5,5.5,-0.45206285759182
"R_2cddODWYlDB6gVp",7,7,7,7,84,"sam","diagnostic","NA",33,2,"MTurk",7,1,7,0.773123762381267
"R_vOe8pga3zUeNDq1",6,7,7,6,90,"sam","diagnostic","NA",37,1,"MTurk",7,2,6.5,0.706544197700178
"R_2dWPu1u19Z5M7kl",6,6,6,6,71,"sam","diagnostic","NA",31,1,"MTurk",7,2,6,-0.346042988067276
"R_3J2zRzggCoRUzVA",6,7,6,7,81,"sam","diagnostic","NA",34,2,"MTurk",7,3,6.5,0.351581454109086
"R_3MS8rXwIjZnCYsz",5,4,5,4,59,"sam","diagnostic","NA",31,1,"MTurk",1,2,4.5,-1.72899082741418
"R_3qlgYF0DKilt9sU",5,6,6,6,83,"sam","diagnostic","NA",34,2,"MTurk",7,2,5.75,-0.024370026816729
"R_1OwZqMyu6QdH1LI",7,6,7,6,90,"sam","diagnostic","NA",32,2,"MTurk",1,5,6.5,0.706544197700178
"R_1jUJGdOgw4OvTw0",7,6,6,7,85,"sam","diagnostic","NA",38,1,"MTurk",7,5,6.5,0.509342673482905
"R_2rqlfDriD6f9X4i",7,7,7,7,95,"sam","diagnostic","NA",38,1,"MTurk",7,2,7,1.20696711565927
"R_24HHhODDjdodEBn",6,7,5,6,86,"sam","diagnostic","NA",30,2,"MTurk",7,2,6,0.245561584584543
"R_322PkULn5qVmylk",5,5,6,5,69,"sam","diagnostic","NA",45,1,"MTurk",7,2,5.25,-0.87975568836691
"R_2fv2MjZwrnpX3x5",7,7,7,7,100,"sam","diagnostic","NA",30,1,"MTurk",7,2,7,1.40416863987654
"R_2vhRLJASea5SK52",7,7,6,7,100,"sam","diagnostic","NA",35,2,"MTurk",7,2,6.75,1.25255794300563
"R_2gFserzQKyqFHlD",6,7,6,7,100,"sam","diagnostic","NA",30,1,"MTurk",NA,2,6.5,1.10094724613472
"R_3fW76HcJOMFArYp",6,7,6,6,95,"sam","diagnostic","NA",24,1,"MTurk",7,2,6.25,0.752135025046543
"R_sUzKhdBNLYUt68x",5,4,6,4,79,"sam","diagnostic","NA",42,1,"MTurk",7,2,4.75,-0.788574033674181
"R_2tEw8qPjAe4BGUH",7,6,7,6,81,"sam","diagnostic","NA",30,2,"MTurk",7,3,6.5,0.351581454109086
"R_2BlN7goK3AeEOb2",5,6,7,5,84,"sam","diagnostic","NA",32,1,"MTurk",7,5,5.75,0.0150702780267256
"R_wYv32wq7IR178Qh",5,6,7,7,86,"sam","diagnostic","NA",47,2,"MTurk",1,5,6.25,0.397172281455451
"R_1LpdfVbOEOxz5jE",7,7,7,6,85,"sam","diagnostic","NA",31,2,"MTurk",7,2,6.75,0.660953370353813
"R_10UGVvr65EsmHJf",7,7,7,7,100,"sam","diagnostic","NA",29,1,"MTurk",7,2,7,1.40416863987654
"R_3qK9DPVw7qLWnrx",6,7,6,7,92,"sam","diagnostic","NA",63,2,"MTurk",7,2,6.5,0.785424807387087
"R_1qfX2j0DbubD7IR",4,7,6,5,71,"sam","diagnostic","NA",25,2,"MTurk",7,2,5.5,-0.649264381809093
"R_1f2bUbqCEsUGpwB",7,4,7,4,94,"sam","diagnostic","NA",24,1,"MTurk",7,4,5.5,0.257862629590363
"R_3FWCgoTijJvY7Zp",4,6,5,7,67,"sam","diagnostic","NA",24,2,"MTurk",7,1,5.5,-0.807025601182911
"R_1jAQRLmtaMhy6az",5,5,3,1,77,"sam","diagnostic","NA",24,1,"MTurk",7,4,3.5,-1.62550812771563
"R_01bQw6KHbVJJK5b",5,7,6,5,82,"sam","diagnostic","NA",30,2,"MTurk",7,2,5.75,-0.0638103316601836
"R_doMSH78NRi0rZN7",5,6,7,5,92,"sam","diagnostic","NA",25,2,"MTurk",7,2,5.75,0.330592716774362
"R_1d0TYfWfk3Jw20P",4,7,1,1,79,"sam","diagnostic","NA",26,1,"MTurk",7,2,3.25,-1.69823821489963
"R_9oZm7TWw5ZZh7ep",4,5,6,7,86,"sam","diagnostic","NA",25,1,"MTurk",7,5,5.5,-0.0576598091572735
"R_3P5D0mBx2tlRDE8",4,5,6,4,64,"sam","diagnostic","NA",32,1,"MTurk",7,5,4.75,-1.380178606326
"R_2uBNjSyVldqBors",7,1,1,5,79,"sam","diagnostic","NA",25,1,"MTurk",7,4,3.5,-1.54662751802872
"R_2ASxhKuAjmbCNJG",5,5,4,5,76,"sam","diagnostic","NA",25,1,"MTurk",7,5,4.75,-0.906894948204544
"R_1Cl7lm6BxiwJ1U3",6,6,7,7,94,"sam","diagnostic","NA",25,1,"MTurk",1,5,6.5,0.864305417073996
"R_1jDoHwG1vMZUBms",6,7,6,7,91,"sam","diagnostic","NA",31,2,"MTurk",7,5,6.5,0.745984502543632
"R_1je1JiPgTxr6aK1",5,4,1,7,74,"sam","diagnostic","NA",24,1,"MTurk",7,NA,4.25,-1.28899695163327
"R_2anlmd9MptVWkxy",7,7,4,7,90,"sam","diagnostic","NA",52,1,"MTurk",7,2,6.25,0.55493350082927
"R_e9VQVRbfR5huWCB",7,5,7,6,94,"sam","diagnostic","NA",30,1,"MTurk",7,2,6.25,0.712694720203088
"R_UVXDg82aYSSpGsV",1,1,3,4,72,"sam","diagnostic","NA",25,1,"MTurk",7,4,2.25,-2.58076313628745
"R_u1Am4AsWCh8407f",2,5,4,7,61,"sam","diagnostic","NA",29,1,"MTurk",1,2,4.5,-1.65011021772727
"R_1gjxcNa4a17dwoo",7,6,5,6,69,"sam","diagnostic","NA",25,1,"MTurk",7,NA,6,-0.424923597754185
"R_1BXW2C99HmVAW0p",6,5,6,6,75,"sam","diagnostic","NA",27,2,"MTurk",7,2,5.75,-0.339892465564366
"R_2npGB07MXdFRCEN",3,1,4,6,72,"sam","diagnostic","NA",30,1,"MTurk",7,2,3.5,-1.8227096519329
"R_8GlNpKQUVwlY1fH",6,2,6,1,58,"sam","diagnostic","NA",29,1,"MTurk",2,2,3.75,-2.22326322287036
"R_3I48P0k9O6qZgVt",1,7,4,4,64,"sam","diagnostic","NA",30,1,"MTurk",7,2,4,-1.83501069693872
"R_u3uyS2iFR9uWZR7",6,7,6,6,63,"sam","diagnostic","NA",61,2,"MTurk",7,2,6.25,-0.509954729944005
"R_Rz67FOauslb2NrP",1,4,6,4,76,"sam","diagnostic","NA",30,1,"MTurk",7,2,3.75,-1.51333773568818
"R_3dZbPQCcJZUAKan",7,5,6,6,77,"sam","diagnostic","NA",25,1,"MTurk",7,2,6,-0.109401159006548
"R_3NPNfL51aUaTqJC",3,4,5,7,79,"sam","diagnostic","NA",25,1,"MTurk",1,5,4.75,-0.788574033674181
"R_3MDwyy4MBzd3Q4C",7,6,5,5,58,"sam","diagnostic","NA",40,1,"MTurk",2,2,5.75,-1.01037764790309
"R_qVjISKVoFgbvD3P",5,4,5,7,73,"sam","diagnostic","NA",25,1,"MTurk",7,5,5.25,-0.721994468993092
"R_9WApF57zl0Ou6TD",7,6,7,7,88,"sam","diagnostic","NA",25,1,"MTurk",7,2,6.75,0.779274284884177
"R_2aCxQcSz4m8bvw7",7,6,7,6,68,"sam","diagnostic","NA",25,2,"MTurk",NA,2,6.5,-0.161142508855823
"R_1IFoMitYaqHZvq0",4,3,2,3,81,"sam","diagnostic","NA",25,1,"MTurk",7,5,3,-1.77096830208363
"R_2s5fBg4YcwJuISj",5,6,7,6,79,"sam","diagnostic","NA",25,1,"MTurk",7,5,6,-0.0305205493196392
"R_1Cs74CFpGI2dLfW",6,4,5,5,74,"sam","diagnostic","NA",25,1,"MTurk",7,5,5,-0.834164861020545
"R_1I77xu4x4poFqUn",6,3,5,5,69,"sam","diagnostic","NA",34,1,"MTurk",7,2,4.75,-1.18297708210873
"R_1CkaZn7LLTMY5fu",7,7,7,7,100,"sam","diagnostic","NA",48,1,"MTurk",7,2,7,1.40416863987654
"R_5hHgYWJbOCmjmBH",7,7,7,7,100,"sam","diagnostic","NA",28,2,"MTurk",7,2,7,1.40416863987654
"R_3QLVtkgxajooLB8",6,6,6,6,97,"sam","diagnostic","NA",49,2,"MTurk",7,2,6,0.679404937862544
"R_3flCiXKkUaOLC6X",7,7,6,7,99,"sam","diagnostic","NA",29,1,"MTurk",7,2,6.75,1.21311763816218
"R_3L07QCv05LNIVDE",7,6,7,6,95,"sam","diagnostic","NA",32,1,"MTurk",1,5,6.5,0.903745721917451
"R_3EA9781VhtmdzIx",7,5,6,5,84,"sam","diagnostic","NA",30,1,"MTurk",7,2,5.75,0.0150702780267256
"R_1PZysVLKwrJqGxD",4,4,5,5,18,"sam","diagnostic","NA",33,2,"MTurk",7,2,4.5,-3.34604332599582
"R_1PcPcFpLJ7Fz1sf",6,7,6,7,99,"sam","diagnostic","NA",32,2,"MTurk",7,3,6.5,1.06150694129127
"R_1f7abUmtErdBIwk",6,2,4,4,66,"sam","diagnostic","NA",44,2,"MTurk",4,2,4,-1.75613008725182
"R_3oZwvstplgJVDOe",5,6,5,5,68,"sam","diagnostic","NA",37,1,"MTurk",2,2,5.25,-0.919195993210365
"R_1ffPs4AzIByteZt",4,6,4,5,68,"sam","diagnostic","NA",28,2,"MTurk",7,2,4.75,-1.22241738695218
"R_3PnV19TLIqm53uF",7,7,7,7,100,"sam","diagnostic","NA",64,2,"MTurk",7,2,7,1.40416863987654
"R_z1LY4c4oQjB3oWZ",7,7,7,7,100,"sam","diagnostic","NA",30,2,"MTurk",7,2,7,1.40416863987654
"R_1hNg29lhbaWlT8c",7,7,7,7,92,"sam","diagnostic","NA",30,2,"MTurk",2,2,7,1.0886462011289
"R_u3KRlnLUaiH5wSB",7,7,7,7,100,"sam","diagnostic","NA",69,2,"MTurk",7,5,7,1.40416863987654
"R_1M3PkKBExXaayZN",3,4,5,4,69,"sam","diagnostic","NA",50,1,"MTurk",5,2,4,-1.63780917272145
"R_879y8RmynP6Uykx",7,7,6,6,100,"sam","diagnostic","NA",25,1,"MTurk",1,2,6.5,1.10094724613472
"R_u2PRHZcafAC9FLz",7,7,7,7,100,"sam","diagnostic","NA",28,1,"MTurk",7,2,7,1.40416863987654
"R_1qg3iuWb03dgjEO",7,7,7,7,99,"sam","diagnostic","NA",54,2,"MTurk",7,2,7,1.36472833503309
"R_W2LIymK5UMB2sOR",6,6,6,6,86,"sam","diagnostic","NA",39,1,"MTurk",7,2,6,0.245561584584543
"R_2VapDdwUJtrrAld",6,7,7,5,80,"sam","diagnostic","NA",26,1,"MTurk",7,5,6.25,0.160530452394724
"R_3JDIdjPs5QXpQL7",7,7,6,6,79,"sam","diagnostic","NA",45,1,"MTurk",NA,2,6.5,0.272700844422177
"R_30wNLgIjW5PuNPa",7,6,7,6,92,"sam","diagnostic","NA",53,2,"MTurk",7,3,6.5,0.785424807387087
"R_3LejA9wjV1Q8OMr",6,6,5,5,77,"sam","diagnostic","NA",46,2,"MTurk",7,2,5.5,-0.412622552748365
"R_2WwidygII9gOCoV",7,7,6,6,97,"sam","diagnostic","NA",30,2,"MTurk",7,5,6.5,0.98262633160436
"R_3CIOOv57mlHiqep",7,7,7,7,100,"sam","diagnostic","NA",34,2,"MTurk",7,2,7,1.40416863987654
"R_2b3jnMoFQa9UJsr",7,7,7,7,83,"sam","diagnostic","NA",28,2,"MTurk",3,2,7,0.733683457537812
"R_PLCBsEOScClStWx",6,7,6,6,94,"sam","diagnostic","NA",29,1,"MTurk",7,2,6.25,0.712694720203088
"R_qCkTuPjvhBjeFkB",6,5,4,4,66,"sam","diagnostic","NA",43,1,"MTurk",NA,2,4.75,-1.30129799663909
"R_2dEkzrEA1hHH9G8",6,6,6,6,76,"sam","diagnostic","NA",40,1,"MTurk",7,2,6,-0.148841463850003
"R_1nOeT7lTJZWXrpb",6,7,6,7,82,"sam","diagnostic","NA",24,2,"MTurk",6,5,6.5,0.391021758952541
"R_2ZVOmz10h8MJi1f",7,5,5,6,72,"sam","diagnostic","NA",41,1,"MTurk",7,2,5.75,-0.45821338009473
"R_1LbYi5mzKD1Kmrl",5,5,4,6,70,"sam","diagnostic","NA",70,1,"MTurk",7,2,5,-0.991926080394364
"R_9oCCJksG7GjXuWB",7,7,7,7,91,"sam","diagnostic","NA",38,1,"MTurk",7,2,7,1.04920589628545
"R_3nGlaJ0JvEgkjxV",7,6,6,6,95,"sam","diagnostic","NA",65,2,"MTurk",7,2,6.25,0.752135025046543
"R_C3tZ0Sav16ysNTH",7,7,7,7,93,"sam","diagnostic","NA",43,1,"MTurk",7,2,7,1.12808650597236
"R_9TQGtZFwyHRjPR7",7,7,7,7,90,"sam","diagnostic","NA",70,2,"MTurk",7,2,7,1.00976559144199
"R_26apDyYV6YpfW7i",7,6,7,6,82,"sam","diagnostic","NA",42,2,"MTurk",7,2,6.5,0.391021758952541
"R_2Eirbm3BkZ7yVBG",5,4,4,5,55,"sam","diagnostic","NA",42,2,"MTurk",7,2,4.5,-1.886752046788
"R_3eXJAYCSYgOVLH3",7,6,7,6,81,"sam","diagnostic","NA",25,2,"MTurk",1,2,6.5,0.351581454109086
"R_1Nqsdf6Oq1aEyqY",6,5,4,5,80,"sam","diagnostic","NA",28,1,"MTurk",1,5,5,-0.597523031959818
"R_2tm2rE6jZLEXnp7",7,6,6,7,91,"sam","diagnostic","NA",60,2,"MTurk",7,3,6.5,0.745984502543632
"R_Y49ykISGGWqEMcV",1,1,1,1,47,"sam","diagnostic","NA",33,1,"MTurk",7,2,1,-4.32482424172835
"R_1FsP5Duu5x1zpfK",7,7,7,7,82,"sam","diagnostic","NA",40,1,"MTurk",7,2,7,0.694243152694358
"R_1MQkBVYKZD8Eb4k",6,6,5,5,82,"sam","diagnostic","NA",39,2,"MTurk",7,1,5.5,-0.215421028531092
"R_PYiT3TuUPLQUwM1",7,6,7,7,86,"sam","diagnostic","NA",26,2,"MTurk",7,2,6.75,0.700393675197268
"R_2DNBGocvHDJJ0qn",7,6,7,7,85,"sam","diagnostic","NA",34,1,"MTurk",7,2,6.75,0.660953370353813
"R_3h3X68fG6UYcrBi",7,7,7,7,82,"sam","diagnostic","NA",44,1,"MTurk",7,NA,7,0.694243152694358
"R_3OpgX3rcUo9LWnB",7,7,7,7,100,"sam","diagnostic","NA",34,1,"MTurk",7,2,7,1.40416863987654
"R_ZfSkRycTz76z5Ad",6,6,7,6,79,"sam","diagnostic","NA",35,2,"MTurk",1,2,6.25,0.121090147551269
"R_pbWlL2aYYUL1YDT",7,7,6,7,100,"sam","diagnostic","NA",31,1,"MTurk",NA,2,6.75,1.25255794300563
"R_sYJwqjl4ph5RcDn",7,6,5,6,60,"sam","diagnostic","NA",25,1,"MTurk",7,2,6,-0.779886341345277
"R_1MQoxdNTgusu8o1",6,6,4,6,85,"sam","diagnostic","NA",36,2,"MTurk",7,2,5.5,-0.0971001140007281
"R_3L0uxcnOiI4GTfM",7,7,7,7,98,"sam","diagnostic","NA",26,1,"MTurk",7,2,7,1.32528803018963
"R_10AzSbE5bdCaDFa",6,3,5,4,74,"sam","diagnostic","NA",34,2,"MTurk",1,2,4.5,-1.13738625476236
"R_3CCt0PgpSM4pTk7",6,5,7,5,94,"sam","diagnostic","NA",30,2,"MTurk",7,2,5.75,0.409473326461272
"R_2rpyXQKNoOY0AeT",6,6,7,6,76,"sam","diagnostic","NA",33,1,"MTurk",7,NA,6.25,0.00276923302090527
"R_3LZmBDuc39rhqar",6,6,6,6,86,"sam","diagnostic","NA",48,2,"MTurk",7,2,6,0.245561584584543
"R_3lLdgaCN0FLOKjF",7,7,7,7,100,"sam","diagnostic","NA",40,1,"MTurk",7,NA,7,1.40416863987654
"R_1DpszNUJe2Fen3R",6,7,7,6,87,"sam","diagnostic","NA",25,2,"MTurk",7,2,6.5,0.588223283169814
"R_ZsgCurUSTFPeYKd",7,6,6,7,93,"sam","diagnostic","NA",30,2,"MTurk",1,2,6.5,0.824865112230542
"R_21GL8KmhoPwXjIV",4,5,6,6,86,"sam","diagnostic","NA",35,1,"MTurk",7,2,5.25,-0.209270506028182
"R_1DRPTriXgOEDC4Y",6,5,5,6,75,"sam","diagnostic","NA",47,1,"MTurk",7,5,5.5,-0.491503162435274
"R_YQv4NIO2o9R9hm1",7,7,6,7,92,"sam","diagnostic","NA",32,2,"MTurk",7,NA,6.75,0.937035504257995
"R_1pT1ANDvzXsG84K",5,6,5,6,71,"sam","diagnostic","NA",52,1,"MTurk",7,5,5.5,-0.649264381809093
"R_24ukJGFHytvMIsV",5,5,5,5,71,"sam","diagnostic","NA",47,2,"MTurk",7,2,5,-0.952485775550909
"R_2QohbpbPKf3Gj6F",7,6,5,6,81,"sam","diagnostic","NA",28,1,"MTurk",NA,2,6,0.04836006036727
"R_3QDih7vdEqR2knA",7,6,7,6,100,"sam","diagnostic","NA",50,2,"MTurk",7,2,6.5,1.10094724613472
"R_1lsCNZEbtvLDbQ9",4,5,5,6,64,"sam","diagnostic","NA",41,2,"MTurk",1,2,5,-1.22856790945509
"R_0ooAxU78aJMRuo1",5,6,7,6,70,"sam","diagnostic","NA",25,1,"MTurk",7,NA,6,-0.385483292910731
"R_Qg3bP6ROB2ofGs9",3,6,5,4,61,"sam","diagnostic","NA",44,1,"MTurk",2,2,4.5,-1.65011021772727
"R_3PFUWM0ZEy4afFD",5,3,6,4,55,"sam","diagnostic","NA",43,1,"MTurk",7,2,4.5,-1.886752046788
"R_paSUB5y0aY1bdU5",5,6,3,5,76,"sam","diagnostic","NA",25,1,"MTurk",7,2,4.75,-0.906894948204544
"R_s74j8WctgzH5fzz",7,7,7,7,100,"sam","diagnostic","NA",35,1,"MTurk",7,2,7,1.40416863987654
"R_VON5Qnso2KPfiUN",7,7,7,7,93,"sam","diagnostic","NA",21,1,"MTurk",7,5,7,1.12808650597236
"R_1M3RBJa3ZrhUkVj",7,6,7,7,87,"sam","diagnostic","NA",32,1,"MTurk",7,2,6.75,0.739833980040722
"R_25uwg2mrgN77K3N",6,6,7,7,80,"sam","diagnostic","NA",32,2,"MTurk",7,2,6.5,0.312141149265632
"R_3izr3HhKmYKqgQO",6,7,6,7,92,"sam","diagnostic","NA",30,2,"MTurk",7,NA,6.5,0.785424807387087
"R_1HoYbAGKBuA0Wv1",7,7,7,7,91,"sam","diagnostic","NA",24,2,"MTurk",7,2,7,1.04920589628545
"R_DIV14hPSPUOlU9X",7,7,7,7,92,"sam","diagnostic","NA",38,1,"MTurk",7,NA,7,1.0886462011289
"R_upHG0YxeGx7ovcd",5,6,7,6,69,"sam","diagnostic","NA",54,1,"MTurk",7,2,6,-0.424923597754185
"R_3nrsGxlsAtcWSe2",7,7,7,7,87,"sam","diagnostic","NA",32,1,"MTurk",7,2,7,0.891444676911631
"R_1plYzcbn1xWkDwD",7,6,5,6,87,"sam","diagnostic","NA",25,1,"MTurk",7,4,6,0.285001889427998
"R_2whvP2ytdsRDIk1",5,7,5,5,93,"sam","diagnostic","NA",25,2,"MTurk",7,2,5.5,0.218422324746909
"R_1C0UsLqaMOSJaJP",6,7,6,7,87,"sam","diagnostic","NA",39,2,"MTurk",1,2,6.5,0.588223283169814
"R_2dAxOBVZvSt9RA2",1,7,6,7,64,"sam","diagnostic","NA",25,1,"MTurk",7,2,5.25,-1.07695721258418
"R_2bT4sQL7hq6ZYmF",7,6,7,6,83,"sam","diagnostic","NA",59,1,"MTurk",NA,5,6.5,0.430462063795996
"R_3R4lMHIBwdwNtJe",6,5,6,5,70,"sam","diagnostic","NA",27,2,"MTurk",7,2,5.5,-0.688704686652547
"R_Uxvs0MTdVkNkquB",4,6,6,6,75,"sam","diagnostic","NA",40,1,"MTurk",7,3,5.5,-0.491503162435274
"R_p0j5TRVEmUqrnwt",6,5,6,6,92,"sam","diagnostic","NA",33,1,"MTurk",7,2,5.75,0.330592716774362
"R_3PNq6dhu1GwRnPS",6,6,7,6,83,"sam","diagnostic","NA",44,1,"MTurk",7,2,6.25,0.278851366925088
"R_2VCsoU47beQcrkQ",7,7,7,7,100,"sam","diagnostic","NA",67,2,"MTurk",7,5,7,1.40416863987654
"R_3lDiM0wHODQggON",6,6,6,6,85,"sam","diagnostic","NA",39,2,"MTurk",7,2,6,0.206121279741088
"R_eWHJqB94Rzr1dYZ",7,7,6,7,96,"sam","diagnostic","NA",20,2,"MTurk",2,2,6.75,1.09479672363181
"R_d0TyXqe09XNKYJH",6,7,5,6,73,"sam","diagnostic","NA",33,1,"MTurk",7,2,6,-0.267162378380367
"R_2rkZPJTWGCCeJqg",7,6,6,5,67,"sam","diagnostic","NA",53,1,"MTurk",7,2,6,-0.503804207441094
"R_1hLSIejFVEExKqg",6,7,5,6,75,"sam","diagnostic","NA",53,1,"MTurk",7,3,6,-0.188281768693458
"R_z7pwJZsZLoWOfsJ",7,7,7,7,97,"sam","diagnostic","NA",34,1,"MTurk",NA,2,7,1.28584772534618
"R_3HSPIvQpsOSrz2h",7,6,7,6,94,"sam","diagnostic","NA",30,2,"MTurk",1,2,6.5,0.864305417073996
"R_306rZmfGt6XjU59",5,5,5,5,75,"sam","diagnostic","NA",41,1,"MTurk",7,2,5,-0.794724556177091
"R_2dgBw2Rrqsh47DR",7,7,7,7,93,"sam","diagnostic","NA",36,2,"MTurk",7,2,7,1.12808650597236
"R_29615lPafYFQtje",5,4,4,4,50,"sam","diagnostic","NA",32,1,"MTurk",7,2,4.25,-2.23556426787618
"R_1OPr1I6oDfftNOx",7,4,6,5,68,"sam","diagnostic","NA",34,2,"MTurk",7,4,5.5,-0.767585296339456
"R_2pMmQyar2fksIdD",7,6,7,6,75,"sam","diagnostic","NA",53,1,"MTurk",7,2,6.5,0.114939625048359
"R_3CHKSrsJM2hfHk0",6,7,6,6,95,"sam","diagnostic","NA",42,1,"MTurk",7,2,6.25,0.752135025046543
"R_2B3DyCVlIr2CNZl",6,7,7,7,93,"sam","diagnostic","NA",30,1,"MTurk",7,2,6.75,0.97647580910145
"R_2ONL9NPB8XaiOLQ",7,7,6,7,100,"sam","diagnostic","NA",25,1,"MTurk",2,5,6.75,1.25255794300563
"R_2CwGGCyXhyaYkPV",7,7,7,7,100,"sam","diagnostic","NA",41,1,"MTurk",7,2,7,1.40416863987654
"R_3EA7BD3iOg4rfrG",7,7,7,7,100,"sam","diagnostic","NA",64,2,"MTurk",7,2,7,1.40416863987654
"R_2qqmqMvu096YQo2",6,6,7,7,79,"sam","diagnostic","NA",40,2,"MTurk",7,2,6.5,0.272700844422177
"R_1gRXt74ODY0TLkf",7,7,6,7,68,"sam","diagnostic","NA",53,2,"MTurk",NA,2,6.75,-0.00953181198491505
"R_3FP4v7jWo2NGoS5",7,7,6,6,92,"sam","diagnostic","NA",32,2,"MTurk",7,2,6.5,0.785424807387087
"R_cSUsuLHiBgR5GPn",7,6,7,6,92,"sam","diagnostic","NA",25,1,"MTurk",7,NA,6.5,0.785424807387087
"R_3dN76kBnGh2ctyt",7,7,6,7,100,"sam","diagnostic","NA",39,1,"MTurk",7,2,6.75,1.25255794300563
"R_RgaES51ovs7P5Xb",7,7,6,7,100,"sam","diagnostic","NA",30,2,"MTurk",7,NA,6.75,1.25255794300563
"R_cOUmeS43LktirgR",6,6,6,6,71,"sam","diagnostic","NA",32,1,"MTurk",7,2,6,-0.346042988067276
"R_33qE78lucoiGpCu",5,5,5,6,75,"sam","diagnostic","NA",36,1,"MTurk",7,NA,5.25,-0.643113859306182
"R_2R2DButxrb5bb7X",7,7,7,7,100,"sam","diagnostic","NA",37,2,"MTurk",7,2,7,1.40416863987654
"R_03CANE8ZlCxry7f",4,3,3,3,66,"sam","diagnostic","NA",26,2,"MTurk",7,3,3.25,-2.21096217786454
"R_2zGYdRgHX213k6k",7,7,6,7,80,"sam","diagnostic","NA",31,2,"MTurk",NA,2,6.75,0.46375184613654
"R_2CwgwM6rccIb0lo",5,5,7,7,75,"sam","diagnostic","NA",60,2,"MTurk",7,2,6,-0.188281768693458
"R_1FsaGr3LTkT9VKy",7,7,7,6,100,"sam","diagnostic","NA",35,1,"MTurk",7,5,6.75,1.25255794300563
"R_sHxooYj265QggYp",6,6,6,5,80,"sam","diagnostic","NA",36,1,"MTurk",7,2,5.75,-0.142690941347093
"R_u2ppFQaCurFUENj",6,7,6,6,85,"sam","diagnostic","NA",25,1,"MTurk",7,2,6.25,0.357731976611997
"R_3QJfeE6Et8ElBVs",6,5,6,5,72,"sam","diagnostic","NA",39,2,"MTurk",7,1,5.5,-0.609824076965638
"R_2dgvdjwMe10hLdL",7,7,7,7,93,"sam","diagnostic","NA",60,2,"MTurk",7,2,7,1.12808650597236
"R_3kLkwJN6MRPQJRA",6,6,6,7,94,"sam","diagnostic","NA",38,1,"MTurk",2,5,6.25,0.712694720203088
"R_2QsoYA8jdwTC0jt",6,6,6,6,75,"sam","diagnostic","NA",40,1,"MTurk",7,NA,6,-0.188281768693458
