StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consentQ,age,gender,gender_4_TEXT,S_G_M_R_1,S_G_M_R_2,S_G_M_R_3,S_G_M_R_4,S_G_M_M_1,R_G_ND1_R_1,R_G_ND1_R_2,R_G_ND1_R_3,R_G_ND1_R_4,R_G_ND1_M_1,A_B_M_R_1,A_B_M_R_2,A_B_M_R_3,A_B_M_R_4,A_B_M_M_1,F_B_ND2_R_1,F_B_ND2_R_2,F_B_ND2_R_3,F_B_ND2_R_4,F_B_ND2_M_1,attn_chk_1Q,attn_chk_2_Q,S_G_ND1_R_1,S_G_ND1_R_2,S_G_ND1_R_3,S_G_ND1_R_4,S_G_ND1_M_1,R_G_M_R_1,R_G_M_R_2,R_G_M_R_3,R_G_M_R_4,R_G_M_M_1,A_B_ND2_R_1,A_B_ND2_R_2,A_B_ND2_R_3,A_B_ND2_R_4,A_B_ND2_M_1,F_B_M_R_1,F_B_M_R_2,F_B_M_R_3,F_B_M_R_4,F_B_M_M_1,R_G_ND2_R_1,R_G_ND2_R_2,R_G_ND2_R_3,R_G_ND2_R_4,R_G_ND2_M_1,F_B_ND1_R_1,F_B_ND1_R_2,F_B_ND1_R_3,F_B_ND1_R_4,F_B_ND1_M_1,S_G_ND2_R_1,S_G_ND2_R_2,S_G_ND2_R_3,S_G_ND2_R_4,S_G_ND2_M_1,A_B_ND1_R_1,A_B_ND1_R_2,A_B_ND1_R_3,A_B_ND1_R_4,A_B_ND1_M_1,previous_version,FL_59_DO,FL_6_DO,FL_26_DO,FL_27_DO,FL_28_DO,FL_29_DO,FL_30_DO,FL_31_DO,FL_93_DO,FL_100_DO
2022-04-11 15:08:37,2022-04-11 15:10:58,0,100,141,1,2022-04-11 15:11:00,R_vpixfvxumRZR0Pv,,,,,anonymous,EN,1,30,1,,6,7,6,6,100,,,,,,7,6,7,7,93,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,7,6,7,7,87,7,5,7,7,93,,,,,,,,,,,2,FL_6,FL_30,,,,,A_B_M|F_B_ND1|S_G_M|attn1|R_G_ND2|attn2,,,
2022-04-11 15:06:41,2022-04-11 15:11:50,0,100,308,1,2022-04-11 15:11:51,R_cC3yh2oTK3MpdPr,,,,,anonymous,EN,1,32,1,,,,,,,,,,,,,,,,,,,,,,7,2,7,6,7,6,84,7,6,5,6,95,7,6,5,2,86,7,6,6,6,95,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,A_B_ND2|S_G_ND1|attn1|R_G_M|F_B_M|attn2,,,,,,
2022-04-11 15:11:43,2022-04-11 15:12:37,0,100,54,1,2022-04-11 15:12:38,R_vdj1A4W1hci3XhL,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,6,7,6,3,49,,,,,,6,6,2,5,47,,,,,,,,,,,6,6,7,3,47,6,6,3,5,53,1,FL_6,FL_31,,,,,,R_G_M|S_G_ND2|attn2|F_B_M|attn1|A_B_ND1,,
2022-04-11 15:09:57,2022-04-11 15:13:16,0,100,198,1,2022-04-11 15:13:17,R_31SOLJMOFFve6f2,,,,,anonymous,EN,1,30,1,,7,6,7,7,97,7,6,6,7,96,7,6,7,7,84,6,7,6,7,98,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,S_G_M|F_B_ND2|R_G_ND1|attn1|A_B_M|attn2,,,,,,,
2022-04-11 15:01:22,2022-04-11 15:13:22,0,100,720,1,2022-04-11 15:13:23,R_vdccfxf0IxCXYpr,,,,,anonymous,EN,1,50,1,,,,,,,,,,,,7,6,6,6,68,,,,,,7,3,,,,,,7,6,7,6,88,,,,,,,,,,,,,,,,7,6,7,6,88,7,6,5,6,92,,,,,,1,FL_6,FL_100,,,,,,,,attn2|attn1|R_G_M|F_B_ND1|S_G_ND2|A_B_M
2022-04-11 15:01:11,2022-04-11 15:13:28,0,100,737,1,2022-04-11 15:13:29,R_2rCQnEwltrBTDOV,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,,,,,,,,,,,7,3,2,4,3,4,79,3,6,4,3,68,2,4,5,4,84,3,3,7,4,86,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,S_G_ND1|F_B_M|R_G_M|A_B_ND2|attn2|attn1,,,,,,
2022-04-11 15:13:29,2022-04-11 15:14:46,0,100,77,1,2022-04-11 15:14:46,R_3haJsUcpGvw8Vcb,,,,,anonymous,EN,1,32,1,,7,7,6,7,49,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,7,7,7,7,49,7,7,7,6,49,,,,,,,,,,,7,6,7,7,49,2,FL_6,FL_93,,,,,,,S_G_M|A_B_ND1|R_G_ND2|F_B_M|attn1|attn2,
2022-04-11 15:14:04,2022-04-11 15:15:28,0,100,83,1,2022-04-11 15:15:28,R_21t5TGHRQxTzziU,,,,,anonymous,EN,1,35,1,,,,,,,,,,,,7,7,7,7,55,7,7,7,7,72,2,2,7,7,7,7,73,7,7,7,7,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_29,,,,A_B_M|attn1|S_G_ND1|F_B_ND2|R_G_M|attn2,,,,
2022-04-11 15:15:01,2022-04-11 15:15:55,0,100,54,1,2022-04-11 15:15:56,R_XtUotNQTAHn0maJ,,,,,anonymous,EN,1,30,1,,3,6,7,3,46,3,7,4,5,46,5,7,6,7,45,1,6,1,4,45,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_26,attn2|F_B_ND2|A_B_M|R_G_ND1|S_G_M|attn1,,,,,,,
2022-04-11 15:16:42,2022-04-11 15:17:30,0,100,47,1,2022-04-11 15:17:30,R_3NwE6yNk43ME2I2,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,4,3,3,6,54,,,,,,7,3,,,,,,6,6,7,6,48,,,,,,,,,,,,,,,,5,6,3,5,45,2,4,4,7,47,,,,,,1,FL_6,FL_100,,,,,,,,attn1|R_G_M|F_B_ND1|A_B_M|attn2|S_G_ND2
2022-04-11 15:13:03,2022-04-11 15:18:25,0,100,322,1,2022-04-11 15:18:25,R_1fjcYneQs1gzGgl,,,,,anonymous,EN,1,48,1,,,,,,,,,,,,,,,,,,,,,,2,3,7,5,7,6,73,4,6,7,6,78,7,4,6,6,77,7,7,4,6,77,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,R_G_M|attn1|S_G_ND1|A_B_ND2|F_B_M|attn2,,,,,,
2022-04-11 15:16:37,2022-04-11 15:19:09,0,100,151,1,2022-04-11 15:19:09,R_DoDhQ2lVp5yst6V,,,,,anonymous,EN,1,39,2,,6,6,6,5,94,,,,,,6,6,7,6,67,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,5,6,6,7,75,6,7,6,6,85,,,,,,,,,,,2,FL_6,FL_30,,,,,attn2|S_G_M|attn1|F_B_ND1|A_B_M|R_G_ND2,,,
2022-04-11 15:17:14,2022-04-11 15:19:24,0,100,129,1,2022-04-11 15:19:24,R_DNAwBYIv5PRC5EZ,,,,,anonymous,EN,1,25,2,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,5,5,5,5,59,,,,,,7,7,7,7,58,,,,,,,,,,,5,5,5,5,55,7,7,7,7,46,1,FL_6,FL_31,,,,,,A_B_ND1|R_G_M|S_G_ND2|attn2|F_B_M|attn1,,
2022-04-11 15:18:07,2022-04-11 15:19:32,0,100,85,1,2022-04-11 15:19:33,R_31EfPDFYoOyZXCz,,,,,anonymous,EN,1,30,1,,7,6,6,5,90,7,6,4,3,96,7,6,5,4,91,6,5,3,6,94,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_26,attn1|attn2|R_G_ND1|F_B_ND2|S_G_M|A_B_M,,,,,,,
2022-04-11 15:17:56,2022-04-11 15:19:44,0,100,108,1,2022-04-11 15:19:44,R_25TNnyXDlW9YYhe,,,,,anonymous,EN,1,26,1,,,,,,,,,,,,,,,,,,,,,,7,2,5,5,4,6,50,1,1,7,1,79,2,6,4,1,49,5,7,4,2,68,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_27,,attn2|S_G_ND1|A_B_ND2|attn1|F_B_M|R_G_M,,,,,,
2022-04-11 15:16:51,2022-04-11 15:19:54,0,100,182,1,2022-04-11 15:19:54,R_10C1dXbN9lHOsCC,,,,,anonymous,EN,1,63,1,,7,6,4,5,70,6,5,6,5,94,,,,,,,,,,,1,4,,,,,,,,,,,7,5,6,4,71,5,4,6,7,75,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_28,,,R_G_ND1|attn1|F_B_M|S_G_M|attn2|A_B_ND2,,,,,
2022-04-11 15:17:10,2022-04-11 15:20:37,0,100,206,1,2022-04-11 15:20:37,R_3EGdcqrVmbJj4Kv,,,,,anonymous,EN,1,30,1,,7,5,7,7,99,,,,,,7,7,7,7,84,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,7,7,7,7,90,7,7,7,7,95,,,,,,,,,,,1,FL_6,FL_30,,,,,attn1|S_G_M|F_B_ND1|A_B_M|R_G_ND2|attn2,,,
2022-04-11 15:19:23,2022-04-11 15:20:42,0,100,78,1,2022-04-11 15:20:42,R_ezKfGXzL5GnCsyl,,,,,anonymous,EN,1,53,1,,6,5,6,7,73,5,6,6,5,86,,,,,,,,,,,7,1,,,,,,,,,,,7,5,6,5,86,6,7,5,6,75,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,R_G_ND1|S_G_M|attn1|attn2|F_B_M|A_B_ND2,,,,,
2022-04-11 15:18:37,2022-04-11 15:21:04,0,100,146,1,2022-04-11 15:21:04,R_1GvRUIHlRODP4Oa,,,,,anonymous,EN,1,54,2,,,,,,,,,,,,6,5,6,5,64,,,,,,2,3,,,,,,6,5,6,5,59,,,,,,,,,,,,,,,,6,5,6,5,66,6,5,6,5,65,,,,,,2,FL_6,FL_100,,,,,,,,attn2|R_G_M|A_B_M|F_B_ND1|S_G_ND2|attn1
2022-04-11 15:17:49,2022-04-11 15:21:09,0,100,199,1,2022-04-11 15:21:09,R_QcXB6K26v3OG9d7,,,,,anonymous,EN,1,35,1,,7,7,1,1,93,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,7,7,7,1,100,7,7,7,1,100,,,,,,,,,,,7,7,7,1,92,1,FL_6,FL_93,,,,,,,F_B_M|R_G_ND2|attn2|A_B_ND1|S_G_M|attn1,
2022-04-11 15:18:06,2022-04-11 15:22:34,0,100,267,1,2022-04-11 15:22:34,R_2vYqQEabMxaCeX2,,,,,anonymous,EN,1,30,2,,7,7,7,7,100,7,7,7,7,100,,,,,,,,,,,1,5,,,,,,,,,,,1,1,1,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,F_B_M|A_B_ND2|S_G_M|attn2|R_G_ND1|attn1,,,,,
2022-04-11 15:16:38,2022-04-11 15:23:07,0,100,388,1,2022-04-11 15:23:07,R_D2GilZVmFq9hk8V,,,,,anonymous,EN,1,59,1,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,7,7,7,7,80,,,,,,7,7,7,7,80,,,,,,,,,,,7,7,7,7,80,7,7,7,7,85,1,FL_6,FL_31,,,,,,S_G_ND2|attn2|attn1|A_B_ND1|F_B_M|R_G_M,,
2022-04-11 15:23:17,2022-04-11 15:24:09,0,100,52,1,2022-04-11 15:24:10,R_3JtjcJ8hQQkZg26,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,6,7,7,6,71,5,7,7,7,68,7,3,7,6,7,7,49,5,7,6,7,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FL_6,FL_29,,,,attn2|R_G_M|F_B_ND2|S_G_ND1|attn1|A_B_M,,,,
2022-04-11 15:12:29,2022-04-11 15:24:24,0,100,715,1,2022-04-11 15:24:25,R_1Ojj1uk2WBKNCvH,,,,,anonymous,EN,1,25,2,,7,7,7,7,95,7,7,7,7,95,,,,,,,,,,,7,2,,,,,,,,,,,1,2,1,1,10,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,attn2|A_B_ND2|attn1|R_G_ND1|F_B_M|S_G_M,,,,,
2022-04-11 15:23:05,2022-04-11 15:25:19,0,100,134,1,2022-04-11 15:25:20,R_PXwTP2HZlSWrKsV,,,,,anonymous,EN,1,45,1,,,,,,,,,,,,3,3,6,6,70,,,,,,3,1,,,,,,3,3,7,7,84,,,,,,,,,,,,,,,,6,6,3,3,58,3,3,6,6,61,,,,,,1,FL_6,FL_100,,,,,,,,F_B_ND1|attn1|attn2|A_B_M|S_G_ND2|R_G_M
2022-04-11 15:24:06,2022-04-11 15:26:11,0,100,124,1,2022-04-11 15:26:12,R_2Cvsf0lU3R54oNg,,,,,anonymous,EN,1,32,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,6,6,6,6,88,,,,,,2,2,2,2,11,,,,,,,,,,,6,6,6,6,80,3,3,3,3,36,3,FL_6,FL_31,,,,,,attn2|F_B_M|R_G_M|A_B_ND1|attn1|S_G_ND2,,
2022-04-11 15:19:37,2022-04-11 15:26:16,0,100,398,1,2022-04-11 15:26:16,R_tYRWsCydxb6c3S1,,,,,anonymous,EN,1,30,2,,,,,,,,,,,,,,,,,,,,,,7,1,5,7,6,7,80,6,5,7,7,80,6,7,6,7,92,6,5,6,7,80,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,R_G_M|attn1|A_B_ND2|S_G_ND1|F_B_M|attn2,,,,,,
2022-04-11 15:17:35,2022-04-11 15:27:24,0,100,588,1,2022-04-11 15:27:26,R_3e8MFfEVbWFtGK9,,,,,anonymous,EN,1,52,1,,,,,,,,,,,,1,2,1,2,17,2,3,2,3,19,1,5,7,6,6,6,76,7,7,6,7,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_29,,,,R_G_M|attn1|A_B_M|F_B_ND2|attn2|S_G_ND1,,,,
2022-04-11 15:19:04,2022-04-11 15:28:42,0,100,578,1,2022-04-11 15:28:43,R_eDV0LWhtSIyXHt7,,,,,anonymous,EN,1,38,1,,7,6,7,7,95,7,7,7,7,98,1,1,1,1,0,2,1,2,2,10,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,R_G_ND1|attn2|F_B_ND2|A_B_M|S_G_M|attn1,,,,,,,
2022-04-11 15:28:23,2022-04-11 15:29:34,0,100,71,1,2022-04-11 15:29:35,R_1GPuAWMEFWAE8mq,,,,,anonymous,EN,1,26,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,1,7,1,7,83,,,,,,5,3,7,5,92,,,,,,,,,,,3,1,5,6,98,7,4,6,7,100,2,FL_6,FL_31,,,,,,S_G_ND2|A_B_ND1|attn2|F_B_M|R_G_M|attn1,,
2022-04-11 15:24:11,2022-04-11 15:32:18,0,100,487,1,2022-04-11 15:32:20,R_1LAlPDkGasVH1aw,,,,,anonymous,EN,1,35,1,,7,7,7,7,98,7,7,7,7,100,1,1,1,1,0,1,1,1,1,8,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FL_6,FL_26,attn1|A_B_M|attn2|S_G_M|F_B_ND2|R_G_ND1,,,,,,,
2022-04-11 15:27:58,2022-04-11 15:32:31,0,100,272,1,2022-04-11 15:32:31,R_ZmD4wvACag1mt0J,,,,,anonymous,EN,1,47,2,,,,,,,,,,,,5,6,7,6,100,7,6,6,7,77,1,2,6,6,5,7,91,7,6,7,6,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_29,,,,attn1|R_G_M|S_G_ND1|A_B_M|attn2|F_B_ND2,,,,
2022-04-11 15:05:36,2022-04-11 15:33:15,0,100,1659,1,2022-04-11 15:33:16,R_3GrB8IyPs22azDl,,,,,anonymous,EN,1,30,1,,4,3,3,3,47,,,,,,7,4,6,6,45,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,5,2,7,6,48,5,7,6,4,54,,,,,,,,,,,1,FL_6,FL_30,,,,,R_G_ND2|attn2|attn1|F_B_ND1|A_B_M|S_G_M,,,
2022-04-11 15:32:39,2022-04-11 15:34:08,0,100,88,1,2022-04-11 15:34:09,R_3PicL6TwFN6xf0A,,,,,anonymous,EN,1,30,1,,3,4,3,4,74,,,,,,3,6,4,4,81,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,3,7,4,4,100,4,2,5,5,89,,,,,,,,,,,1,FL_6,FL_30,,,,,F_B_ND1|attn2|A_B_M|R_G_ND2|S_G_M|attn1,,,
2022-04-11 15:18:28,2022-04-11 15:34:29,0,100,960,1,2022-04-11 15:34:29,R_3iJwrvBgk5ah5mp,,,,,anonymous,EN,1,32,1,,6,6,5,6,80,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,2,3,2,3,20,5,6,5,5,70,,,,,,,,,,,2,2,3,3,25,2,FL_6,FL_93,,,,,,,attn2|attn1|F_B_M|R_G_ND2|S_G_M|A_B_ND1,
2022-04-11 15:31:09,2022-04-11 15:35:19,0,100,249,1,2022-04-11 15:35:19,R_Cgm5jJfY8OHZYRP,,,,,anonymous,EN,1,25,1,,,,,,,,,,,,,,,,,,,,,,1,1,7,7,7,7,100,7,7,7,7,100,1,1,1,2,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,F_B_M|attn1|A_B_ND2|S_G_ND1|attn2|R_G_M,,,,,,
2022-04-11 15:34:23,2022-04-11 15:35:35,0,100,72,1,2022-04-11 15:35:36,R_2ZPInrEDRyRHvRv,,,,,anonymous,EN,1,30,1,,6,7,7,7,82,,,,,,6,7,6,5,69,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,7,6,7,7,91,6,7,7,7,77,,,,,,,,,,,3,FL_6,FL_30,,,,,attn2|R_G_ND2|A_B_M|attn1|F_B_ND1|S_G_M,,,
2022-04-11 15:21:37,2022-04-11 15:36:11,0,100,873,1,2022-04-11 15:36:11,R_Do7rGhCXC4LWfzH,,,,,anonymous,EN,1,32,1,,6,7,6,5,95,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,2,1,2,1,23,5,6,7,5,75,,,,,,,,,,,3,2,1,1,11,2,FL_6,FL_93,,,,,,,S_G_M|attn2|F_B_M|attn1|A_B_ND1|R_G_ND2,
2022-04-11 15:32:53,2022-04-11 15:38:23,0,100,329,1,2022-04-11 15:38:23,R_10IwUCWf0QvIXkF,,,,,anonymous,EN,1,30,1,,7,4,6,6,73,4,5,4,5,77,5,6,6,6,88,7,6,6,5,75,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,attn2|A_B_M|attn1|F_B_ND2|S_G_M|R_G_ND1,,,,,,,
2022-04-11 15:17:55,2022-04-11 15:38:36,0,100,1240,1,2022-04-11 15:38:36,R_cHG53NNC4U32hBD,,,,,anonymous,EN,1,50,2,,,,,,,,,,,,5,6,6,5,42,,,,,,7,3,,,,,,6,5,5,6,75,,,,,,,,,,,,,,,,4,5,6,5,60,5,6,6,6,63,,,,,,1,FL_6,FL_100,,,,,,,,A_B_M|attn2|F_B_ND1|attn1|S_G_ND2|R_G_M
2022-04-11 15:35:52,2022-04-11 15:39:12,0,100,199,1,2022-04-11 15:39:13,R_AAtt1SnKPVORUTT,,,,,anonymous,EN,1,30,2,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,6,6,6,6,62,,,,,,5,6,6,5,70,,,,,,,,,,,6,5,6,6,60,6,6,6,6,58,1,FL_6,FL_31,,,,,,F_B_M|R_G_M|attn1|attn2|A_B_ND1|S_G_ND2,,
2022-04-11 15:30:34,2022-04-11 15:40:15,0,100,580,1,2022-04-11 15:40:15,R_2X54e1AaeIdcjcs,,,,,anonymous,EN,1,64,2,,7,6,7,7,100,6,7,6,7,100,,,,,,,,,,,7,2,,,,,,,,,,,7,6,5,6,89,7,6,6,7,91,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_28,,,attn2|R_G_ND1|F_B_M|attn1|A_B_ND2|S_G_M,,,,,
2022-04-11 15:37:40,2022-04-11 15:41:36,0,100,236,1,2022-04-11 15:41:37,R_3nTKMwPa9CKCiKI,,,,,anonymous,EN,1,57,1,,,,,,,,,,,,,,,,,,,,,,1,3,5,6,5,7,74,4,5,5,7,70,7,7,6,7,69,7,7,5,7,71,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,A_B_ND2|attn2|attn1|F_B_M|S_G_ND1|R_G_M,,,,,,
2022-04-11 15:32:46,2022-04-11 15:43:14,0,100,627,1,2022-04-11 15:43:16,R_2PhzVQbpCJEPlNA,,,,,anonymous,EN,1,22,1,,7,7,6,7,84,6,7,6,7,88,,,,,,,,,,,7,1,,,,,,,,,,,6,7,6,7,83,6,7,6,7,89,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_28,,,S_G_M|R_G_ND1|attn2|attn1|A_B_ND2|F_B_M,,,,,
2022-04-11 15:38:09,2022-04-11 15:43:52,0,100,343,1,2022-04-11 15:43:52,R_2fcIsZyp1j743or,,,,,anonymous,EN,1,63,2,,7,7,7,7,92,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,5,5,5,5,58,6,6,5,6,82,,,,,,,,,,,5,5,5,5,61,1,FL_6,FL_93,,,,,,,attn1|A_B_ND1|attn2|F_B_M|R_G_ND2|S_G_M,
2022-04-11 15:43:37,2022-04-11 15:48:18,0,100,280,1,2022-04-11 15:48:21,R_2cusrrMz8rj0MTj,,,,,anonymous,EN,1,41,1,,,,,,,,,,,,5,4,5,4,61,5,4,5,5,59,1,1,4,5,4,5,55,5,4,5,4,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_29,,,,F_B_ND2|attn2|S_G_ND1|A_B_M|attn1|R_G_M,,,,
2022-04-11 15:52:11,2022-04-11 15:53:22,0,100,70,1,2022-04-11 15:53:22,R_2QJNDfYnO9eKD6S,,,,,anonymous,EN,1,25,1,,5,4,3,1,100,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,4,6,1,4,100,6,2,2,1,100,,,,,,,,,,,6,2,1,6,100,2,FL_6,FL_93,,,,,,,S_G_M|F_B_M|A_B_ND1|R_G_ND2|attn1|attn2,
2022-04-11 16:16:08,2022-04-11 16:18:40,0,100,152,1,2022-04-11 16:18:41,R_1NspHM5tSDO9pCv,,,,,anonymous,EN,1,36,2,,,,,,,,,,,,1,5,6,7,100,,,,,,1,1,,,,,,1,3,5,7,64,,,,,,,,,,,,,,,,2,4,6,7,75,1,2,5,7,78,,,,,,1,FL_6,FL_100,,,,,,,,A_B_M|attn1|S_G_ND2|attn2|F_B_ND1|R_G_M
2022-04-11 16:18:10,2022-04-11 16:19:53,0,100,102,1,2022-04-11 16:19:53,R_1flw87JzV7PtsaT,,,,,anonymous,EN,1,30,1,,3,4,7,3,76,,,,,,3,3,7,3,74,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,3,5,6,3,62,3,4,4,5,70,,,,,,,,,,,1,FL_6,FL_30,,,,,R_G_ND2|attn1|F_B_ND1|attn2|A_B_M|S_G_M,,,
2022-04-11 16:20:52,2022-04-11 16:22:21,0,100,88,1,2022-04-11 16:22:21,R_2xKIqtbzXQvBQGP,,,,,anonymous,EN,1,30,1,,5,5,6,4,82,5,6,5,3,80,,,,,,,,,,,7,3,,,,,,,,,,,3,7,6,4,84,4,7,5,4,80,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_28,,,S_G_M|F_B_M|attn1|R_G_ND1|A_B_ND2|attn2,,,,,
2022-04-11 17:48:27,2022-04-11 17:50:19,0,100,112,1,2022-04-11 17:50:20,R_2YeUG13HmznBJN3,,,,,anonymous,EN,1,32,1,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,7,1,1,1,100,,,,,,7,7,1,1,100,,,,,,,,,,,7,7,1,1,93,7,7,1,1,100,1,FL_6,FL_31,,,,,,F_B_M|S_G_ND2|attn1|R_G_M|attn2|A_B_ND1,,
2022-04-11 17:48:33,2022-04-11 17:50:36,0,100,122,1,2022-04-11 17:50:37,R_4HqLHNIBASB0IMx,,,,,anonymous,EN,1,30,1,,7,7,6,7,80,,,,,,7,6,7,4,82,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,6,6,7,7,69,6,7,7,6,86,,,,,,,,,,,3,FL_6,FL_30,,,,,R_G_ND2|A_B_M|attn1|F_B_ND1|S_G_M|attn2,,,
2022-04-11 17:49:57,2022-04-11 17:50:44,0,100,46,1,2022-04-11 17:50:45,R_2pQx9CIXrX5OcdZ,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,,,,,,,,,,,7,3,6,6,3,2,54,5,6,6,6,47,6,6,3,6,48,5,6,4,5,47,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,A_B_ND2|S_G_ND1|F_B_M|R_G_M|attn1|attn2,,,,,,
2022-04-11 17:48:33,2022-04-11 17:50:52,0,100,138,1,2022-04-11 17:50:52,R_C9MBhUeSyU2KkJr,,,,,anonymous,EN,1,47,1,,,,,,,,,,,,6,7,6,7,87,7,6,7,6,84,2,1,6,7,6,7,83,7,6,7,6,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,attn2|R_G_M|S_G_ND1|F_B_ND2|attn1|A_B_M,,,,
2022-04-11 17:48:30,2022-04-11 17:50:52,0,100,141,1,2022-04-11 17:50:52,R_vIxsLBenV0kEs5r,,,,,anonymous,EN,1,58,1,,,,,,,,,,,,3,2,5,4,26,2,3,2,4,25,7,2,6,6,6,6,82,6,6,6,5,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,F_B_ND2|A_B_M|S_G_ND1|attn1|R_G_M|attn2,,,,
2022-04-11 17:48:32,2022-04-11 17:50:59,0,100,146,1,2022-04-11 17:50:59,R_3qwikcVDE1Gam3T,,,,,anonymous,EN,1,38,2,,5,4,4,4,13,,,,,,6,5,5,6,69,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,5,5,5,5,22,6,6,3,6,54,,,,,,,,,,,2,FL_6,FL_30,,,,,A_B_M|attn2|F_B_ND1|S_G_M|attn1|R_G_ND2,,,
2022-04-11 17:49:21,2022-04-11 17:51:06,0,100,104,1,2022-04-11 17:51:06,R_2zedcKrOcgBWVHQ,,,,,anonymous,EN,1,32,1,,7,6,7,6,85,,,,,,7,6,7,6,65,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,7,6,6,7,75,7,6,6,5,79,,,,,,,,,,,1,FL_6,FL_30,,,,,attn2|S_G_M|attn1|A_B_M|F_B_ND1|R_G_ND2,,,
2022-04-11 17:48:52,2022-04-11 17:51:11,0,100,138,1,2022-04-11 17:51:11,R_2awyWtqOh2pmf7Y,,,,,anonymous,EN,1,48,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,6,6,5,6,68,,,,,,6,6,5,6,73,,,,,,,,,,,6,5,5,6,76,6,6,5,6,72,1,FL_6,FL_31,,,,,,F_B_M|attn1|S_G_ND2|A_B_ND1|R_G_M|attn2,,
