"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_valence","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_valence","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_valence","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_valence","alex_R_tot","age","gender","attn_chk_1Q","attn_chk_2_Q"
"R_9nMLH8CkNGyhWoN",7,6,7,6,71,"sam","non-diagnostic","ND1","good",6.5,7,6,5,6,74,"robin","diagnostic","NA","good",6,6,7,6,5,79,"francis","non-diagnostic","ND2","bad",6,7,6,5,6,70,"alex","diagnostic","NA","bad",6,25,1,7,5
"R_3kAjasJhbZfgXuc",6,5,7,7,90,"sam","non-diagnostic","ND1","good",6.25,6,5,7,6,76,"robin","diagnostic","NA","good",6,7,5,6,7,86,"francis","non-diagnostic","ND2","bad",6.25,6,5,5,7,84,"alex","diagnostic","NA","bad",5.75,25,1,7,2
"R_301tE0TAcbrGqd8",7,6,7,6,92,"sam","non-diagnostic","ND1","good",6.5,6,6,7,6,96,"robin","diagnostic","NA","good",6.25,6,7,6,7,94,"francis","non-diagnostic","ND2","bad",6.5,6,6,6,6,84,"alex","diagnostic","NA","bad",6,32,2,7,5
"R_3r25FB3UmK7aTCy",5,2,2,2,51,"sam","non-diagnostic","ND1","good",2.75,2,2,2,2,51,"robin","diagnostic","NA","good",2,2,2,2,2,51,"francis","diagnostic","NA","bad",2,5,2,2,2,51,"alex","non-diagnostic","ND2","bad",2.75,30,1,4,2
"R_1o8dspiRA8bcOS3",6,6,6,6,88,"sam","non-diagnostic","ND2","good",6,7,7,7,7,94,"robin","diagnostic","NA","good",7,2,2,2,2,21,"francis","non-diagnostic","ND1","bad",2,1,1,1,1,8,"alex","diagnostic","NA","bad",1,40,2,7,5
"R_1HqRL3DEv0m5otE",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,1,1,0,"francis","non-diagnostic","ND1","bad",1,1,1,1,1,0,"alex","diagnostic","NA","bad",1,29,2,7,2
"R_0xgLcvho6nzSOU9",7,6,7,6,88,"sam","non-diagnostic","ND2","good",6.5,7,6,6,7,100,"robin","diagnostic","NA","good",6.5,7,6,7,6,91,"francis","diagnostic","NA","bad",6.5,7,7,7,7,99,"alex","non-diagnostic","ND1","bad",7,64,2,2,5
"R_D7wuxx9oPqQEueB",6,5,5,7,78,"sam","non-diagnostic","ND2","good",5.75,7,6,5,5,67,"robin","diagnostic","NA","good",5.75,3,3,2,4,71,"francis","non-diagnostic","ND1","bad",3,3,1,4,2,26,"alex","diagnostic","NA","bad",2.5,30,1,7,2
"R_2VgcSaPV86JvXQf",7,7,7,7,87,"sam","non-diagnostic","ND2","good",7,7,7,7,7,88,"robin","diagnostic","NA","good",7,3,3,3,3,24,"francis","non-diagnostic","ND1","bad",3,1,1,1,1,8,"alex","diagnostic","NA","bad",1,72,1,7,5
"R_1fg7kE3cSCHJnix",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,5,7,96,"robin","diagnostic","NA","good",6.5,3,3,2,2,18,"francis","non-diagnostic","ND1","bad",2.5,3,3,6,4,35,"alex","diagnostic","NA","bad",4,33,1,7,2
"R_3GePpHj6y4ekm9P",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,2,2,2,3,21,"francis","non-diagnostic","ND1","bad",2.25,1,1,1,1,0,"alex","diagnostic","NA","bad",1,35,1,7,2
"R_1GVRfQeyrISdeTv",7,7,6,6,95,"sam","non-diagnostic","ND2","good",6.5,7,7,6,7,97,"robin","diagnostic","NA","good",6.75,1,2,1,2,5,"francis","non-diagnostic","ND1","bad",1.5,1,2,4,1,20,"alex","diagnostic","NA","bad",2,35,1,7,2
"R_12JWO6LzVTTf1GH",4,6,6,6,78,"sam","non-diagnostic","ND2","good",5.5,4,5,5,5,57,"robin","diagnostic","NA","good",4.75,4,5,6,5,54,"francis","non-diagnostic","ND1","bad",5,5,3,5,6,63,"alex","diagnostic","NA","bad",4.75,25,2,1,2
"R_1KvGKMsVMqudDsM",7,7,7,7,90,"sam","non-diagnostic","ND2","good",7,7,7,7,7,93,"robin","diagnostic","NA","good",7,1,1,1,1,4,"francis","diagnostic","NA","bad",1,1,1,1,1,7,"alex","non-diagnostic","ND1","bad",1,40,1,7,2
"R_BKdRqiyWpZDsi4h",3,5,4,7,78,"sam","non-diagnostic","ND2","good",4.75,4,7,6,3,63,"robin","diagnostic","NA","good",5,7,4,5,6,70,"francis","diagnostic","NA","bad",5.5,7,2,4,6,71,"alex","non-diagnostic","ND1","bad",4.75,41,2,7,5
"R_2ToNxUPvzwtZBCi",3,6,5,5,87,"sam","non-diagnostic","ND2","good",4.75,4,5,7,2,84,"robin","diagnostic","NA","good",4.5,3,5,5,3,71,"francis","non-diagnostic","ND1","bad",4,6,3,5,4,75,"alex","diagnostic","NA","bad",4.5,33,1,7,2
"R_tSqbgzYaPGRDYgp",4,5,3,4,57,"sam","non-diagnostic","ND2","good",4,5,4,4,6,59,"robin","diagnostic","NA","good",4.75,4,5,5,4,57,"francis","non-diagnostic","ND1","bad",4.5,5,4,5,4,55,"alex","diagnostic","NA","bad",4.5,57,1,7,2
"R_24xeskUwqeiLBGj",6,5,6,6,78,"sam","non-diagnostic","ND2","good",5.75,7,5,6,6,79,"robin","diagnostic","NA","good",6,7,7,6,6,70,"francis","diagnostic","NA","bad",6.5,5,7,7,6,74,"alex","non-diagnostic","ND1","bad",6.25,32,1,7,2
"R_3scPa01Jadkhm5h",6,6,6,6,79,"sam","non-diagnostic","ND2","good",6,6,7,7,6,85,"robin","diagnostic","NA","good",6.5,1,1,1,1,13,"francis","diagnostic","NA","bad",1,1,1,1,1,16,"alex","non-diagnostic","ND1","bad",1,30,2,7,2
"R_1NeOIdCUXk9I3Gf",5,6,6,6,61,"sam","non-diagnostic","ND2","good",5.75,6,6,5,5,65,"robin","diagnostic","NA","good",5.5,5,6,6,6,55,"francis","diagnostic","NA","bad",5.75,6,5,5,5,55,"alex","non-diagnostic","ND1","bad",5.25,56,2,7,2
"R_AnAbLRkQJX7EuJj",6,3,5,7,61,"sam","non-diagnostic","ND2","good",5.25,6,2,4,7,61,"robin","diagnostic","NA","good",4.75,7,3,5,7,79,"francis","non-diagnostic","ND1","bad",5.5,6,3,4,6,63,"alex","diagnostic","NA","bad",4.75,41,2,7,5
"R_1GNzK2tuTFnzN9E",4,5,7,7,73,"sam","non-diagnostic","ND2","good",5.75,4,5,6,6,87,"robin","diagnostic","NA","good",5.25,4,5,3,5,83,"francis","diagnostic","NA","bad",4.25,4,5,6,4,86,"alex","non-diagnostic","ND1","bad",4.75,35,1,7,2
"R_1C9AXaPT7edzbSu",5,4,3,4,34,"sam","non-diagnostic","ND2","good",4,5,3,5,6,53,"robin","diagnostic","NA","good",4.75,5,4,3,5,68,"francis","diagnostic","NA","bad",4.25,5,4,4,3,83,"alex","non-diagnostic","ND1","bad",4,34,1,7,2
"R_1FRoM9WcY65iLx6",2,5,4,6,82,"sam","non-diagnostic","ND2","good",4.25,6,1,5,3,70,"robin","diagnostic","NA","good",3.75,5,3,5,4,92,"francis","diagnostic","NA","bad",4.25,3,5,3,5,80,"alex","non-diagnostic","ND1","bad",4,44,2,7,2
"R_2TXctjNdEaWAY8n",6,7,6,7,95,"sam","non-diagnostic","ND2","good",6.5,6,7,4,6,79,"robin","diagnostic","NA","good",5.75,6,7,5,7,76,"francis","diagnostic","NA","bad",6.25,6,7,5,6,85,"alex","non-diagnostic","ND1","bad",6,30,2,7,2
"R_2z7lxkEsGu08A7m",6,4,5,2,44,"sam","non-diagnostic","ND2","good",4.25,4,6,3,4,70,"robin","diagnostic","NA","good",4.25,5,3,5,3,78,"francis","non-diagnostic","ND1","bad",4,4,2,6,4,32,"alex","diagnostic","NA","bad",4,32,1,7,2
"R_2wFCgN2XZTqXHFX",5,6,7,6,94,"sam","non-diagnostic","ND2","good",6,6,5,5,5,74,"robin","diagnostic","NA","good",5.25,6,6,6,5,92,"francis","diagnostic","NA","bad",5.75,6,5,5,5,93,"alex","non-diagnostic","ND1","bad",5.25,30,1,7,3
"R_2ClBR8BUyEPMayQ",4,4,4,4,50,"sam","non-diagnostic","ND2","good",4,4,4,4,4,50,"robin","diagnostic","NA","good",4,4,4,4,4,51,"francis","diagnostic","NA","bad",4,4,4,4,4,50,"alex","non-diagnostic","ND1","bad",4,25,2,2,5
"R_20U0sHqLPhXUwq5",6,7,5,7,86,"sam","non-diagnostic","ND2","good",6.25,5,7,6,6,84,"robin","diagnostic","NA","good",6,6,7,6,5,91,"francis","non-diagnostic","ND1","bad",6,6,6,7,6,81,"alex","diagnostic","NA","bad",6.25,29,1,7,2
"R_425SyrwFt8fInwl",3,4,5,6,67,"sam","non-diagnostic","ND2","good",4.5,4,5,6,5,60,"robin","diagnostic","NA","good",5,4,5,6,4,38,"francis","diagnostic","NA","bad",4.75,4,5,6,4,62,"alex","non-diagnostic","ND1","bad",4.75,28,2,7,2
"R_xno5g41sfunK5yN",5,6,6,6,70,"sam","non-diagnostic","ND2","good",5.75,6,7,7,7,82,"robin","diagnostic","NA","good",6.75,6,5,6,6,58,"francis","non-diagnostic","ND1","bad",5.75,5,6,6,5,67,"alex","diagnostic","NA","bad",5.5,32,1,7,5
"R_3qOkmr2eYYnJwa1",6,7,7,6,93,"sam","non-diagnostic","ND2","good",6.5,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,2,1,2,5,"francis","diagnostic","NA","bad",1.5,1,1,1,1,0,"alex","non-diagnostic","ND1","bad",1,46,1,7,2
"R_1ffwMGKTbYR9aeW",5,6,3,5,63,"sam","non-diagnostic","ND2","good",4.75,5,6,4,5,62,"robin","diagnostic","NA","good",5,5,4,6,5,60,"francis","non-diagnostic","ND1","bad",5,5,6,5,4,65,"alex","diagnostic","NA","bad",5,28,2,7,2
"R_3iXeVBLm84YbYYt",6,6,5,6,71,"sam","non-diagnostic","ND2","good",5.75,6,6,5,6,69,"robin","diagnostic","NA","good",5.75,6,5,6,6,67,"francis","non-diagnostic","ND1","bad",5.75,6,6,5,6,67,"alex","diagnostic","NA","bad",5.75,48,1,7,2
"R_29oVBQi6SLX21Ul",5,7,7,6,86,"sam","non-diagnostic","ND2","good",6.25,6,6,7,7,76,"robin","diagnostic","NA","good",6.5,5,6,6,7,79,"francis","non-diagnostic","ND1","bad",6,5,6,7,7,81,"alex","diagnostic","NA","bad",6.25,26,1,7,2
"R_2hGAJa1rW9Zq4r7",5,7,5,6,69,"sam","non-diagnostic","ND2","good",5.75,5,6,6,5,72,"robin","diagnostic","NA","good",5.5,2,1,2,2,15,"francis","non-diagnostic","ND1","bad",1.75,5,7,6,6,77,"alex","diagnostic","NA","bad",6,32,2,7,5
"R_3CC5NoCWCyTvD6x",5,5,5,5,71,"sam","non-diagnostic","ND2","good",5,5,5,5,5,71,"robin","diagnostic","NA","good",5,3,3,3,3,30,"francis","diagnostic","NA","bad",3,3,3,3,3,29,"alex","non-diagnostic","ND1","bad",3,28,1,7,2
"R_3DdPhHuLix9TC50",7,6,7,6,90,"sam","non-diagnostic","ND2","good",6.5,7,6,7,7,75,"robin","diagnostic","NA","good",6.75,7,6,5,6,89,"francis","diagnostic","NA","bad",6,7,6,5,6,89,"alex","non-diagnostic","ND1","bad",6,25,1,7,2
"R_zdJC51VmBVFHi7L",6,7,7,5,78,"sam","non-diagnostic","ND2","good",6.25,7,6,7,7,66,"robin","diagnostic","NA","good",6.75,7,6,6,6,62,"francis","non-diagnostic","ND1","bad",6.25,6,6,7,6,75,"alex","diagnostic","NA","bad",6.25,30,1,7,3
"R_5gUNboC5XNAOhqx",1,1,1,5,65,"sam","non-diagnostic","ND2","good",2,6,3,2,4,71,"robin","diagnostic","NA","good",3.75,4,1,6,4,85,"francis","non-diagnostic","ND1","bad",3.75,5,1,4,4,64,"alex","diagnostic","NA","bad",3.5,24,1,7,2
"R_2Vl48vzU7Dm5Uuo",6,6,4,5,65,"sam","non-diagnostic","ND2","good",5.25,5,6,5,5,73,"robin","diagnostic","NA","good",5.25,6,6,4,6,67,"francis","diagnostic","NA","bad",5.5,5,4,7,6,73,"alex","non-diagnostic","ND1","bad",5.5,44,1,7,2
"R_XpToo24gi6G809P",6,6,6,7,83,"sam","non-diagnostic","ND2","good",6.25,5,5,4,5,97,"robin","diagnostic","NA","good",4.75,5,5,6,5,72,"francis","non-diagnostic","ND1","bad",5.25,4,4,5,5,83,"alex","diagnostic","NA","bad",4.5,47,1,7,5
"R_7OHWzzkKA7aGm77",4,7,4,1,70,"sam","non-diagnostic","ND2","good",4,7,2,5,2,75,"robin","diagnostic","NA","good",4,1,2,1,5,67,"francis","non-diagnostic","ND1","bad",2.25,5,2,3,1,68,"alex","diagnostic","NA","bad",2.75,24,1,7,2
"R_1GB48Km2opKQXmC",1,3,6,5,62,"sam","non-diagnostic","ND2","good",3.75,4,4,4,4,68,"robin","diagnostic","NA","good",4,5,6,4,5,68,"francis","diagnostic","NA","bad",5,1,3,6,4,70,"alex","non-diagnostic","ND1","bad",3.5,25,1,7,2
"R_271HsMNTuVnvs3B",7,7,5,4,59,"sam","non-diagnostic","ND2","good",5.75,1,1,4,2,81,"robin","diagnostic","NA","good",2,6,6,6,3,58,"francis","non-diagnostic","ND1","bad",5.25,1,5,5,2,76,"alex","diagnostic","NA","bad",3.25,24,1,7,2
"R_Cmj0tOUrI98vamt",7,7,6,7,95,"sam","non-diagnostic","ND2","good",6.75,6,6,5,6,90,"robin","diagnostic","NA","good",5.75,2,2,1,2,20,"francis","diagnostic","NA","bad",1.75,2,3,3,2,25,"alex","non-diagnostic","ND1","bad",2.5,41,1,7,2
"R_1qdGb8VTlN55KCc",7,1,4,2,87,"sam","non-diagnostic","ND2","good",3.5,3,1,1,7,85,"robin","diagnostic","NA","good",3,7,4,6,7,97,"francis","diagnostic","NA","bad",6,6,6,7,6,84,"alex","non-diagnostic","ND1","bad",6.25,27,1,7,2
"R_21552K6qi00CDok",4,4,4,6,54,"sam","non-diagnostic","ND2","good",4.5,6,6,3,4,48,"robin","diagnostic","NA","good",4.75,6,7,2,4,53,"francis","diagnostic","NA","bad",4.75,4,3,7,4,47,"alex","non-diagnostic","ND1","bad",4.5,30,1,7,3
"R_vdj1A4W1hci3XhL",6,6,7,3,47,"sam","non-diagnostic","ND2","good",5.5,6,7,6,3,49,"robin","diagnostic","NA","good",5.5,6,6,2,5,47,"francis","diagnostic","NA","bad",4.75,6,6,3,5,53,"alex","non-diagnostic","ND1","bad",5,30,1,7,3
"R_vdccfxf0IxCXYpr",7,6,5,6,92,"sam","non-diagnostic","ND2","good",6,7,6,7,6,88,"robin","diagnostic","NA","good",6.5,7,6,7,6,88,"francis","non-diagnostic","ND1","bad",6.5,7,6,6,6,68,"alex","diagnostic","NA","bad",6.25,50,1,7,3
"R_3NwE6yNk43ME2I2",2,4,4,7,47,"sam","non-diagnostic","ND2","good",4.25,6,6,7,6,48,"robin","diagnostic","NA","good",6.25,5,6,3,5,45,"francis","non-diagnostic","ND1","bad",4.75,4,3,3,6,54,"alex","diagnostic","NA","bad",4,30,1,7,3
"R_DNAwBYIv5PRC5EZ",5,5,5,5,55,"sam","non-diagnostic","ND2","good",5,5,5,5,5,59,"robin","diagnostic","NA","good",5,7,7,7,7,58,"francis","diagnostic","NA","bad",7,7,7,7,7,46,"alex","non-diagnostic","ND1","bad",7,25,2,4,5
"R_D2GilZVmFq9hk8V",7,7,7,7,80,"sam","non-diagnostic","ND2","good",7,7,7,7,7,80,"robin","diagnostic","NA","good",7,7,7,7,7,80,"francis","diagnostic","NA","bad",7,7,7,7,7,85,"alex","non-diagnostic","ND1","bad",7,59,1,1,5
"R_2Cvsf0lU3R54oNg",6,6,6,6,80,"sam","non-diagnostic","ND2","good",6,6,6,6,6,88,"robin","diagnostic","NA","good",6,2,2,2,2,11,"francis","diagnostic","NA","bad",2,3,3,3,3,36,"alex","non-diagnostic","ND1","bad",3,32,1,7,2
"R_1GPuAWMEFWAE8mq",3,1,5,6,98,"sam","non-diagnostic","ND2","good",3.75,1,7,1,7,83,"robin","diagnostic","NA","good",4,5,3,7,5,92,"francis","diagnostic","NA","bad",5,7,4,6,7,100,"alex","non-diagnostic","ND1","bad",6,26,1,7,2
"R_cHG53NNC4U32hBD",5,6,6,6,63,"sam","non-diagnostic","ND2","good",5.75,6,5,5,6,75,"robin","diagnostic","NA","good",5.5,4,5,6,5,60,"francis","non-diagnostic","ND1","bad",5,5,6,6,5,42,"alex","diagnostic","NA","bad",5.5,50,2,7,3
"R_2YeUG13HmznBJN3",7,7,1,1,93,"sam","non-diagnostic","ND2","good",4,7,1,1,1,100,"robin","diagnostic","NA","good",2.5,7,7,1,1,100,"francis","diagnostic","NA","bad",4,7,7,1,1,100,"alex","non-diagnostic","ND1","bad",4,32,1,1,5
"R_2awyWtqOh2pmf7Y",6,5,5,6,76,"sam","non-diagnostic","ND2","good",5.5,6,6,5,6,68,"robin","diagnostic","NA","good",5.75,6,6,5,6,73,"francis","diagnostic","NA","bad",5.75,6,6,5,6,72,"alex","non-diagnostic","ND1","bad",5.75,48,2,7,2
"R_2Ys5rAjmeegEkaF",7,7,6,6,100,"sam","non-diagnostic","ND2","good",6.5,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,2,1,2,6,"francis","non-diagnostic","ND1","bad",1.5,1,1,1,1,100,"alex","diagnostic","NA","bad",1,30,1,7,5
"R_Dxf7idN3QkV0BCF",6,6,6,6,76,"sam","non-diagnostic","ND2","good",6,4,4,4,4,48,"robin","diagnostic","NA","good",4,2,2,2,2,25,"francis","non-diagnostic","ND1","bad",2,2,2,2,2,18,"alex","diagnostic","NA","bad",2,32,1,7,2
"R_234A8rfNPm89RN3",7,7,7,7,94,"sam","non-diagnostic","ND2","good",7,7,7,7,7,95,"robin","diagnostic","NA","good",7,1,1,1,1,7,"francis","diagnostic","NA","bad",1,1,1,1,1,9,"alex","non-diagnostic","ND1","bad",1,34,1,7,2
"R_3IXYtxnWGbDBD5H",7,7,7,7,97,"sam","non-diagnostic","ND2","good",7,7,7,7,7,97,"robin","diagnostic","NA","good",7,2,2,1,2,18,"francis","diagnostic","NA","bad",1.75,2,2,2,2,24,"alex","non-diagnostic","ND1","bad",2,37,2,7,2
"R_22y6XQNrrIfUQo6",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,1,1,0,"francis","non-diagnostic","ND1","bad",1,1,1,1,1,0,"alex","diagnostic","NA","bad",1,48,2,7,2
"R_2wjklYX79x4k9W5",4,5,4,5,75,"sam","non-diagnostic","ND2","good",4.5,5,6,5,7,90,"robin","diagnostic","NA","good",5.75,5,4,2,4,74,"francis","non-diagnostic","ND1","bad",3.75,6,4,3,2,37,"alex","diagnostic","NA","bad",3.75,52,1,7,2
"R_2trmGclGwNOoAeg",6,6,6,6,80,"sam","non-diagnostic","ND2","good",6,7,7,7,7,94,"robin","diagnostic","NA","good",7,1,1,1,1,7,"francis","diagnostic","NA","bad",1,2,2,2,2,18,"alex","non-diagnostic","ND1","bad",2,48,2,7,2
"R_1P0ntRxGrIHtQt3",6,6,6,6,82,"sam","non-diagnostic","ND2","good",6,7,6,6,7,85,"robin","diagnostic","NA","good",6.5,2,3,2,2,17,"francis","non-diagnostic","ND1","bad",2.25,1,1,3,1,7,"alex","diagnostic","NA","bad",1.5,57,2,7,2
"R_3iUS7jbf0OmXa81",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,2,2,2,2,4,"alex","non-diagnostic","ND1","bad",2,34,1,7,2
"R_2VjVKJrIzEgDRIe",6,6,7,7,100,"sam","non-diagnostic","ND2","good",6.5,6,6,5,5,86,"robin","diagnostic","NA","good",5.5,3,3,1,3,21,"francis","non-diagnostic","ND1","bad",2.5,1,2,2,3,8,"alex","diagnostic","NA","bad",2,37,1,7,2
"R_2EcL3m8zNaEsIHX",6,6,4,5,87,"sam","non-diagnostic","ND2","good",5.25,7,6,4,5,89,"robin","diagnostic","NA","good",5.5,2,2,2,4,11,"francis","diagnostic","NA","bad",2.5,2,2,4,2,15,"alex","non-diagnostic","ND1","bad",2.5,43,2,7,2
"R_VKz2z84Z26r7jLr",6,7,6,6,80,"sam","non-diagnostic","ND2","good",6.25,6,7,6,7,83,"robin","diagnostic","NA","good",6.5,1,2,2,2,27,"francis","non-diagnostic","ND1","bad",1.75,2,3,2,2,29,"alex","diagnostic","NA","bad",2.25,36,2,7,2
"R_pnRkOrSgvgPbj6F",6,7,7,6,90,"sam","non-diagnostic","ND2","good",6.5,7,7,7,6,90,"robin","diagnostic","NA","good",6.75,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,2,1,3,0,"alex","non-diagnostic","ND1","bad",1.75,27,1,7,5
"R_1hzMeRaFLfr6ld2",7,7,7,7,90,"sam","non-diagnostic","ND2","good",7,7,7,7,7,91,"robin","diagnostic","NA","good",7,2,2,2,2,25,"francis","diagnostic","NA","bad",2,2,2,2,2,20,"alex","non-diagnostic","ND1","bad",2,62,2,7,2
"R_3PGFE2ceJ8Exac0",7,6,5,6,74,"sam","non-diagnostic","ND2","good",6,7,5,6,7,72,"robin","diagnostic","NA","good",6.25,7,6,5,6,75,"francis","non-diagnostic","ND1","bad",6,7,6,7,6,77,"alex","diagnostic","NA","bad",6.5,42,1,7,2
"R_DbGUf6y2fw1HraN",7,7,6,7,95,"sam","non-diagnostic","ND2","good",6.75,7,7,6,7,90,"robin","diagnostic","NA","good",6.75,1,1,1,2,10,"francis","non-diagnostic","ND1","bad",1.25,1,1,2,1,5,"alex","diagnostic","NA","bad",1.25,39,1,7,2
"R_1M69LxMiymhPuxy",6,7,7,5,80,"sam","non-diagnostic","ND2","good",6.25,6,7,7,6,90,"robin","diagnostic","NA","good",6.5,2,1,3,3,22,"francis","non-diagnostic","ND1","bad",2.25,1,2,4,3,38,"alex","diagnostic","NA","bad",2.5,38,2,7,5
"R_1KeEf2hlRh1pGzN",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,1,1,1,0,"alex","non-diagnostic","ND1","bad",1,34,2,7,2
"R_1Ihfj8DPRHaMdxe",7,7,7,7,99,"sam","non-diagnostic","ND2","good",7,7,7,7,7,94,"robin","diagnostic","NA","good",7,1,1,1,1,7,"francis","diagnostic","NA","bad",1,1,1,1,1,29,"alex","non-diagnostic","ND1","bad",1,28,2,7,2
"R_2U9KZgyIjUxJ0Qi",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,2,2,3,2,25,"alex","non-diagnostic","ND1","bad",2.25,52,2,7,2
"R_0SwnOTY6aHgOdfr",7,7,7,7,98,"sam","non-diagnostic","ND2","good",7,7,7,7,7,98,"robin","diagnostic","NA","good",7,3,2,2,3,14,"francis","non-diagnostic","ND1","bad",2.5,2,2,4,3,22,"alex","diagnostic","NA","bad",2.75,31,1,7,2
"R_WlLGk4NVRFEcHNT",6,5,6,6,83,"sam","non-diagnostic","ND2","good",5.75,6,5,6,5,76,"robin","diagnostic","NA","good",5.5,6,5,6,5,85,"francis","non-diagnostic","ND1","bad",5.5,6,5,6,5,81,"alex","diagnostic","NA","bad",5.5,37,2,1,5
"R_dcVXN6zgly0fP8Z",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,98,"robin","diagnostic","NA","good",7,7,7,7,7,90,"francis","diagnostic","NA","bad",7,1,1,1,1,0,"alex","non-diagnostic","ND1","bad",1,30,2,7,2
"R_3NXqakBWcYbedRD",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,3,1,11,"francis","non-diagnostic","ND1","bad",1.5,1,1,1,1,2,"alex","diagnostic","NA","bad",1,39,2,2,2
"R_pRezOVX4lhA2qfD",3,5,4,3,71,"sam","non-diagnostic","ND2","good",3.75,3,4,4,4,91,"robin","diagnostic","NA","good",3.75,3,3,4,4,60,"francis","non-diagnostic","ND1","bad",3.5,3,3,6,3,86,"alex","diagnostic","NA","bad",3.75,30,1,7,3
"R_1QMDO4rOO1iPtH2",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,1,1,1,0,"alex","non-diagnostic","ND1","bad",1,45,1,7,2
"R_3GkrICaUmZi6ReH",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,1,1,1,0,"alex","non-diagnostic","ND1","bad",1,61,1,7,5
"R_12nBKIl4DWuNWvX",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,2,1,1,2,0,"francis","non-diagnostic","ND1","bad",1.5,1,1,1,1,0,"alex","diagnostic","NA","bad",1,47,2,7,2
"R_5okoA265fNlYPpn",3,7,4,4,73,"sam","non-diagnostic","ND2","good",4.5,3,4,6,4,83,"robin","diagnostic","NA","good",4.25,3,3,7,3,71,"francis","diagnostic","NA","bad",4,3,4,3,6,74,"alex","non-diagnostic","ND1","bad",4,30,1,7,3
"R_1FL26qdSFZGk1tu",6,4,4,7,69,"sam","non-diagnostic","ND2","good",5.25,4,7,6,5,77,"robin","diagnostic","NA","good",5.5,4,7,5,6,69,"francis","diagnostic","NA","bad",5.5,5,7,5,6,65,"alex","non-diagnostic","ND1","bad",5.75,51,2,7,2
"R_3kENkM2y8otfeqt",6,7,6,6,64,"sam","non-diagnostic","ND2","good",6.25,7,6,6,7,84,"robin","diagnostic","NA","good",6.5,7,6,6,6,73,"francis","diagnostic","NA","bad",6.25,7,6,6,6,77,"alex","non-diagnostic","ND1","bad",6.25,25,1,7,2
"R_1EgldTnTDV6xwDZ",5,7,6,6,78,"sam","non-diagnostic","ND2","good",6,6,7,6,6,73,"robin","diagnostic","NA","good",6.25,6,6,7,6,72,"francis","diagnostic","NA","bad",6.25,6,7,6,4,75,"alex","non-diagnostic","ND1","bad",5.75,30,1,7,3
"R_0dHEtZ58EwZ14jf",6,7,7,7,100,"sam","non-diagnostic","ND2","good",6.75,1,1,3,2,31,"robin","diagnostic","NA","good",1.75,7,7,7,7,100,"francis","diagnostic","NA","bad",7,4,4,4,4,47,"alex","non-diagnostic","ND1","bad",4,48,1,1,5
"R_2wuHQ1zw4nAplLD",2,2,4,2,66,"sam","non-diagnostic","ND2","good",2.5,3,2,3,2,65,"robin","diagnostic","NA","good",2.5,2,3,3,2,78,"francis","non-diagnostic","ND1","bad",2.5,2,2,5,2,77,"alex","diagnostic","NA","bad",2.75,30,1,7,3
"R_1CejwaWSvWA0Xk2",7,7,7,7,94,"sam","non-diagnostic","ND2","good",7,7,7,7,7,92,"robin","diagnostic","NA","good",7,1,1,1,1,14,"francis","non-diagnostic","ND1","bad",1,2,2,4,2,26,"alex","diagnostic","NA","bad",2.5,28,2,7,2
